,Out-of-plane chord rotation [rad],Out-of-plane Moment [kN.m]
86,-3.83e-07,9.476519249
87,8e-07,9.30343793
88,6.98e-07,9.332850312
89,1.39e-06,9.2941147
90,3.12e-07,9.351559206
91,7.19e-08,9.406286799
92,2.63e-07,9.502056657
93,1.1e-06,9.539428508
94,1.89e-07,9.521510802
95,1.54e-06,9.488450958
96,1.53e-06,9.547096951
97,1.86e-06,9.573099147
98,2.48e-07,9.603903237
99,1.12e-06,9.574656228
100,1.01e-06,9.605201421
101,-3.51e-07,9.960617508
102,5.48e-07,9.738620315
103,5.83e-07,9.679228435
104,-5.35e-08,9.998971549
105,1.02e-06,9.787889468
106,8.75e-07,9.739874978
107,6.6e-07,9.751473449
108,1.03e-06,9.773783874
109,-2.6e-07,10.1253538
110,-2.23e-08,10.1381411
111,1.36e-06,9.868578284
112,1.42e-06,9.881664348
113,4.24e-07,9.90332483
114,4.89e-07,9.941283374
115,-1.59e-07,10.19278063
116,-9.36e-07,10.26905073
117,5.02e-07,9.993744469
118,-2.36e-07,10.28466504
119,-1.25e-06,10.29813468
120,1.02e-07,10.04634616
121,3.4e-07,10.04551021
122,2.61e-07,10.11617084
123,-2.74e-07,10.37212062
124,-2.33e-07,10.40950332
125,-1.34e-06,10.5196929
126,5.34e-07,10.16319127
127,-4.98e-08,10.52711942
128,5.56e-07,10.26201187
129,7.16e-07,10.26419656
130,-1.39e-07,10.62074284
131,1.17e-06,10.28818077
132,-5.13e-08,10.63366224
133,-4.94e-07,10.68533694
134,-1.85e-07,10.67384401
135,1.11e-06,10.35523785
136,-2.27e-07,10.75136191
137,2.98e-07,10.45690754
138,-7.78e-07,10.8036424
139,-2.64e-08,10.78959805
140,4.42e-07,10.50325489
141,1.05e-06,10.48322071
142,7.98e-07,10.57791425
143,-3.31e-07,10.93191936
144,2.37e-07,10.59265532
145,2.98e-07,10.59267375
146,1.64e-07,10.59254455
147,-5.5e-07,11.01715809
148,-3.45e-07,10.98382318
149,4.35e-07,10.6124349
150,1.7e-07,10.72063576
151,4.88e-07,10.73044531
152,-1.8e-07,11.13529691
153,5.43e-07,10.75854191
154,2.76e-07,10.74326534
155,-1.4e-07,11.18944324
156,-1.01e-07,11.23920678
157,-1.13e-06,11.22223419
158,-1.11e-06,11.18032621
159,-3.3e-07,11.20784246
160,-6.04e-08,11.27938867
161,2.4e-07,10.8748949
162,3.5e-07,10.91519136
163,-3.66e-08,11.35698737
164,7.36e-08,10.8989582
165,-8.24e-07,11.36103796
166,2.25e-07,11.02755023
167,4.66e-09,11.01227227
168,-3.74e-07,11.49716961
169,-1.34e-07,11.51829248
170,-1.05e-07,11.54225453
171,1.55e-07,11.14653474
172,8.53e-07,11.19137481
173,-8.74e-07,11.63417384
174,-2.85e-07,11.65167043
175,-9.49e-07,11.71109166
176,4.02e-07,11.38394025
177,3.06e-08,11.37460121
178,1.88e-08,11.39699059
179,-2.51e-08,11.86323108
180,-6.22e-07,11.88201227
181,-3.41e-07,11.82130376
182,-7.5e-08,11.97670344
183,-9.98e-07,11.96679503
184,5.49e-08,11.54501155
185,-2.95e-07,11.96534245
186,3.07e-07,11.57441576
187,-8.68e-07,12.05745115
188,-1.56e-06,12.08481115
189,-2.59e-07,12.09244564
190,-5.47e-07,12.05357741
191,4.21e-07,11.68195515
192,1.02e-06,11.75320338
193,-1.03e-06,12.22846444
194,-1.09e-06,12.18631684
195,-7.51e-07,12.17509126
196,-4.8e-07,12.22536954
197,8.51e-07,11.82337383
198,-3.51e-07,12.34834297
199,-8.03e-08,12.36929782
200,-7.9e-07,12.38705059
201,-4.34e-07,12.44222235
202,-3.95e-07,12.44352098
203,2.99e-07,11.93105342
204,3.85e-07,11.95822543
205,-3.39e-07,12.50148003
206,-7.67e-07,12.52863702
207,-3.84e-07,12.54136441
208,4.74e-08,12.04339503
209,-8.05e-07,12.5816889
210,3.11e-07,12.08145974
211,4.73e-07,12.15780584
212,-1.03e-07,12.63879741
213,1.63e-07,12.15023261
214,-2.4e-07,12.73419959
215,1.02e-06,12.2487061
216,1e-06,12.23744434
217,-5.48e-07,12.75762659
218,1.63e-07,12.31632205
219,4.15e-07,12.29615788
220,-3.93e-07,12.8729097
221,-1.2e-06,12.86047548
222,-1.14e-06,12.85837875
223,6.33e-07,12.37320703
224,6.8e-07,12.33342126
225,-1.55e-06,12.93186264
226,-6.46e-07,12.97585906
227,-3.03e-08,13.03052923
228,-1.31e-06,13.01121596
229,2.44e-07,12.42751085
230,-2.01e-07,13.00416485
231,1.62e-07,12.54088832
232,3.4e-07,12.53158397
233,-6.86e-07,13.15611574
234,-4.02e-08,13.13730967
235,3.61e-07,12.62561429
236,6.77e-08,12.65897344
237,-1.44e-07,13.16874954
238,-6.43e-07,13.21779463
239,-3.28e-07,13.2947937
240,7.39e-09,12.7816538
241,3.27e-07,12.84205327
242,-3.91e-07,13.40377045
243,2.88e-07,12.85225454
244,-1.84e-08,13.4667043
245,2.36e-07,12.88031283
246,5.52e-07,12.88045207
247,8e-07,12.9275041
248,1.68e-07,12.96611706
249,9.08e-07,13.03785342
250,8.74e-07,13.14127805
251,-7.84e-08,13.70238243
252,8.58e-07,13.22895337
253,-1.45e-06,13.88515276
254,3.55e-07,13.39959393
255,-2.42e-07,14.02579785
256,2.91e-08,13.53845165
257,2.02e-07,13.52369276
258,8.05e-07,13.59167783
259,-1.21e-06,14.23566119
260,4.24e-07,13.6859774
261,-2.65e-07,14.23592373
262,2.75e-07,13.66988356
263,-1.15e-07,14.28103355
264,-1.79e-06,14.38249924
265,-6.3e-07,14.36405924
266,-3.07e-07,14.40339408
267,-2.3e-07,14.37809744
268,3.52e-07,13.77220019
269,8.68e-07,13.79199341
270,3.25e-07,13.75547057
271,3.59e-07,13.73528585
272,3.71e-07,13.77680475
273,-2.04e-07,14.3607102
274,-1.17e-07,14.34980476
275,2.51e-07,13.71139246
276,3.19e-07,13.70858922
277,-7.51e-07,14.3398302
278,4.01e-07,13.68635864
279,7.83e-07,13.6890555
280,-2.39e-07,14.30794839
281,1.12e-06,13.69796807
282,6.05e-07,13.660986
283,1.25e-06,13.66304089
284,3.61e-07,13.62498924
285,-1.54e-06,14.28976878
286,3.43e-07,13.62097192
287,9.68e-08,13.55865829
288,7.15e-07,13.56934101
289,-2.35e-07,14.25946753
290,6.05e-07,13.55366625
291,3.53e-07,13.59149096
292,-1.47e-06,14.25503041
293,-1.03e-07,14.24171996
294,-1.21e-06,14.28094004
295,-7.86e-07,14.2487515
296,1.28e-06,13.44208807
297,-1.32e-06,13.967089
298,5.97e-07,13.20299907
299,-2.22e-07,13.75715099
300,-7.37e-07,13.5370945
301,9.37e-09,12.69657405
302,7.56e-08,12.48113331
303,1.23e-06,12.31535159
304,5.53e-07,12.17325848
305,-3.84e-08,12.81887822
306,1.94e-07,12.08183713
307,5.51e-07,11.95297488
308,-4.12e-07,12.56622973
309,-5.34e-07,12.42681905
310,-6.12e-07,12.30618379
311,4.17e-07,11.54911895
312,-8.87e-07,12.28682221
313,-3.05e-07,12.22347354
314,5.38e-07,11.45732278
315,1.02e-06,11.4807249
316,-1.55e-07,12.23875653
317,1.14e-06,11.43363517
318,-1.12e-07,12.1982338
319,-1.01e-06,12.28037278
320,-3.36e-07,12.31562959
321,4.31e-07,11.57974847
322,-1.19e-07,12.32204089
323,-2.3e-07,12.3371886
324,2.81e-07,11.61637366
325,-3.49e-07,12.45511357
326,-8.37e-07,12.42635458
327,-1.7e-07,12.47438219
328,6.07e-07,11.69160391
329,-7.16e-07,12.45137564
330,-1.19e-06,12.52554848
331,-9.66e-07,12.41385442
332,-6.48e-07,12.47204294
333,-1.54e-07,12.44818612
334,-2.67e-07,12.42316793
335,8.51e-07,11.69368842
336,-3.41e-07,12.4161093
337,6.76e-07,11.70823051
338,2.28e-07,11.64242002
339,-3.04e-07,12.42363941
340,7.37e-07,11.64195325
341,-2.85e-08,12.36506134
342,-5.71e-07,12.4333657
343,-4.14e-07,12.44575309
344,6.04e-07,11.62670341
345,9.37e-07,11.57299288
346,-2.63e-07,12.40117546
347,-1.51e-07,12.39944092
348,2.59e-07,11.61411139
349,3.16e-07,11.58183249
350,-1.31e-07,12.42536054
351,1.82e-09,11.60274881
352,3.19e-07,11.62878957
353,-2.95e-07,12.354183
354,1.29e-07,11.50454504
355,1.08e-06,11.47825584
356,-4.77e-07,12.40943807
357,6.17e-08,11.50009555
358,-7.03e-07,12.3444567
359,-7.86e-07,12.34622987
360,8.13e-07,11.49867801
361,1.63e-07,11.49431866
362,3.43e-07,11.516313
363,4.98e-07,11.49885832
364,-1.27e-06,12.35587047
365,-1.52e-07,12.35141849
366,-1.92e-07,12.30785477
367,8.49e-07,11.48239406
368,2.87e-07,11.47557024
369,9.57e-07,11.46745923
370,-3.49e-07,12.31751181
371,2.48e-07,11.458121
372,9.8e-07,11.45337028
373,-6.96e-07,12.33591416
374,1.32e-06,11.49908153
375,9.39e-07,11.43970084
376,-7.28e-07,12.32051214
377,-2.07e-07,12.30118438
378,5.16e-07,11.48461381
379,-1.12e-06,12.43476746
380,6.51e-07,11.44531607
381,7.53e-07,11.48258529
382,8.69e-08,11.49126362
383,5.79e-07,11.48278846
384,9.26e-07,11.43204983
385,-9.8e-08,12.31753109
386,3.92e-07,11.51048547
387,8.05e-07,11.48357625
388,-9.03e-07,12.41365856
389,-2.75e-07,12.31331007
390,1.01e-06,11.44286021
391,-1.67e-06,12.37833602
392,3.69e-07,11.4497943
393,-4.77e-07,12.34525448
394,-5.77e-08,12.40345969
395,5.97e-07,11.47399663
396,6.04e-08,11.48295181
397,9.2e-08,11.46145539
398,2.98e-07,11.44958029
399,-4.29e-08,12.38036709
400,2.58e-07,11.49981208
401,-1.31e-06,12.38071409
402,-1.44e-06,12.3810872
403,-6.36e-08,12.39698017
404,-1.76e-08,12.37108242
405,2.44e-07,11.47246859
406,-1.06e-06,12.47128636
407,-1.41e-06,12.39761924
408,2.24e-07,11.46280158
409,-7.74e-07,12.39698442
410,-1.28e-07,12.45787553
411,-1.28e-06,12.39492641
412,-5.17e-07,12.40749208
413,-2.17e-07,12.42827358
414,3.88e-07,11.56160447
415,3.29e-07,11.4978135
416,2.23e-07,11.46708625
417,-1.07e-06,12.48256151
418,-2.16e-07,12.41805844
419,4.19e-07,11.48536361
420,1.03e-06,11.53248917
421,1.73e-07,11.56694663
422,-9.22e-07,12.4792631
423,-9.15e-07,12.48426359
424,9.93e-07,11.47174297
425,-2.01e-07,12.4732186
426,1.62e-07,11.53989396
427,3.56e-07,11.54351862
428,-3.44e-07,12.53411958
429,9.06e-07,11.53169026
430,-6.39e-07,12.51273474
431,1.03e-06,11.57442164
432,-4.1e-07,12.51878651
433,8.32e-07,11.4801124
434,9.27e-07,11.50546311
435,1.11e-06,11.47985102
436,1.85e-07,11.53675874
437,-9.03e-07,12.53124474
438,-9.7e-07,12.47068533
439,-6.83e-07,12.5491488
440,4.65e-07,11.58157352
441,-1.52e-07,12.61178917
442,-9.34e-07,12.53061165
443,1.07e-06,11.5491507
444,9.36e-07,11.57628884
445,-5.43e-07,12.57534766
446,6.14e-07,11.53492748
447,1.33e-06,11.54500739
448,-1.14e-06,12.60560791
449,5.88e-08,11.52714381
450,1.3e-06,11.47851159
451,-4.34e-08,12.47801699
452,-3.95e-07,12.54563183
453,-1.41e-07,12.47551136
454,4.86e-07,11.45737461
455,-1.74e-07,12.45110215
456,-1.54e-07,12.39445367
457,1.36e-07,11.34494196
458,-1.34e-06,12.33757727
459,4.05e-07,11.26967079
460,-5.6e-07,12.35734268
461,6.86e-07,11.30877078
462,3.2e-07,11.25257055
463,-2.5e-07,12.32750065
464,3.09e-07,11.30207182
465,6.88e-07,11.31417166
466,5.1e-07,11.35552212
467,-1.39e-07,12.39322921
468,-4.45e-07,12.34409049
469,5.32e-07,11.31941084
470,1.29e-06,11.36146861
471,5.11e-07,11.36281154
472,4.87e-07,11.29577516
473,-2.45e-08,12.43538845
474,-8.38e-08,12.41378406
475,8.48e-07,11.30455404
476,2.96e-07,11.38905235
477,7.21e-07,11.36847336
478,-5.65e-07,12.41903809
479,-6.34e-07,12.48205648
480,4.9e-07,11.3392755
481,6.8e-08,11.35903493
482,1.05e-06,11.41865984
483,4.53e-07,11.38544121
484,6.87e-07,11.37287359
485,9.36e-07,11.48446827
486,1.69e-07,11.3429234
487,-4.46e-07,12.5598928
488,5.01e-07,11.3493082
489,-4.43e-07,12.53770115
490,1.03e-08,11.43094544
491,1.56e-06,11.43613095
492,-1.1e-07,12.49789214
493,2.89e-07,11.41123026
494,-7.43e-07,12.49942615
495,2.31e-07,11.43141633
496,7.06e-08,11.43355689
497,-4.22e-08,12.55096795
498,1.63e-07,11.3853949
499,1.37e-06,11.43376303
500,6.89e-07,11.47641178
501,8.76e-07,11.41530559
502,-7.98e-07,12.53816125
503,-1.57e-06,12.542715
504,-3.27e-07,12.55812485
505,1.11e-06,11.37185298
506,2.43e-07,11.37982161
507,9.55e-07,11.38018818
508,5.22e-07,11.37675064
509,-2.36e-07,12.49828944
510,-1.31e-07,12.57294054
511,-1.7e-06,12.54113924
512,8.98e-07,11.42252887
513,9.35e-07,11.46032565
514,8.2e-07,11.45115016
515,6.17e-07,11.4018139
516,-9.57e-08,12.6147069
517,3.01e-07,11.41145196
518,-3.09e-07,12.60316597
519,4.44e-07,11.48845523
520,7.95e-07,11.43037922
521,-5.93e-07,12.6142732
522,3.39e-07,11.43646337
523,1.01e-06,11.48057084
524,-8.37e-08,12.64121177
525,-5.68e-08,12.60534911
526,1.33e-07,11.40888612
527,9.09e-07,11.50621273
528,8.45e-07,11.51062171
529,4.04e-07,11.44890151
530,1.42e-06,11.43021565
531,-1.97e-07,12.56981375
532,-1.18e-07,12.58936385
533,4.43e-07,11.31984874
534,-1.19e-06,12.54221678
535,-2.8e-07,12.53877831
536,-3.14e-07,12.50574297
537,1.78e-06,11.56213824
538,9.78e-06,12.67036887
539,1.99e-05,13.41579978
540,2.9e-05,14.44457232
541,3.74e-05,15.58104025
542,4.62e-05,16.57565517
543,5.74e-05,17.75268723
544,6.82e-05,18.85345142
545,7.92e-05,19.88844434
546,8.98e-05,20.9545224
547,0.0001006,21.41376472
548,0.000111441,21.59263545
549,0.000121729,22.08320745
550,0.000131574,22.11602832
551,0.000142641,22.02500281
552,0.000153402,21.94134818
553,0.000164059,21.87684891
554,0.000175961,22.10986773
555,0.0001853,22.1489622
556,0.000194804,22.22833242
557,0.000207516,22.35117744
558,0.000215852,22.44089682
559,0.000227352,22.54546226
560,0.000237326,22.60065148
561,0.000248539,22.73545818
562,0.000258957,22.76301639
563,0.000268844,22.89496692
564,0.000280107,23.0682172
565,0.00029103,23.09398488
566,0.000300268,23.18405832
567,0.000310402,23.31222754
568,0.000321138,23.50879849
569,0.000330449,23.59408363
570,0.000341785,23.67042998
571,0.000352476,23.82409331
572,0.000362441,23.86158889
573,0.000373055,23.93207885
574,0.000383914,24.09436077
575,0.000394515,24.17416254
576,0.000404617,24.35688271
577,0.000413919,24.35517687
578,0.000425721,24.44329152
579,0.000435634,24.53161413
580,0.000446227,24.68465434
581,0.00045642,24.75967238
582,0.000467327,24.88072438
583,0.000476865,25.03721903
584,0.000488011,25.12140025
585,0.000497957,25.14965925
586,0.000508432,25.29773445
587,0.000518549,25.34955158
588,0.000528714,25.40539364
589,0.000538635,25.4873633
590,0.000548649,25.61287428
591,0.000558425,25.69689929
592,0.000570136,25.76685195
593,0.000582199,25.92802816
594,0.000591169,26.02177355
595,0.000602012,26.06461003
596,0.000611975,26.22663358
597,0.000622637,26.30339566
598,0.000633105,26.37472584
599,0.000641216,26.48540954
600,0.000654172,26.61937877
601,0.000663663,26.66362348
602,0.000674538,26.77741597
603,0.000684989,26.91799999
604,0.000695622,27.02360654
605,0.000705859,27.12122467
606,0.000716872,27.29412204
607,0.000727211,27.39169851
608,0.00073559,27.46802719
609,0.000746282,27.47989319
610,0.000756946,27.63084499
611,0.000768065,27.71277466
612,0.000778825,27.84148779
613,0.000787534,27.97574933
614,0.000798105,28.05387743
615,0.000809301,28.17489866
616,0.000818326,28.23644294
617,0.000829465,28.28032054
618,0.000839765,28.42797827
619,0.000850004,28.45695099
620,0.000861235,28.48687989
621,0.000871193,28.5956279
622,0.000880257,28.72009307
623,0.000890801,28.8826852
624,0.000901096,28.8782648
625,0.000911628,28.93580776
626,0.000921094,29.06158364
627,0.000932719,29.06586752
628,0.000942706,29.24980032
629,0.000954631,29.27017781
630,0.000964036,29.30952013
631,0.000974241,29.37296473
632,0.000984856,29.44378053
633,0.000993837,29.51525195
634,0.001004069,29.58389279
635,0.001014538,29.63209199
636,0.001025098,29.78834074
637,0.001036599,29.88623481
638,0.00104605,29.90956574
639,0.001056354,30.02672433
640,0.001066717,30.04281623
641,0.001075917,30.13019995
642,0.001085449,30.23339673
643,0.001097664,30.31732278
644,0.001108034,30.38007759
645,0.001120238,30.520906
646,0.001129419,30.53344894
647,0.001140154,30.62795855
648,0.001149769,30.66396995
649,0.001159023,30.77759358
650,0.001169567,30.8562289
651,0.001180667,30.93405314
652,0.001190571,30.98266289
653,0.001202293,31.11625536
654,0.001211112,31.17014192
655,0.001221096,31.23446728
656,0.001230751,31.35070753
657,0.001242429,31.35348902
658,0.001253308,31.42849071
659,0.001264333,31.51585209
660,0.001272821,31.59596442
661,0.001283625,31.71407644
662,0.001292565,31.77193825
663,0.001304944,31.80500054
664,0.001314169,31.94243878
665,0.001326182,31.92464293
666,0.001335275,32.06072751
667,0.001345521,32.10100167
668,0.001356835,32.19544246
669,0.001367048,32.26678388
670,0.001376993,32.36958212
671,0.001386841,32.33446625
672,0.001397721,32.49204823
673,0.001408033,32.53113403
674,0.001417702,32.59407334
675,0.001427609,32.74261894
676,0.001438009,32.7956255
677,0.001448403,32.84319258
678,0.001458264,32.97243916
679,0.001469551,32.99124986
680,0.00148059,33.07410284
681,0.001489896,33.19466092
682,0.001500687,33.27900996
683,0.001510634,33.30283975
684,0.001520137,33.39818854
685,0.001531282,33.47072346
686,0.001540987,33.55867936
687,0.001551322,33.66539049
688,0.001561707,33.7196533
689,0.001571809,33.8144035
690,0.001582739,33.88293487
691,0.001593562,34.00573311
692,0.001602452,34.11589827
693,0.001613111,34.13481554
694,0.001624528,34.19061682
695,0.001633759,34.23885163
696,0.001644813,34.34907271
697,0.001653945,34.52256582
698,0.001664286,34.54920711
699,0.001674861,34.62079482
700,0.001683852,34.67125121
701,0.00169562,34.70679209
702,0.001706228,34.86569572
703,0.001716308,34.91210025
704,0.001726684,34.96925146
705,0.001736633,35.10524674
706,0.00174682,35.13461427
707,0.001757769,35.23483584
708,0.001767951,35.28185157
709,0.001778723,35.37163959
710,0.001787157,35.51924215
711,0.001797871,35.56465631
712,0.001808665,35.65827223
713,0.001818917,35.6759814
714,0.001830767,35.78785145
715,0.001839872,35.86530245
716,0.001850485,35.86770986
717,0.001859007,36.0975991
718,0.001870316,36.1137688
719,0.001880086,36.18162853
720,0.001892033,36.2528416
721,0.00190179,36.31933405
722,0.00191089,36.35566325
723,0.001921531,36.53575897
724,0.001932166,36.53742373
725,0.001942425,36.62305126
726,0.001951942,36.70959691
727,0.001963481,36.733662
728,0.00197376,36.83826807
729,0.00198358,36.98881468
730,0.001995269,37.0473171
731,0.002003685,37.07008178
732,0.002013773,37.17123157
733,0.002024829,37.25467145
734,0.002035017,37.32914038
735,0.002044993,37.36140682
736,0.002055661,37.46360327
737,0.002066599,37.57237031
738,0.002075248,37.61145965
739,0.002086512,37.63508442
740,0.002095712,37.79173927
741,0.002107531,37.84615571
742,0.00211753,37.94080099
743,0.002126844,38.00542594
744,0.002137904,38.07076934
745,0.002147349,38.19171591
746,0.002156845,38.21835663
747,0.002169167,38.32560467
748,0.002178501,38.36463683
749,0.002189587,38.47945526
750,0.002199032,38.47202888
751,0.002209453,38.47753818
752,0.002218708,38.60842159
753,0.002230313,38.66524441
754,0.002240741,38.58750366
755,0.00225107,38.61482673
756,0.00226138,38.66340261
757,0.002271126,38.77520387
758,0.002282002,38.80103256
759,0.00229106,38.8982065
760,0.002302632,38.955225
761,0.002312198,39.03372857
762,0.00232237,39.14984836
763,0.002332978,39.15119568
764,0.002342788,39.26895564
765,0.00235327,39.3731667
766,0.002362625,39.42784097
767,0.002373484,39.45626596
768,0.002384705,39.56216118
769,0.002396153,39.58360485
770,0.002405273,39.66163437
771,0.002415301,39.78286816
772,0.002425226,39.82847773
773,0.002435886,40.00389757
774,0.002446903,39.98709354
775,0.002456926,40.12900366
776,0.002465342,40.19562596
777,0.002477975,40.24527693
778,0.002485679,40.31476711
779,0.002498644,40.33508213
780,0.002507169,40.45361013
781,0.002517393,40.48940568
782,0.002527451,40.61981096
783,0.00253965,40.71823532
784,0.002548541,40.71075765
785,0.002558439,40.86664298
786,0.002568821,40.97251809
787,0.002579789,41.0479126
788,0.002590191,41.07523514
789,0.002600246,41.12792739
790,0.002609185,41.20155305
791,0.002620895,41.2739399
792,0.002620705,41.39224961
793,0.002641153,41.07459792
794,0.002650872,41.54550671
795,0.002661642,41.81986222
796,0.002671495,41.7812157
797,0.002682652,41.82315394
798,0.002693409,41.78206469
799,0.002703185,41.83887276
800,0.00271275,41.92215522
801,0.002723521,42.08584211
802,0.002734059,42.03512131
803,0.002744701,42.1302274
804,0.002752914,42.26663898
805,0.002764721,42.25314446
806,0.002773802,42.35757331
807,0.00278495,42.44559749
808,0.002794357,42.48457992
809,0.002805065,42.61279741
810,0.00281611,42.57152027
811,0.002825905,42.64062417
812,0.002836476,42.77130857
813,0.00284709,42.79503531
814,0.002858127,42.93823289
815,0.002866315,42.98044113
816,0.002876244,43.02027075
817,0.002888124,43.21663947
818,0.002898092,43.27775317
819,0.002906494,43.26548373
820,0.002918526,43.40123368
821,0.002928982,43.39109319
822,0.002938513,43.50109115
823,0.002950036,43.53008041
824,0.002959878,43.6285685
825,0.002969563,43.66249638
826,0.002980427,43.79650582
827,0.002988834,43.80025685
828,0.003000563,43.96087697
829,0.003009779,43.94928715
830,0.003021236,44.07971172
831,0.003031408,44.10239171
832,0.00304213,44.16300845
833,0.003050881,44.17757482
834,0.003061171,44.27686942
835,0.003071886,44.31495735
836,0.003081541,44.39562879
837,0.003092502,44.44844508
838,0.003102522,44.54885652
839,0.003112114,44.60533405
840,0.003120632,44.65298992
841,0.003132397,44.77611507
842,0.003143339,44.89289788
843,0.003153677,44.88854975
844,0.00316344,44.98283714
845,0.003174975,45.06803137
846,0.003185693,45.05774809
847,0.003194763,45.24204804
848,0.003205106,45.20416953
849,0.003217979,45.31895129
850,0.003226208,45.39402673
851,0.003235519,45.46746732
852,0.00324606,45.58109901
853,0.003256428,45.53277895
854,0.003266267,45.64443723
855,0.003276746,45.7390265
856,0.003288106,45.77707688
857,0.003297891,45.83741956
858,0.003307786,45.90834555
859,0.003318984,45.99226104
860,0.003328291,46.0567536
861,0.003338878,46.11475485
862,0.003348746,46.20556501
863,0.003359226,46.27404068
864,0.003369394,46.35287595
865,0.003379976,46.36918097
866,0.003390414,46.45730737
867,0.003400072,46.57273084
868,0.003411105,46.58514482
869,0.003419711,46.71029124
870,0.003430697,46.78428372
871,0.003440112,46.86707747
872,0.003451852,46.93899006
873,0.003461505,46.88234421
874,0.003472473,47.06949073
875,0.003481863,47.11151919
876,0.003492547,47.16317552
877,0.003501888,47.17701205
878,0.003513047,47.36724968
879,0.00352328,47.45240412
880,0.003534465,47.44048344
881,0.003543465,47.56066148
882,0.003553747,47.55607814
883,0.003563744,47.65130029
884,0.003574363,47.75079263
885,0.00358459,47.74292881
886,0.003595205,47.85375595
887,0.003604734,47.93417874
888,0.003615704,47.96184035
889,0.003625838,48.09602529
890,0.003635216,48.12535705
891,0.003647008,48.23212564
892,0.003655816,48.2475794
893,0.003666305,48.34097588
894,0.003676976,48.42110948
895,0.003687012,48.38431669
896,0.003697559,48.5045006
897,0.003706996,48.5309167
898,0.003716673,48.61614247
899,0.003727978,48.65212433
900,0.003738182,48.70341848
901,0.003748063,48.84970842
902,0.003759097,48.9283726
903,0.003769814,48.97135412
904,0.003780051,49.06397813
905,0.003787937,49.10968363
906,0.003799672,49.14776515
907,0.003810588,49.23606663
908,0.003819618,49.3002738
909,0.003831561,49.43399401
910,0.003840943,49.47740451
911,0.003851411,49.5142917
912,0.003862629,49.60960912
913,0.003871221,49.64351433
914,0.003881275,49.74528797
915,0.003891667,49.80491642
916,0.003902535,49.87404338
917,0.003912495,49.94661997
918,0.00392234,49.98836154
919,0.003933657,50.03983969
920,0.003943513,50.13504821
921,0.003953892,50.15514713
922,0.003963098,50.2538168
923,0.003974635,50.29932285
924,0.003984114,50.35063226
925,0.003993634,50.3643984
926,0.004005305,50.49883518
927,0.004015299,50.57580739
928,0.004025305,50.63630859
929,0.004034795,50.63667451
930,0.004045843,50.70194614
931,0.004055764,50.90336432
932,0.00406645,50.86528715
933,0.004077112,50.9931584
934,0.00408665,51.00596628
935,0.004096072,51.0163843
936,0.004107072,51.12930568
937,0.00411617,51.1825755
938,0.004127623,51.30610829
