,Out-of-plane chord rotation [rad],Out-of-plane Moment [kN.m]
224,0.00181,30.79530322
225,0.0018,30.33042588
226,0.00179,29.85719446
227,0.00178,29.38078382
228,0.00177,28.90335001
229,0.00175,28.42145171
230,0.00174,27.93405827
231,0.00173,27.43947961
232,0.00171,26.94056831
233,0.0017,26.43651234
234,0.00169,25.92807575
235,0.00167,25.41103675
236,0.00166,24.83860018
237,0.00165,24.21461195
238,0.00163,23.5503127
239,0.00162,22.89949819
240,0.0016,22.26462512
241,0.00159,21.64614537
242,0.00157,21.04520676
243,0.00156,20.46161415
244,0.00154,19.89337315
245,0.00152,19.34302308
246,0.00151,18.80932667
247,0.00149,18.29242059
248,0.00147,17.7881092
249,0.00145,17.29755082
250,0.00143,16.82290283
251,0.00142,16.36467757
252,0.0014,15.92619156
253,0.00138,15.50302057
254,0.00136,15.09994226
255,0.00134,14.71478987
256,0.00131,14.35330022
257,0.00129,14.00733951
258,0.00127,13.67427778
259,0.00125,13.35393481
260,0.00123,13.05172294
261,0.0012,12.76973551
262,0.00118,12.5073153
263,0.00115,12.26240424
264,0.00113,12.03774334
265,0.0011,11.83022085
266,0.00107,11.69336335
267,-0.00105,11.61664259
268,-0.00108,11.597407
269,-0.0011,11.57878179
270,-0.00113,11.56124462
271,-0.00115,11.54179094
272,-0.00118,11.52268183
273,-0.0012,11.50318243
274,-0.00123,11.49011492
275,-0.00125,11.4811088
276,-0.00127,11.47574273
277,-0.0013,11.47391682
278,-0.00132,11.47520107
279,-0.00134,11.48648047
280,-0.00136,11.49881057
281,-0.00138,11.51868473
282,-0.0014,11.53764691
283,-0.00142,11.56328947
284,-0.00144,11.58775862
285,-0.00146,11.61820739
286,-0.00147,11.64741481
287,-0.00149,11.67992956
288,-0.00151,11.71270205
289,-0.00153,11.75441241
290,-0.00154,11.80396025
291,-0.00156,11.86196019
292,-0.00157,11.92267678
293,-0.00159,11.9887179
294,-0.00161,12.05655946
295,-0.00162,12.13162578
296,-0.00163,12.20774574
297,-0.00165,12.28915727
298,-0.00166,12.36807
299,-0.00168,12.45000054
300,-0.00169,12.53363008
301,-0.0017,12.62390236
302,-0.00172,12.71390708
303,-0.00173,12.80229325
304,-0.00174,12.88471389
305,-0.00176,12.96375394
306,-0.00177,13.04281273
307,-0.00178,13.12108615
308,-0.00179,13.19836555
309,-0.0018,13.27134965
310,-0.00181,13.34649268
311,-0.00182,13.41998687
312,-0.00184,13.49415926
313,-0.00185,13.56571103
314,-0.00186,13.64067542
315,-0.00187,13.71552231
316,-0.00188,13.7917823
317,-0.00189,13.86621851
318,-0.0019,13.94221716
319,-0.00191,14.01511325
320,-0.00192,14.08479352
321,-0.00193,14.14986016
322,-0.00194,14.2147064
323,-0.00194,14.27994187
324,-0.00195,14.34548775
325,-0.00196,14.41021659
326,-0.00197,14.47555183
327,-0.00198,14.54478555
328,-0.00199,14.61717969
329,-0.002,14.69232997
330,-0.002,14.76651136
331,-0.00201,14.84033306
332,-0.00202,14.91454475
333,-0.00203,14.99070343
334,-0.00203,15.07042554
335,-0.00204,15.15187286
336,-0.00205,15.23135088
337,-0.00205,15.30896326
338,-0.00206,15.38830172
339,-0.00207,15.47349807
340,-0.00207,15.56248709
341,-0.00208,15.65190264
342,-0.00209,15.74178937
343,-0.00209,15.83397227
344,-0.0021,15.927706
345,-0.0021,16.02233228
346,-0.00211,16.11454376
347,-0.00212,16.20763574
348,-0.00212,16.30215432
349,-0.00213,16.40062483
350,-0.00213,16.50319072
351,-0.00214,16.60886424
352,-0.00214,16.7162411
353,-0.00215,16.82391735
354,-0.00215,16.93255735
355,-0.00216,17.04272973
356,-0.00216,17.15466206
357,-0.00217,17.26736343
358,-0.00217,17.38286837
359,-0.00218,17.49824987
360,-0.00218,17.61605915
361,-0.00218,17.73568224
362,-0.00219,17.86166771
363,-0.00219,17.99048174
364,-0.00219,18.12318852
365,-0.0022,18.26214104
366,-0.0022,18.40874738
367,-0.00221,18.56249825
368,-0.00221,18.72027878
369,-0.00221,18.88250619
370,-0.00221,19.04496367
371,-0.00222,19.20823544
372,-0.00222,19.37207035
373,-0.00222,19.53855363
374,-0.00222,19.70568767
375,-0.00223,19.87293557
376,-0.00223,20.0449593
377,-0.00223,20.2236232
378,-0.00223,20.40721929
379,-0.00224,20.59282823
380,-0.00224,20.77865995
381,-0.00224,20.966542
382,-0.00224,21.15641317
383,-0.00224,21.34878183
384,-0.00224,21.54817115
385,-0.00225,21.7572995
386,-0.00225,21.97565048
387,-0.00225,22.19856207
388,-0.00225,22.42463967
389,-0.00225,22.65568462
390,-0.00225,22.88943176
391,-0.00225,23.1232632
392,-0.00225,23.35626702
393,-0.00225,23.59443538
394,-0.00225,23.83524373
395,-0.00225,24.07594508
396,-0.00225,24.31696108
397,-0.00225,24.56033083
398,-0.00225,24.80383593
399,-0.00225,25.04651129
400,-0.00225,25.2910187
401,-0.00225,25.54210081
402,-0.00225,25.79789746
403,-0.00225,26.05927215
404,-0.00225,26.32921723
405,-0.00225,26.60830971
406,-0.00225,26.89246558
407,-0.00225,27.1775249
408,-0.00224,27.4657533
409,-0.00224,27.75738081
410,-0.00224,28.05303554
411,-0.00224,28.34992758
412,-0.00224,28.65074831
413,-0.00224,28.95598875
414,-0.00224,29.26369263
415,-0.00223,29.56901592
416,-0.00223,29.87143525
417,-0.00223,30.17231641
418,-0.00223,30.47285471
419,-0.00223,30.7756413
420,-0.00222,31.07888796
421,-0.00222,31.38526216
422,-0.00222,31.68963485
423,-0.00222,31.99280703
424,-0.00221,32.29327317
425,-0.00221,32.59339413
426,-0.00221,32.89305924
427,-0.00221,33.19362593
428,-0.0022,33.49572145
429,-0.0022,33.79657733
430,-0.00219,34.09528275
431,-0.00219,34.39307225
432,-0.00219,34.69167233
433,-0.00218,34.98902318
434,-0.00218,35.28156604
435,-0.00218,35.56895493
436,-0.00217,35.85650565
437,-0.00217,36.14584736
438,-0.00216,36.43525007
439,-0.00216,36.72015433
440,-0.00215,37.00153162
441,-0.00215,37.28424139
442,-0.00214,37.56703891
443,-0.00214,37.8494777
444,-0.00213,38.12888235
445,-0.00213,38.4089698
446,-0.00212,38.6903415
447,-0.00212,38.97435087
448,-0.00211,39.2612131
449,-0.00211,39.54815053
450,-0.0021,39.83758685
451,-0.00209,40.12691355
452,-0.00209,40.4203441
453,-0.00208,40.71562721
454,-0.00208,41.01426861
455,-0.00207,41.31268094
456,-0.00206,41.61138813
457,-0.00206,41.90965556
458,-0.00205,42.20954783
459,-0.00204,42.51006476
460,-0.00203,42.81292272
461,-0.00203,43.11695032
462,-0.00202,43.42441327
463,-0.00201,43.73446279
464,-0.002,44.0475166
465,-0.002,44.36403159
466,-0.00199,44.68197059
467,-0.00198,45.00424975
468,-0.00197,45.32837248
469,-0.00196,45.65899723
470,-0.00195,45.99187521
471,-0.00195,46.3268231
472,-0.00194,46.66345102
473,-0.00193,47.0024247
474,-0.00192,47.34469915
475,-0.00191,47.68773881
476,-0.0019,48.03436556
477,-0.00189,48.38357908
478,-0.00188,48.7357886
479,-0.00187,49.09184925
480,-0.00186,49.45327416
481,-0.00185,49.81994905
482,-0.00184,50.19012937
483,-0.00182,50.56587418
484,-0.00181,50.94884951
485,-0.0018,51.3392451
486,-0.00179,51.73575987
487,-0.00178,52.13763658
488,-0.00177,52.54607285
489,-0.00176,52.96031762
490,-0.00174,53.38255468
491,-0.00173,53.8108848
492,-0.00172,54.24802748
493,-0.00171,54.69169504
494,-0.00169,55.14154176
495,-0.00168,55.5978342
496,-0.00166,56.06438061
497,-0.00165,56.47515947
498,-0.00163,56.82577057
499,-0.00162,57.10651121
500,-0.00161,57.38906676
501,-0.00159,57.67410405
502,-0.00158,57.96285451
503,-0.00156,58.24536343
504,-0.00154,58.52045554
505,-0.00153,58.79342483
506,-0.00151,59.06447432
507,-0.00149,59.33120333
508,-0.00147,59.59402852
509,-0.00146,59.85388523
510,-0.00144,60.11348687
511,-0.00142,60.36465255
512,-0.0014,60.61009174
513,-0.00138,60.84599565
514,-0.00136,61.07748098
515,-0.00134,61.30136251
516,-0.00132,61.51858948
517,-0.0013,61.73088073
518,-0.00128,61.9344743
519,-0.00125,62.13086599
520,-0.00123,62.31603058
521,-0.00121,62.49639359
522,-0.00118,62.66762589
523,-0.00116,62.82756654
524,-0.00113,62.97641703
525,-0.00111,63.11642591
526,-0.00108,63.24686628
527,-0.00105,63.42582654
528,0.00107,63.66209811
529,0.00109,63.96644562
530,0.00112,64.27335079
531,0.00114,64.5734182
532,0.00117,64.8614306
533,0.00119,65.15183516
534,0.00122,65.446453
535,0.00124,65.74229748
536,0.00127,66.0312831
537,0.0013,66.32160923
538,0.00132,66.60841587
539,0.00135,66.89164699
540,0.00137,67.16514796
541,0.0014,67.44256641
542,0.00142,67.72108989
543,0.00145,67.99741516
544,0.00147,68.26975617
545,0.0015,68.54116943
546,0.00153,68.81417127
547,0.00155,69.07953958
548,0.00158,69.34565215
549,0.0016,69.6152471
550,0.00163,69.8908886
551,0.00165,70.16419918
552,0.00168,70.43389452
553,0.00171,70.70636589
554,0.00173,70.98048571
555,0.00176,71.25201831
556,0.00178,71.51999281
557,0.00181,71.79087838
558,0.00183,72.06616479
559,0.00186,72.34165747
560,0.00188,72.61499688
561,0.00191,72.89282029
562,0.00194,73.17882235
563,0.00196,73.4660702
564,0.00199,73.75500289
565,0.00201,74.04303071
566,0.00204,74.33701645
567,0.00206,74.62987153
568,0.00209,74.92768127
569,0.00211,75.22966187
570,0.00214,75.53658674
571,0.00216,75.84319937
572,0.00219,76.14641305
573,0.00222,76.45685707
574,0.00224,76.76956234
575,0.00227,77.08937984
576,0.00229,77.40568392
577,0.00232,77.72905516
578,0.00234,78.05198382
579,0.00237,78.37465487
580,0.0024,78.69382392
581,0.00242,79.01461822
582,0.00245,79.34118447
583,0.00247,79.66812814
584,0.0025,79.99479208
585,0.00252,80.32130682
586,0.00255,80.64966768
587,0.00257,80.9771241
588,0.0026,81.30304843
589,0.00263,81.62891996
590,0.00265,81.95586146
591,0.00268,82.2809697
592,0.0027,82.6047899
593,0.00273,82.92864365
594,0.00275,83.25029536
595,0.00278,83.57367627
596,0.0028,83.89285689
597,0.00283,84.21398243
598,0.00286,84.52608815
599,0.00288,84.83451279
600,0.00291,85.13923842
601,0.00293,85.44214081
602,0.00296,85.74535873
603,0.00299,86.03841918
604,0.00301,86.32571157
605,0.00304,86.59986082
606,0.00306,86.8716946
607,0.00309,87.13791833
608,0.00311,87.39898473
609,0.00314,87.65244633
610,0.00317,87.89693074
611,0.00319,88.13354874
612,0.00322,88.35792628
613,0.00324,88.57164219
614,0.00327,88.77555264
615,0.00329,88.97195826
616,0.00332,89.15564679
617,0.00334,89.33277188
618,0.00337,89.49662699
619,0.0034,89.65255831
620,0.00342,89.79484828
621,0.00345,89.92916006
622,0.00347,90.05141038
623,0.0035,90.16185444
624,0.00352,90.26224587
625,0.00355,90.35100183
626,0.00358,90.43355175
627,0.0036,90.5035271
628,0.00363,90.57156415
629,0.00365,90.62886531
630,0.00367,90.67929685
631,0.0037,90.72007062
632,0.00372,90.75006704
633,0.00375,90.77148064
634,0.00377,90.78353527
635,0.0038,90.79722772
636,0.00382,90.80582715
637,0.00384,90.80829001
638,0.00386,90.8056523
639,0.00389,90.80094608
640,0.00391,90.79541124
641,0.00393,90.78215683
642,0.00395,90.7644985
643,0.00397,90.74603495
644,0.00399,90.72696211
645,0.00401,90.70730926
646,0.00403,90.68721744
647,0.00405,90.65954202
648,0.00407,90.62894518
649,0.00409,90.59020909
650,0.0041,90.55252697
651,0.00412,90.510207
652,0.00414,90.46691639
653,0.00416,90.42064093
654,0.00417,90.37158453
655,0.00419,90.32088498
656,0.0042,90.26243906
657,0.00422,90.20018319
658,0.00423,90.13023164
659,0.00425,90.058859
660,0.00426,89.98158049
661,0.00428,89.89970492
662,0.00429,89.81921377
663,0.00431,89.7375023
664,0.00432,89.65211252
665,0.00433,89.55563446
666,0.00435,89.45296559
667,0.00436,89.34530143
668,0.00437,89.23219355
669,0.00438,89.10999
670,0.0044,88.97950714
671,0.00441,88.84652118
672,0.00442,88.7093378
673,0.00443,88.56832659
674,0.00444,88.42062272
675,0.00445,88.26694476
676,0.00446,88.10743278
677,0.00447,87.94395216
678,0.00448,87.77708353
679,0.00449,87.60590054
680,0.0045,87.42355606
681,0.00451,87.23295335
682,0.00452,87.03448761
683,0.00453,86.83117439
684,0.00454,86.62091398
685,0.00455,86.40276957
686,0.00456,86.18535916
687,0.00456,85.96731723
688,0.00457,85.74592503
689,0.00458,85.51505404
690,0.00459,85.27364709
691,0.00459,85.0220812
692,0.0046,84.75673096
693,0.00461,84.48430818
694,0.00461,84.20544336
695,0.00462,83.92240322
696,0.00462,83.63427288
697,0.00463,83.34335292
698,0.00463,83.0475404
699,0.00464,82.74754898
700,0.00464,82.44328364
701,0.00465,82.13529219
702,0.00465,81.820743
703,0.00466,81.49666715
704,0.00466,81.1655294
705,0.00466,80.82510849
706,0.00467,80.4752394
707,0.00467,80.11749739
708,0.00468,79.75294368
709,0.00468,79.38151085
710,0.00468,79.00242496
711,0.00468,78.61425006
712,0.00468,78.22163145
713,0.00469,77.82159521
714,0.00469,77.41456325
715,0.00469,76.99697844
716,0.00469,76.56829035
717,0.00469,76.1310581
718,0.00469,75.6871434
719,0.00469,75.23939933
720,0.00469,74.7899983
721,0.00469,74.34148071
722,0.00469,73.89336705
723,0.00469,73.44398663
724,0.00469,72.99063705
725,0.00469,72.53322377
726,0.00469,72.0714264
727,0.00469,71.60298946
728,0.00469,71.13066731
729,0.00468,70.65523703
730,0.00468,70.18048622
731,0.00468,69.70383073
732,0.00468,69.22560753
733,0.00468,68.7454775
734,0.00468,68.26596844
735,0.00467,67.7924787
736,0.00467,67.32780018
737,0.00467,66.86847769
738,0.00466,66.4091587
739,0.00466,65.95142194
740,0.00465,65.50021012
741,0.00465,65.05962014
742,0.00465,64.62253004
743,0.00464,64.1906198
744,0.00464,63.76342851
745,0.00463,63.34614616
746,0.00463,62.93477701
747,0.00462,62.52629642
748,0.00462,62.12169184
749,0.00461,61.72185203
750,0.0046,61.3284823
751,0.0046,60.9381593
752,0.00459,60.55141207
753,0.00458,60.16818953
754,0.00458,59.78987976
755,0.00457,59.41469073
756,0.00456,59.04590458
757,0.00455,58.68352081
758,0.00454,58.32448045
759,0.00453,57.96684557
760,0.00453,57.60932861
761,0.00452,57.25381104
762,0.00451,56.89877488
763,0.0045,56.54627037
764,0.00449,56.19693385
765,0.00448,55.84765195
766,0.00447,55.49458335
767,0.00446,55.14043025
768,0.00445,54.78955525
769,0.00444,54.44240477
770,0.00443,54.09681235
771,0.00441,53.74955896
772,0.0044,53.40377607
773,0.00439,53.05747023
774,0.00438,52.70712296
775,0.00437,52.35132832
776,0.00435,51.99022556
777,0.00434,51.62698188
778,0.00433,51.25807548
779,0.00431,50.88310823
780,0.0043,50.50479069
781,0.00429,50.12384316
782,0.00427,49.74013247
783,0.00426,49.3497895
784,0.00424,48.95660607
785,0.00423,48.56282964
786,0.00421,48.16551602
787,0.0042,47.76122067
788,0.00418,47.34949729
789,0.00416,46.93553102
790,0.00415,46.51938126
791,0.00413,46.0989442
792,0.00411,45.67513092
793,0.00409,45.24582866
794,0.00408,44.81214143
795,0.00406,44.37234099
796,0.00404,43.92946312
797,0.00402,43.48412046
798,0.004,43.03401611
799,0.00398,42.58276786
800,0.00396,42.12530266
801,0.00394,41.66618988
802,0.00392,41.20355618
803,0.0039,40.74021335
804,0.00388,40.28002883
805,0.00385,39.82011344
806,0.00383,39.3630875
807,0.00381,38.90322228
808,0.00378,38.44753131
809,0.00376,37.99507146
810,0.00374,37.54368769
811,0.00371,37.09159051
812,0.00369,36.64246282
813,0.00366,36.19635457
814,0.00364,35.74916426
815,0.00361,35.30231737
816,0.00359,34.8548426
817,0.00356,34.41468659
818,0.00354,33.97823256
819,0.00351,33.54681755
820,0.00349,33.1153681
821,0.00346,32.68577176
822,0.00344,32.2577062
823,0.00341,31.83621354
824,0.00338,31.41753563
825,0.00336,31.00640971
826,0.00333,30.59704365
827,0.00331,30.19306103
828,0.00328,29.79085903
829,0.00326,29.39112504
830,0.00323,28.99123403
831,0.0032,28.59009276
832,0.00318,28.18590188
833,0.00315,27.78496174
834,0.00313,27.38573498
835,0.0031,26.99175584
836,0.00308,26.59532722
837,0.00305,26.20481237
838,0.00303,25.81468621
839,0.003,25.43111783
840,0.00297,25.04523748
841,0.00295,24.66092588
842,0.00292,24.27203581
843,-0.00259788,-16.59242697
844,-0.00262415,-16.89082731
845,-0.002650427,-17.18516302
846,-0.002676289,-17.47886854
847,-0.002700562,-17.7737474
848,-0.002726487,-18.07000205
849,-0.002751763,-18.36715887
850,-0.002777524,-18.6589002
851,-0.002802966,-18.95192439
852,-0.002827978,-19.2400842
853,-0.002855065,-19.52662232
854,-0.002880188,-19.802414
855,-0.003442344,-23.67462814
856,-0.003469173,-23.73165655
857,-0.003492445,-23.77394535
858,-0.003518625,-23.80785682
859,-0.003545359,-23.83163479
860,-0.003570353,-23.84668731
861,-0.003595191,-23.8523825
862,-0.003622244,-23.84902844
863,-0.003646478,-23.84046306
864,-0.00367326,-23.82510828
865,-0.003698568,-23.80438964
866,-0.003723151,-23.78011802
867,-0.003746997,-23.7504902
868,-0.003770431,-23.7163828
869,-0.003793692,-23.67272696
870,-0.003818322,-23.62139179
871,-0.003840189,-23.5644526
872,-0.003861934,-23.50591149
873,-0.003884351,-23.44705771
874,-0.00390604,-23.38660501
875,-0.003928579,-23.32215118
876,-0.003947966,-23.25634493
877,-0.003966477,-23.18514878
878,-0.003987121,-23.11219195
879,-0.004007029,-23.0356811
880,-0.004027084,-22.95785102
881,-0.004044073,-22.875158
882,-0.004063196,-22.78712995
883,-0.00408105,-22.69451021
884,-0.004100114,-22.60028758
885,-0.004117905,-22.50408039
886,-0.004135252,-22.40572297
887,-0.004151063,-22.30400267
888,-0.00416887,-22.19902635
889,-0.004184774,-22.09149383
890,-0.004201917,-21.9806899
891,-0.004217507,-21.86868496
892,-0.004232981,-21.75637143
893,-0.004246671,-21.64345805
894,-0.004262942,-21.52533471
895,-0.004276848,-21.4025791
896,-0.004291612,-21.27525063
897,-0.004305186,-21.14385293
898,-0.00432002,-21.00782824
899,-0.004333833,-20.86923717
900,-0.004346542,-20.72864529
901,-0.004359816,-20.58459925
902,-0.004372159,-20.4361657
903,-0.004383518,-20.2828394
904,-0.004397001,-20.123906
905,-0.00440922,-19.95603845
906,-0.004420427,-19.78228528
907,-0.004430889,-19.60790135
908,-0.004441288,-19.4346048
909,-0.004452133,-19.26058783
910,-0.004462151,-19.08385316
911,-0.0044716,-18.90518678
912,-0.004482111,-18.72594722
913,-0.004491713,-18.54456934
914,-0.004501748,-18.35935638
915,-0.004511175,-18.16962096
916,-0.004519051,-17.97672369
917,-0.004528301,-17.78126381
918,-0.004537353,-17.58021058
919,-0.004545482,-17.37280661
920,-0.004553747,-17.15953999
921,-0.004561885,-16.94113075
922,-0.004569188,-16.71636224
923,-0.004577808,-16.48467647
924,-0.00458491,-16.24846902
925,-0.004593516,-16.0056993
926,-0.004597906,-15.75199816
927,-0.004604442,-15.49097688
928,-0.004609811,-15.22368185
929,-0.004615373,-14.95459787
930,-0.004621321,-14.67934599
931,-0.004626967,-14.40173044
932,-0.004631894,-14.1216837
933,-0.004636941,-13.83947954
934,-0.004641984,-13.55140768
935,-0.004646738,-13.25642532
936,-0.004651285,-12.95428687
937,-0.004654048,-12.6439886
938,-0.004659475,-12.32635998
939,-0.004663134,-12.00069041
940,-0.004666008,-11.66773501
941,-0.004669494,-11.32762528
942,-0.004673112,-10.9789822
943,-0.004676367,-10.62209406
944,-0.004677903,-10.25374992
945,-0.00468009,-9.874472098
946,-0.004681679,-9.482891039
947,-0.004682913,-9.081708969
948,-0.004685345,-8.673509502
949,-0.004687847,-8.261844764
950,-0.004689454,-7.845083917
951,-0.004690842,-7.42049929
952,-0.004690594,-6.99007028
953,-0.004692002,-6.554801467
954,-0.004692361,-6.114904178
955,-0.004692659,-5.667833307
956,-0.004692088,-5.220333826
957,-0.004691411,-4.773941286
958,-0.004689624,-4.327272455
959,-0.00468835,-3.873713671
960,-0.004686296,-3.413062988
961,-0.004687225,-2.947980535
962,-0.004685421,-2.477704784
963,-0.004684295,-2.000488229
964,-0.004684424,-1.517553574
965,-0.004681962,-1.032857594
966,-0.004677536,-0.548659836
967,-0.004676453,-0.066434665
968,-0.004674536,0.417416109
969,-0.00467212,0.89881178
970,-0.004669024,1.378438665
971,-0.004665331,1.85457373
972,-0.004662605,2.328044165
973,-0.00465972,2.802147582
974,-0.004655841,3.271484316
975,-0.004651479,3.734697345
976,-0.004645179,4.190318937
977,-0.004641023,4.643496552
978,-0.004636798,5.097159508
979,-0.004631047,5.551718347
980,-0.004626877,6.003916565
981,-0.004619599,6.455033909
982,-0.004615125,6.907439824
983,-0.004610647,7.359946195
984,-0.004603452,7.810154861
985,-0.00459696,8.254744459
986,-0.004589974,8.695003004
987,-0.004582555,9.132049598
988,-0.004575601,9.564656112
989,-0.004567964,9.9947229
990,-0.004561235,10.42147763
991,-0.004553171,10.84490545
992,-0.004545423,11.26327471
993,-0.00453755,11.67399861
994,-0.004529062,12.0787437
995,-0.004518148,12.47460382
996,-0.004509289,12.86561136
997,-0.004499262,13.25283335
998,-0.004489978,13.63933554
999,-0.004480256,14.02810074
1000,-0.004469957,14.41564779
1001,-0.004460534,14.7997666
1002,-0.004451289,15.17901894
1003,-0.004439412,15.55446773
1004,-0.004428893,15.92984179
1005,-0.00441583,16.304679
1006,-0.004404821,16.67815588
