,Rotation,Top moment [kN.m]
0,-4.26774040325046e-07,0.013854338575664
1,4.87153027652351e-08,0.190055261298766
2,2.34162655628081e-08,0.221579826095352
3,-1.89058085951706e-07,0.158324762625855
4,4.257507743917371e-09,0.295025790338292
5,-1.0473166967444e-07,0.267280980987547
6,-5.1069910112444e-08,0.331132945724605
7,1.08326345311314e-06,0.320044516995102
8,1.09372233904542e-06,0.309688983907557
9,-6.3528792077057e-07,0.226890796683669
10,-1.03421967362785e-06,0.187848117317946
11,-4.30030029422215e-07,0.297767199032039
12,-3.40332059570885e-07,0.259524042151472
13,-6.72286522903385e-07,0.307701072952762
14,1.44008974684397e-07,0.405955695993675
15,7.88907271616967e-08,0.37102348670462
16,6.41982474292952e-07,0.341389248262778
17,6.06365805931593e-07,0.375787521498054
18,6.90872456244258e-08,0.342485842862338
19,-1.18768750754902e-06,0.269851811815327
20,-6.80563040843611e-08,0.255871364132176
21,-1.41518807444108e-07,0.282507421120366
22,1.49273172587559e-06,0.402807365020875
23,3.29208564099408e-07,0.345890179180454
24,1.45755665696186e-06,0.443118267584353
25,4.91673021071806e-08,0.528145605515972
26,2.78559515297076e-07,0.461534026779616
27,-1.55753378516774e-07,0.342362421576298
28,1.65413591346789e-07,0.472538118440829
29,2.63156675155259e-07,0.423666830829403
30,7.65195463896386e-07,0.506610499711177
31,-9.44181476345378e-07,0.31452456001921
32,-1.97401006629395e-07,0.394306257534935
33,3.07823314750053e-07,0.422147935143144
34,-5.69189149035213e-07,-0.0187664199162801
35,-5.91725773884392e-07,-0.0900359850543034
36,6.09155217330081e-07,0.050710364127545
37,-6.91788018286363e-08,-0.108235675077893
38,8.72803926214213e-08,0.0942756112234581
39,-5.84196237765903e-07,-0.0456832737723445
40,-2.19741620692004e-07,-0.0138887324251102
41,-5.93776989123897e-07,0.0418536806966912
42,2.47512235108906e-07,0.293254117951908
43,7.66034000184791e-07,0.250947198183836
44,2.11163691404838e-07,0.265571698124117
45,1.20498164438077e-07,0.248411792334769
46,-5.64667969313222e-07,0.146838666347076
47,6.74697829687024e-07,0.292362860486262
48,3.77672348889125e-07,0.192308443197975
49,-7.34071440561871e-07,0.190985713592968
50,1.02401443549833e-06,0.368402971253383
51,-1.61135486010221e-06,0.20759408401153
52,4.71933829480152e-09,0.401517649600415
53,2.46995996342507e-08,0.366917502911113
54,-1.60733215233803e-07,0.217521861743687
55,7.00875878883123e-07,0.385874914040212
56,3.13494040346129e-07,0.514205323173446
57,7.06689018706103e-07,0.51974288170068
58,-2.77059533793752e-07,0.456943116629246
59,2.89525298278486e-08,0.519934755643265
60,-1.15078156363053e-06,0.398351187073979
61,1.65435254867782e-07,0.551884000604604
62,-1.99849884623741e-07,0.400046387313175
63,-1.54932825526745e-07,0.537870096829431
64,-1.27562707282093e-06,0.463833001152379
65,6.9650691923508e-07,0.699491651967267
66,4.69955240497031e-07,0.659385321594584
67,-6.41318458047176e-07,0.632824804656206
68,-7.8030594244294e-08,0.549257871890987
69,-6.56676043893294e-07,0.609552334369872
70,3.96209569547786e-07,0.74544317504299
71,5.50771688998598e-07,0.82722786573447
72,-7.97619945724608e-07,0.632485577635816
73,-5.9428530616644e-07,0.711853526978183
74,1.93995275525059e-07,0.863404738990139
75,-1.06581985783186e-07,0.753169583884925
76,5.04446305602036e-07,0.9411692086605
77,7.37392809816141e-08,0.898072830629109
78,-3.9816670696562e-07,0.869734134406018
79,-8.26872717406238e-07,0.794985602320425
80,3.80816484859966e-07,0.958109583243253
81,-5.49089841296039e-07,0.344565481457062
82,-1.25937444803948e-08,0.420489970405836
83,-5.55711287343138e-07,0.314348583356679
84,-8.3178293088447e-07,0.260221228697547
85,-6.4599754337498e-07,0.201139226591943
86,5.96520644681424e-07,0.375172539736144
87,-3.46455033669365e-08,0.370857711471725
88,-7.22360804631657e-07,0.376220912486633
89,-1.64693737491807e-07,0.40539233729742
90,-5.08792011129006e-07,0.493383321730273
91,1.13156111829725e-06,0.686682573151136
92,-7.62548186229299e-08,0.591661560111789
93,9.02412350348915e-08,0.640500987114673
94,-4.9382045337322e-08,0.605198308688871
95,1.41053688284239e-06,0.833894314681969
96,-7.37191234768135e-07,0.746997837242161
97,3.54038375034479e-07,0.828395483449679
98,-4.14812053021871e-07,0.71201871174382
99,-4.47745604734922e-08,0.80227912087851
100,-1.02633279337835e-07,0.79994016753404
101,2.86091284529828e-07,0.919750842112781
102,3.9397895096799e-07,0.936516618390058
103,1.22360185948102e-06,0.959541379134676
104,4.89664979385246e-07,1.04724564592808
105,-4.78306635018031e-07,0.97398427506144
106,1.26052479063396e-06,1.11389537635177
107,6.18765072907352e-08,1.08910932513529
108,3.72726971957277e-07,1.11165638610382
109,3.40947818285321e-07,1.14135547583073
110,-1.47229480048449e-08,1.069281847996
111,1.65431687840863e-07,1.10717204501981
112,-1.85035160434026e-07,1.03465819036567
113,1.95510737865833e-07,0.254199715903696
114,-9.4185655881198e-07,-1.37462479607017
115,7.04784360897743e-07,-2.32281014082482
116,-4.26958968357521e-07,-2.76339216932865
117,1.18699468515076e-07,-2.40927325497887
118,-3.01764453578123e-07,-2.13716721741881
119,9.74974345967964e-08,-1.81944490784679
120,2.00549491649393e-07,-1.93931949358558
121,1.69364179130727e-07,-2.12267974755483
122,4.40196625630761e-07,-2.10100584109742
123,4.20427750862382e-07,-2.01720386015268
124,5.29613357464932e-07,-1.85094803851387
125,2.84935098217302e-07,-1.86775059274247
126,1.00411822188902e-07,-1.86126370425664
127,5.01758548236413e-07,-1.913247864742
128,2.36973654193903e-07,-1.83520281383822
129,-7.13621197450604e-07,-1.89100863189703
130,3.21854733491008e-07,-1.79085639682849
131,3.78185542665501e-07,-1.76594249063159
132,-4.31459584674676e-07,-1.8437729795822
133,1.63162058503871e-06,-1.67115081415467
134,-1.48499198943248e-07,-1.65018067983989
135,-9.01206113651794e-08,-1.70674478200825
136,1.43911857635128e-07,-1.47005599562124
137,-1.46163823246714e-06,-1.57937118620895
138,7.34991800715843e-08,-1.46969628507502
139,3.28865715677395e-07,-1.45992936293977
140,7.20340710468277e-07,-1.43051804488704
141,-2.76847083759614e-08,-1.49753883541638
142,-3.46847999808672e-07,-1.43841092205205
143,1.79001180540649e-07,-1.25988454603105
144,-3.15699384232808e-07,-1.30546743261622
145,4.45944455449162e-07,-1.25798697724944
146,-1.90252146269635e-07,-1.29704078463795
147,8.45440959178847e-07,-1.17785535872717
148,-5.8722981565239e-07,-1.24913564438856
149,9.60550990306296e-08,-1.12345510695804
150,-1.92910680589835e-07,-1.14441033459357
151,-2.61196241785743e-07,-1.18251927370671
152,2.58449296988667e-07,-0.975443640234719
153,1.99054430037127e-07,-0.814696437233285
154,-6.87465373451247e-07,-0.935076011518845
155,6.85729310571481e-08,-0.832261488207218
156,-1.6315448284319e-07,-0.903140286703603
157,1.4197498514948e-06,-0.704332222947542
158,3.34172995324985e-07,-0.673095723627337
159,2.96527719466499e-08,-0.666459426280461
160,2.36833485175732e-07,-0.630696544638384
161,-7.33515233589803e-07,-0.614786656060601
162,3.22665564909804e-07,-0.505402543482507
163,-6.18261643564218e-07,-0.596170206664565
164,9.01088245379111e-07,-0.445667922064509
165,-6.18139936653892e-07,-0.46995595416853
166,5.43859083436497e-07,-0.377109781169188
167,-5.53737410298264e-07,-0.407928170350674
168,-1.50030856840042e-06,-0.385742518256727
169,-3.71797429654581e-07,-0.328738275216349
170,-3.25243273840438e-07,-0.32957359364631
171,-7.34508154997117e-07,-0.268251078434197
172,7.36149102714561e-07,-0.0749754800105635
173,4.48682754353823e-08,-0.0419360984160796
174,3.95836046699407e-07,0.0349312434145517
175,-9.86207014416774e-08,-0.0466336642783018
176,1.63639618458742e-07,0.0678585947856772
177,-3.49471033018796e-07,-0.0217851366080228
178,-6.28754947533839e-07,0.0980690393742142
179,-8.73872320702514e-07,0.164873628680607
180,6.39820126701155e-07,0.213738530254013
181,5.19142205133513e-07,0.245402373366894
182,-3.45422135962732e-07,0.241919021342126
183,-9.52598685336542e-07,0.307737274709859
184,6.93535391530278e-07,0.365212143977483
185,-2.93298492300101e-07,0.291272358483795
186,-4.28171761512004e-07,0.388155485784907
187,2.31657836776714e-07,0.510321203569218
188,9.43405023370471e-08,0.465886453021826
189,3.35990544176931e-07,0.583974904531313
190,4.64603805730293e-07,0.544589080257314
191,-5.93283615427947e-07,0.535733019939996
192,-1.06553455627116e-07,0.613261931545975
193,1.39702896431305e-07,0.664854868638487
194,1.16176259052927e-07,0.716274464323911
195,2.05264247797704e-07,0.730784607910597
196,6.30546430378629e-07,0.719188008974393
197,-4.0016385873826806e-09,0.693327888264211
198,1.22682904953734e-06,0.903695801201448
199,-2.48637621360051e-07,0.73833711849922
200,5.26739824790709e-07,0.892463759916641
201,-2.91797431551933e-08,0.797438771164072
202,2.7462386071731e-07,0.903843736561697
203,2.57477765578895e-07,1.04378567338831
204,6.26306718147015e-07,0.952276307498369
205,-1.70874179699498e-07,1.03262845770587
206,5.10135756577405e-07,1.05664127147112
207,-1.19089062056528e-06,1.11954733787006
208,1.02406723228645e-06,1.13178197093755
209,-5.31361080894172e-07,1.14676158049948
210,2.52834482856859e-07,1.24886262199498
211,3.04530323719935e-07,1.19537269544955
212,-3.36958610598579e-07,1.16380239173678
213,7.52815034503772e-07,1.2748703715672
214,7.61109739710328e-08,1.42707228650826
215,-1.06471848250682e-06,1.23076251400612
216,8.32153651400121e-07,1.35421754646965
