,Rotation,Top moment [kN.m]
327,2.94e-07,-3.889715769
328,2.3e-07,-3.748482188
329,-5.7e-07,-3.612033609
330,-9.37e-08,-3.735041045
331,-6.23e-08,-3.854200588
332,-1.6e-07,-3.947912194
333,-3.67e-07,-3.911723697
334,6.96e-07,-4.027178232
335,8.27e-07,-3.882611597
336,7.22e-07,-3.749499765
337,-1.63e-07,-3.645743112
338,1.51e-07,-3.7764594
339,-4.28e-07,-3.783325758
340,-1e-06,-3.78013604
341,-9.06e-07,-3.910562566
342,3.35e-07,-4.029216178
343,7.79e-07,-4.04253895
344,-7.38e-07,-3.935121808
345,6.76e-07,-4.002541294
346,7.05e-07,-4.069580099
347,2.61e-07,-4.436740868
348,-1.22e-07,-4.781720183
349,-1.71e-07,-5.435130663
350,-4.08e-08,-5.960158709
351,6.98e-08,-6.38427338
352,-7.21e-07,-6.678589414
353,1.26e-07,-6.983156249
354,-6.07e-07,-6.975540916
355,-5.45e-07,-7.185717485
356,3.45e-07,-7.400747978
357,2.14e-07,-7.311594919
358,-1.37e-06,-7.332122887
359,2.36e-07,-7.482548892
360,1.21e-06,-7.492925039
361,-2.71e-07,-7.470613369
362,3.36e-07,-7.461210931
363,9.48e-07,-7.469347835
364,4.41e-07,-7.479215794
365,4.46e-07,-7.34604307
366,-3.69e-07,-7.348346943
367,1.85e-06,-7.464984961
368,7.41e-07,-7.312884249
369,-2.67e-08,-7.269502067
370,7.76e-07,-7.381791023
371,4.31e-07,-7.354446306
372,-3.94e-07,-7.214953182
373,6.99e-07,-7.315517102
374,6.47e-09,-7.31431039
375,7.16e-07,-7.160203415
376,-1.43e-06,-7.014087685
377,7.08e-07,-7.115916456
378,6.01e-08,-7.117795086
379,-7.34e-07,-7.102762786
380,-1.98e-07,-7.229876353
381,2.31e-07,-7.372385664
382,2.36e-08,-7.356369723
383,5.19e-08,-7.207982584
384,2.9e-07,-7.170728022
385,5.17e-08,-7.164184607
386,5.92e-07,-6.98315451
387,-7.63e-07,-6.819533856
388,9.72e-07,-6.782512507
389,3.95e-07,-6.648471078
390,-6.3e-08,-6.473353207
391,-1.46e-07,-6.592417385
392,-8.95e-07,-6.569803515
393,-4.47e-07,-6.550231823
394,-2.24e-07,-6.505156998
395,8.47e-07,-6.61294063
396,-1.19e-06,-6.582157577
397,-1.19e-06,-6.698069912
398,-4.88e-07,-6.820271111
399,1.9e-07,-6.935075778
400,6.96e-08,-6.91933547
401,1.9e-07,-6.882679014
402,4.87e-07,-6.851634442
403,2.96e-09,-6.831315732
404,9.39e-07,-6.680389999
405,1.18e-06,-6.521564964
406,4.76e-07,-6.395737452
407,5.33e-07,-6.399247737
408,-8.81e-08,-6.254682765
409,-6.51e-07,-6.372955008
410,-8.74e-07,-6.50444447
411,1.65e-06,-6.613564198
412,-8.89e-07,-6.590070086
413,2.36e-07,-6.698128826
414,1.64e-07,-6.668123734
415,1.01e-06,-6.659185501
416,2.75e-07,-6.495425065
417,3.72e-07,-6.487060371
418,1.37e-06,-6.475644749
419,7.86e-08,-6.324139745
420,-2.57e-07,-6.304232844
421,6.24e-07,-6.285202627
422,1.36e-07,-6.111185826
423,-2.2e-07,-5.936725897
424,1.97e-07,-5.92120927
425,-1.1e-06,-5.893092883
426,-3.23e-07,-5.862356024
427,-1.16e-07,-5.978186236
428,-4.16e-07,-6.102403895
429,1.22e-06,-6.211843064
430,-3.45e-07,-6.187289375
431,1.04e-07,-6.308268285
432,2.53e-07,-6.155260317
433,7.47e-09,-5.9806895
434,2.93e-07,-5.984580401
435,3.05e-07,-5.980625899
436,-1.18e-07,-5.821445867
437,-7.03e-07,-5.943688745
438,2e-07,-6.099217906
439,6.29e-07,-5.907886998
440,-7.8e-07,-5.74077815
441,4.61e-07,-5.88840346
442,3.45e-07,-5.731478721
443,-5.47e-07,-5.546558655
444,-5.63e-07,-5.707728767
445,2.4e-07,-5.68013856
446,-5.55e-07,-5.508789051
447,-2.45e-07,-5.482825838
448,8.74e-07,-5.617112082
449,-6.83e-07,-5.4403838
450,-9.96e-07,-5.582964581
451,-3.09e-07,-5.716164311
452,4.88e-07,-5.858366821
453,-4.49e-07,-5.70390937
454,4.6e-07,-5.852031306
455,7.08e-07,-5.669160571
456,2.8e-07,-5.497941488
457,-3.93e-07,-5.325093567
458,7.42e-07,-5.448901819
459,-6.88e-07,-5.273085996
460,-5.6e-07,-5.272464256
461,-1.01e-06,-5.425795462
462,3.5e-07,-5.591398759
463,-6.11e-07,-5.444512343
464,-1.11e-06,-5.595742348
465,1.14e-06,-5.748914081
466,9.34e-07,-5.582656135
467,-1.93e-07,-5.400194353
468,7e-07,-5.558708198
469,9.53e-07,-5.396089443
470,-2.34e-07,-5.215401619
471,-1.12e-06,-5.2073122
472,8.82e-08,-5.376071296
473,-9e-07,-5.368622925
474,-4.12e-07,-5.367106342
475,-7.42e-07,-5.36661784
476,1.51e-07,-5.36263129
477,4.58e-08,-5.189895909
478,-7.39e-07,-5.026999587
479,-4.04e-08,-5.042013593
480,-3.7e-07,-5.083571821
481,-7.87e-07,-5.287466466
482,-7.58e-07,-5.319314559
483,-9.96e-07,-5.516207296
484,-4.51e-07,-5.532875377
485,4.68e-07,-5.697330394
486,-5.28e-08,-5.663404365
487,4.41e-07,-5.622332586
488,-1.42e-07,-5.564131775
489,3.92e-07,-5.460177119
490,2.73e-07,-5.347396299
491,-1.46e-06,-5.060670832
492,2.04e-07,-4.948757329
493,-1.76e-08,-4.63402366
494,6.78e-08,-4.676271525
495,-1.06e-07,-4.383151405
496,-2.66e-08,-4.250141813
497,-7.7e-07,-4.116916521
498,1.3e-07,-3.996222877
499,-9.42e-07,-3.701937199
500,-4.12e-07,-3.74209467
501,-6.1e-07,-3.625060812
502,-1.3e-07,-3.507425033
503,-1.18e-06,-3.401746777
504,1.05e-06,-3.455787514
505,-1.22e-06,-3.145668671
506,-8.75e-07,-3.023098655
507,-2.08e-07,-3.04299157
508,4.16e-07,-2.886197032
509,-6.14e-07,-2.581052224
510,-2.69e-07,-2.630556498
511,3.08e-07,-2.489455222
512,-1.06e-06,-2.359622075
513,-6.41e-07,-2.430985876
514,6.33e-07,-2.489484101
515,-1.37e-06,-2.196017602
516,3.09e-07,-2.093024236
517,4.02e-07,-1.98625844
518,9.41e-07,-1.844878353
519,-1.11e-06,-1.713548892
520,-1.38e-06,-1.758134553
521,4.22e-07,-1.656806363
522,2.92e-08,-1.555771707
523,7.44e-07,-1.470612794
524,3.59e-07,-1.216464678
525,-6.68e-07,-1.130656771
526,3.92e-07,-1.022235166
527,4.45e-07,-0.756754224
528,-4.76e-07,-0.660262757
529,1.79e-06,-0.726797589
530,-5.03e-07,-0.453066065
531,-5.47e-07,-0.368497249
532,2.05e-07,-0.429829198
533,4.5e-07,-0.139018253
534,-8.1e-07,-0.041527408
535,-1.44e-06,0.056264079
536,5.5e-07,0.168673465
537,-4.73e-07,0.441941767
538,1.11e-07,0.37125441
539,-3.41e-07,0.478414149
540,-7.74e-07,0.399531523
541,-8e-07,0.319995789
542,2.84e-07,0.406409803
543,3.03e-08,0.652504672
544,2.31e-07,0.920905053
545,1.1e-06,1.00073496
546,-1.17e-06,1.088591643
547,-1.34e-07,1.171236347
548,-1.5e-06,1.083848402
549,9.36e-07,1.14154324
550,6.75e-07,1.208783324
551,-8.87e-08,1.268709443
552,5.54e-08,1.332409662
553,-8.98e-07,1.382605528
554,8.11e-07,1.371979119
555,1.72e-07,1.371677279
556,-1.19e-07,1.364471604
557,6.99e-07,1.367100527
558,-3.12e-07,1.546709375
559,5.37e-08,1.621534453
560,3.36e-07,1.882578276
561,-1.14e-07,2.143206412
562,-4.37e-07,2.058458348
563,-4.18e-07,1.982752366
564,-4.69e-07,1.911468893
565,-5.94e-07,1.995019874
566,7.62e-07,2.102122904
567,4.7e-07,2.187441574
568,6.9e-07,2.451741428
569,-3.78e-07,2.705602772
570,-7.7e-07,2.807899798
571,4.84e-07,2.892109008
572,-1.95e-07,3.003231827
573,-5.47e-08,3.094921653
574,-5.86e-08,3.011069424
575,-8.58e-07,3.090532355
576,5.57e-07,3.00326572
577,-2.87e-07,3.240773311
578,3.19e-07,3.317098836
579,-8.96e-09,3.403541388
580,4.34e-07,3.478314108
581,-1.08e-06,3.56696697
582,-5.02e-07,3.464144514
583,2.96e-07,3.52375921
584,-1.21e-06,3.599505537
585,3.55e-07,3.491699768
586,5.35e-07,3.71000464
587,-6.25e-07,3.789942721
588,2.06e-08,3.852994516
589,3.27e-07,3.920238039
590,-1.5e-07,3.979162204
591,2.01e-07,3.856256156
592,-2.74e-07,4.067816726
593,1.8e-07,3.968939047
594,2.22e-08,4.18705735
595,3.16e-07,4.247365054
596,-8.23e-07,4.33433862
597,9.33e-07,4.418241295
598,-2.22e-07,4.666054413
599,1.02e-06,4.578413242
600,4.33e-07,4.672412906
601,-1.85e-07,4.75934406
602,-7.1e-07,4.852390936
603,2.92e-07,4.935026017
604,7.93e-08,5.031626216
605,1.61e-07,5.101814216
606,-1.12e-06,5.349255058
607,-2.98e-08,5.410888163
608,1.42e-07,5.318870262
609,5.65e-07,5.385351427
610,-9.54e-07,5.627154527
611,-4.35e-07,5.701095798
612,1.61e-07,5.789173816
613,3.73e-08,6.035446719
614,-7.78e-07,6.099847556
615,-2.48e-07,6.182248929
616,-8.05e-07,6.233434643
617,-2.81e-07,6.086148803
618,1.05e-06,6.117067821
619,-9.83e-07,6.156862455
620,-4.19e-07,6.026332311
621,3.2e-07,6.07856485
622,-1.63e-06,6.33541524
623,9.85e-07,6.397342457
624,1.33e-07,6.635894101
625,-2.3e-07,6.688039887
626,-3.17e-08,6.692008074
627,-8.06e-07,6.343724859
628,-7.2e-07,6.008055352
629,3.1e-07,5.645436269
630,-2.44e-07,5.640749732
631,2.26e-07,5.527337887
632,3.98e-07,5.756386153
633,2.83e-07,5.840342477
634,-5.61e-07,6.109220783
635,-4.03e-07,6.186745613
636,-2.3e-07,6.264357568
637,5.86e-07,6.339579418
638,-6.37e-07,6.403430554
639,-4.74e-07,6.302341366
640,-6.75e-07,6.40462375
641,-3.85e-07,6.509764419
642,7.6e-07,6.437722327
643,1.63e-07,6.54488582
644,-6.8e-07,6.654753022
645,-6.57e-07,6.754962162
646,3.34e-08,6.823906212
647,1.35e-07,6.902937309
648,6.5e-07,6.958984401
649,-1.14e-06,7.20089463
650,-3.21e-07,7.093809748
651,4.05e-08,7.193614029
652,7.26e-07,7.457554519
653,-3.15e-07,7.725286787
654,3.82e-08,7.823347319
655,-4.86e-07,8.09796071
656,-6.09e-07,8.178256018
657,-9.25e-07,8.079407052
658,-6.73e-08,8.004902976
659,-8.57e-07,7.924281771
660,-4.45e-07,8.027553035
661,4.59e-07,8.13789262
662,3.41e-07,8.241172898
663,3.8e-07,8.493758817
664,-6.26e-07,8.56247281
665,-2.77e-07,8.645421873
666,5.27e-07,8.714928425
667,-6.79e-07,8.973809814
668,4.24e-07,9.064111771
669,-4.21e-08,9.324052983
670,-2.15e-07,9.38158535
671,-1.25e-06,9.442371077
672,-4.23e-07,9.517132076
673,-1.07e-06,9.582121137
674,-2.38e-07,9.495049614
675,-1.06e-07,9.589223442
676,-5.12e-07,9.683082411
677,-1.16e-07,9.766234822
678,3.23e-07,9.851114065
679,-4.85e-08,9.894099399
680,-9.23e-07,9.914057919
681,-2.15e-07,9.911835948
682,-5.02e-07,9.905398599
683,4.01e-07,9.721493434
684,-4.01e-07,9.920158477
685,-1.06e-06,9.77126032
686,-5.51e-07,9.828210095
687,2.14e-07,9.738650402
688,-5.86e-07,10.01025141
689,5.16e-07,10.09812409
690,-1.04e-06,10.38411083
691,9.33e-07,10.32119826
692,-5.17e-07,10.57724696
693,-2.62e-07,10.64883276
694,-5.72e-07,10.73123931
695,3.01e-07,10.63762039
696,-4.37e-07,10.70401651
697,-8.64e-07,10.77333357
698,-9.56e-08,10.87849879
699,4.22e-07,10.96186361
700,2.7e-07,11.05805617
701,-1.42e-07,11.34847481
702,-2.8e-08,11.29939227
703,-1.04e-06,11.22025032
704,4.03e-07,11.33162633
705,-6.14e-07,11.42386567
706,3.05e-08,11.33794088
707,5.17e-07,11.61284296
708,-1.4e-06,11.71771621
709,2.63e-07,11.8134786
710,6.55e-07,12.08297683
711,-4.33e-07,12.17337894
712,5.34e-07,12.08401018
713,-5.84e-07,12.33906313
714,-1.13e-07,12.42077039
715,9.31e-07,12.50726127
716,1.08e-08,12.75601077
717,-6.93e-07,12.99553273
718,-7.46e-07,13.06530685
719,-4.92e-07,12.95148851
720,-4.75e-07,12.84575667
721,-1.54e-07,12.73930105
722,-3.18e-07,12.62837735
723,2.06e-07,12.50871563
724,3.47e-07,12.73957731
725,4.9e-08,12.94742639
726,4.31e-07,13.00482686
727,7.99e-09,13.0611545
728,-4.56e-07,13.13599346
729,-5.23e-07,13.0507503
730,8.24e-07,12.97494325
731,3.22e-07,13.23071904
732,1.37e-07,13.32267991
733,1.27e-07,13.58366781
734,2.6e-07,13.67695357
735,-4.21e-07,13.94249456
736,8.45e-07,14.03738305
737,-8.25e-07,14.31399779
738,2.26e-07,14.40869102
739,-4.58e-07,14.66866223
740,-1.95e-07,14.58595585
741,-6.13e-07,14.67696473
742,-7.44e-07,14.57211103
743,-1.02e-06,14.47770968
744,1.58e-07,14.55251298
745,-9.95e-08,14.61825131
746,5.62e-07,14.51922253
747,1.01e-06,14.60704169
748,-7.91e-07,14.86271668
749,2.81e-07,14.76670904
750,3.21e-07,15.04479056
751,1.52e-07,15.13656076
752,-1.01e-06,15.22187161
753,1.33e-06,15.12547454
754,-8.35e-07,15.37418878
755,1.36e-06,15.25690406
756,6.97e-08,15.2976838
757,7.45e-08,15.508295
758,-2.43e-07,15.72597566
759,7.04e-07,15.58557142
760,1.25e-06,15.77523339
761,-1.07e-06,15.81860193
762,-4.22e-07,15.66785203
763,4.3e-08,15.68158383
764,-6.38e-07,15.69093744
765,1.9e-07,15.54722478
766,1.66e-07,15.5617787
767,-8.87e-07,15.73318745
768,9.16e-07,15.56908641
769,4.17e-07,15.57879122
770,5.47e-07,15.75148874
771,-2.28e-07,15.91794839
772,3.93e-08,15.76987171
773,1.05e-06,15.92786857
774,-3.87e-08,16.10216688
775,-1.93e-08,16.11523308
776,7.02e-07,15.96402525
777,-4.26e-07,16.14275077
778,-9.08e-08,16.01484328
779,-8.47e-07,15.88421747
780,5.22e-07,15.7265444
781,-2.73e-08,15.74463946
782,4.93e-07,15.77076254
783,5.13e-07,15.96407426
784,4.04e-08,16.15580834
785,1.71e-07,16.36956533
786,-1.53e-07,16.56004221
787,-6.05e-07,16.4464492
788,-4.74e-07,16.50183855
789,-4.97e-07,16.40080564
790,-1.19e-06,16.47187637
791,3.07e-07,16.56585944
792,-6.48e-07,16.80444134
793,6.99e-07,16.87513544
794,-5.25e-07,17.08876326
795,-7.74e-07,17.12287383
796,-5.7e-07,17.16937666
797,-5.67e-07,17.04505345
798,-1.64e-07,17.12284011
799,-8.9e-07,17.02799137
800,-1.34e-06,17.09336298
801,1.85e-07,17.16432788
802,-5.8e-07,17.23958052
803,7.95e-08,17.10198473
804,-4.28e-07,17.33982049
805,-5.99e-07,17.41297414
806,1.47e-07,17.47623477
807,1.18e-06,17.7964061
808,-2.79e-07,17.92251656
809,-6.78e-08,17.96267621
810,-2.28e-06,17.82965275
811,-9.45e-07,17.71017388
812,3.59e-07,17.50378307
813,-6.74e-07,17.6652576
814,7.17e-07,17.56572333
815,9.65e-07,17.63350607
816,2.14e-08,17.88782408
817,-4.96e-07,17.97203094
818,3.68e-07,18.06542446
819,2.65e-08,18.33793019
820,-9.6e-07,18.61833716
821,5.23e-07,18.71463968
822,-3.76e-07,18.80385536
823,-5.17e-08,18.73421707
824,-7.2e-07,18.82595607
825,-5.79e-07,18.75527538
826,6.25e-07,18.83022807
827,5.1e-07,18.90279198
828,-9.76e-08,18.98447054
829,8.26e-07,19.06856926
830,-5.15e-07,19.14145535
831,2.25e-08,19.06310947
832,1.39e-07,19.16627239
833,-1.72e-07,19.41912533
834,8.52e-07,19.32909912
835,9.72e-07,19.60110249
836,1.2e-07,19.70204092
837,-8.46e-07,19.76830063
838,1.86e-07,19.6767843
839,-3.84e-07,19.73221902
840,8.13e-08,19.6254997
841,5.74e-07,19.66574484
842,6.53e-07,19.74101374
843,5.81e-07,19.97543817
844,9.94e-07,20.23162527
845,2.82e-07,20.31855002
846,1.35e-06,20.57146701
847,-9.35e-07,20.65389413
848,-5.06e-07,20.55398631
849,1.01e-06,20.64605867
850,-4.6e-07,20.71064036
851,4.26e-07,20.61886262
852,6.42e-07,20.85792876
853,-4.56e-07,20.92883898
854,8.77e-08,20.82232914
855,1.48e-07,20.8869142
856,-1.22e-06,21.13098548
857,4.75e-07,21.20761653
858,4.57e-07,21.45035595
859,4.12e-07,21.52434845
860,-6.81e-07,21.59567626
861,-7.56e-07,21.499405
862,-9.91e-08,21.57636243
863,1.97e-08,21.65834344
864,5.26e-07,21.92124587
865,4.49e-08,22.19196654
866,-7.26e-08,22.27032654
867,-4.06e-07,22.35722949
