,Rotation,Top moment [kN.m]
319,5.04e-07,-9.386876154
320,5.7e-07,-9.40981648
321,-1.12e-06,-9.739129251
322,8.4e-07,-9.230941202
323,5.08e-07,-9.225515458
324,1.73e-07,-9.179838451
325,-3.18e-07,-9.594096112
326,9.7e-07,-9.191662532
327,-1.45e-07,-9.506760286
328,-3.89e-07,-9.409137503
329,-3.54e-07,-9.534432059
330,-9.01e-07,-9.392380545
331,-3.45e-07,-9.284993459
332,-5.8e-07,-9.27186495
333,-1.65e-07,-9.208988346
334,-3.76e-07,-9.223757167
335,-7.52e-09,-9.080932223
336,-7.45e-07,-9.091984741
337,-2.3e-07,-9.040759796
338,7.92e-07,-8.610955751
339,-5.91e-07,-9.090666318
340,-8.51e-08,-9.079109566
341,-4.2e-08,-8.981314731
342,3.68e-08,-8.628600046
343,-6.2e-07,-8.950918953
344,-5.59e-07,-8.92795962
345,-8.26e-07,-8.915000341
346,-3.68e-07,-8.855184002
347,4.8e-07,-8.546512051
348,-2e-07,-8.848841025
349,-7.6e-07,-8.74755312
350,4.55e-07,-8.494754024
351,-1.27e-06,-8.777377664
352,4.78e-07,-8.378840197
353,-1.12e-06,-8.67420543
354,5.34e-07,-8.331386005
355,1.97e-07,-8.306844211
356,-1.49e-07,-8.673820262
357,-3.39e-07,-8.6169501
358,-1.31e-07,-8.671089607
359,-5.54e-07,-8.560138541
360,7.73e-08,-8.153276005
361,7.38e-08,-8.130410389
362,7.79e-07,-8.174647805
363,3.92e-07,-8.175033064
364,-1.24e-07,-8.38877433
365,5.31e-07,-8.113862223
366,-8.58e-07,-8.36437918
367,-3.24e-07,-8.284042524
368,-7.59e-08,-8.265670622
369,-6.74e-07,-8.270680216
370,-1.8e-07,-8.191135481
371,7.72e-08,-7.878975551
372,8.29e-07,-7.82469607
373,1.64e-07,-7.867482776
374,-1.18e-07,-8.079896267
375,-4.51e-07,-8.088595569
376,-3.34e-07,-8.057426977
377,-6.31e-07,-8.080716259
378,-5.19e-07,-7.936639619
379,2.55e-07,-7.596051089
380,5.28e-07,-7.572605247
381,-3.13e-07,-7.844000242
382,-5.66e-08,-7.790100016
383,-7.5e-08,-7.819860762
384,-5.22e-07,-7.865772529
385,2.69e-07,-7.421062968
386,1.36e-06,-7.452898236
387,-1.05e-07,-7.748568986
388,-1.07e-06,-7.665921936
389,1.4e-07,-7.323862156
390,3.52e-07,-7.351863369
391,-1.27e-07,-7.582310303
392,7.53e-07,-7.201389259
393,-1.92e-07,-7.636711467
394,-1.28e-08,-7.526014997
395,7.55e-07,-7.171127354
396,8.59e-08,-7.144848185
397,-8.88e-07,-7.401340903
398,3.05e-07,-7.112739228
399,-4.51e-07,-7.409959291
400,-3.94e-08,-7.337703286
401,7.44e-08,-7.013035488
402,2.44e-07,-7.00453666
403,4.52e-07,-6.956393615
404,1.69e-07,-6.942497407
405,1.91e-07,-6.913496965
406,-1.93e-07,-7.264131131
407,-1.02e-06,-7.133045023
408,5.42e-07,-6.854123911
409,5.26e-07,-6.845687209
410,-4.1e-08,-7.128314044
411,7.27e-07,-6.749133433
412,8.56e-07,-6.635047814
413,-2e-07,-6.952115673
414,5.38e-07,-6.590724801
415,7.81e-08,-6.597122188
416,3.66e-07,-6.580721351
417,6.58e-08,-6.500219772
418,-2.93e-08,-6.861193638
419,-3.59e-07,-6.790273145
420,-6.64e-07,-6.712576882
421,-6.71e-07,-6.710498088
422,-2.1e-07,-6.777955058
423,1.21e-06,-6.444872784
424,-1.7e-07,-6.812297412
425,-1.71e-07,-6.752907499
426,3.83e-07,-6.325809993
427,-3.58e-07,-6.628563836
428,5.46e-07,-6.310604916
429,-4.87e-07,-6.614716276
430,6.73e-07,-6.263429893
431,5.45e-07,-6.236018516
432,4.1e-07,-6.230520978
433,-3.52e-07,-6.523207202
434,-4.84e-07,-6.467638036
435,2.5100000000000002e-09,-6.131245923
436,-8.23e-08,-6.490837008
437,2.48e-07,-6.072000874
438,-2.15e-07,-6.338978556
439,5.44e-07,-6.037682308
440,-4.07e-07,-6.399050167
441,6.77e-07,-5.968799454
442,-4.97e-08,-6.369094847
443,-6.99e-07,-6.745105195
444,-4.83e-07,-7.034290833
445,-2.35e-07,-7.090855708
446,-8.34e-08,-7.032024769
447,2.24e-07,-6.787439848
448,3.42e-07,-6.67878654
449,-7.02e-07,-7.009278335
450,-3.96e-07,-6.84933844
451,-1.15e-06,-6.867221834
452,8.07e-07,-6.492691856
453,9.2e-08,-6.425708615
454,-5.49e-07,-6.768245282
455,9.21e-07,-6.469131135
456,9.54e-07,-6.368943141
457,6.78e-07,-6.381025881
458,-6e-07,-6.552690747
459,1.17e-06,-6.273401883
460,-4.06e-07,-6.519948878
461,1.4e-07,-6.154119383
462,-8.57e-07,-6.429721914
463,-6.06e-07,-6.410034929
464,9.07e-07,-5.996340568
465,-1.78e-07,-6.317148267
466,-1.55e-07,-6.253147208
467,-1.59e-06,-6.21471107
468,3.62e-07,-5.876417149
469,-2.28e-07,-6.159385999
470,3.09e-07,-5.869190101
471,-1.25e-07,-6.079040842
472,1.37e-07,-5.685413936
473,-2.43e-07,-6.100985676
474,-1.39e-06,-6.066147677
475,-1.16e-07,-6.086406091
476,8e-07,-5.644483346
477,-6.08e-07,-5.924864931
478,1.28e-07,-5.596285033
479,-5.51e-07,-5.889783326
480,1.57e-07,-5.524000383
481,8.18e-08,-5.526236944
482,-8.69e-07,-5.840476933
483,-2.98e-07,-5.777447418
484,-3.19e-07,-5.712898677
485,4.83e-07,-5.376521946
486,-3.73e-07,-5.627462937
487,-2.75e-07,-5.637145541
488,4.13e-07,-5.36014779
489,5.7400000000000004e-09,-5.36196651
490,-1.03e-06,-5.607686296
491,2.24e-07,-5.187782752
492,1.45e-07,-5.176262086
493,2.83e-07,-5.257221843
494,-4.54e-07,-5.540155623
495,3.35e-07,-5.157231468
496,-1.56e-07,-5.579615828
497,2.61e-07,-5.162371654
498,-1.75e-07,-5.501807828
499,5.75e-07,-5.154041721
500,-1.89e-08,-5.420243163
501,-6.7e-07,-5.457393
502,-3.64e-08,-5.412604115
503,-5.92e-07,-5.394945869
504,4.59e-07,-4.980458462
505,-2.72e-07,-5.361009266
506,7.31e-07,-5.036691123
507,-1.21e-06,-5.335763394
508,3.03e-07,-4.862225723
509,7.3e-08,-4.896623728
510,6.67e-07,-4.902906183
511,-4.26e-07,-5.242415234
512,-3.43e-07,-5.232151537
513,-7.11e-08,-5.176537077
514,4.09e-07,-4.910137691
515,7.87e-07,-4.78685604
516,2.16e-07,-4.760155602
517,1.77e-08,-4.677935333
518,9.52e-07,-4.746188768
519,4.3e-07,-4.701460126
520,6.65e-07,-4.799210672
521,1.7e-07,-4.696239301
522,-1.04e-06,-5.015739671
523,-1.34e-07,-4.825438962
524,-4.81e-07,-4.982949724
525,6.08e-08,-4.613559382
526,-1.25e-07,-4.943440393
527,7.23e-07,-4.569371844
528,2.73e-08,-4.530062969
529,1.11e-07,-4.464703308
530,-7.41e-07,-4.809682092
531,1.4e-06,-4.408335591
532,-1.41e-06,-4.769966371
533,-7.83e-07,-4.770237066
534,4.39e-07,-4.436022013
535,2.39e-07,-4.295067452
536,3.44e-07,-4.319918715
537,-5.05e-07,-4.556444111
538,-1.02e-06,-4.482592439
539,-2.57e-07,-4.578650186
540,5.87e-07,-4.183042688
541,-5.51e-07,-4.586861794
542,-7.12e-07,-4.501298287
543,3.19e-07,-4.105685552
544,-6.93e-07,-4.398235373
545,3.81e-07,-4.114568119
546,6.47e-07,-4.099978183
547,-5.54e-07,-4.418316104
548,4.06e-08,-4.017128245
549,-1.62e-07,-4.367616523
550,-8.06e-07,-4.310513854
551,1.49e-07,-3.929026243
552,4.23e-07,-3.908458474
553,-8.49e-07,-4.31092161
554,-9.77e-07,-4.274536666
555,3.03e-07,-3.903293424
556,-8.62e-07,-4.237798337
557,-1.54e-07,-4.174500782
558,-9.72e-07,-4.322055171
559,7.51e-07,-3.984878382
560,4.92e-07,-3.970701698
561,1.57e-06,-3.910592373
562,4.16e-07,-3.950602924
563,1.14e-06,-3.925265719
564,-7.38e-08,-4.259716312
565,4.98e-07,-3.883953528
566,-3.6e-07,-4.194804753
567,-1.52e-07,-4.197107026
568,1.63e-08,-3.864415493
569,4.32e-07,-3.858977041
570,-4.06e-08,-4.083020773
571,3.45e-08,-3.809628731
572,-2.64e-07,-4.03299216
573,2.99e-07,-3.693558274
574,5.94e-07,-3.791500946
575,2.36e-07,-3.698481843
576,4.89e-07,-3.63254699
577,2.49e-07,-3.603145606
578,1.75e-07,-3.61487025
579,4.09e-07,-3.731262097
580,1.34e-07,-3.580808946
581,2.79e-08,-3.664322232
582,3.89e-07,-3.54197628
583,-1.79e-07,-3.783246661
584,-7.15e-07,-3.856720046
585,6.14e-07,-3.550717022
586,5.09e-07,-3.48045287
587,3.69e-07,-3.441917128
588,3.41e-07,-3.442602002
589,1.26e-07,-3.433447875
590,2.35e-07,-3.534611254
591,-9.11e-07,-3.80380711
592,-3.01e-08,-3.864483439
593,4.45e-07,-3.526551731
594,-3.57e-07,-3.880138508
595,-8.69e-08,-3.795653088
596,2.25e-07,-3.743316539
597,-2.34e-07,-4.060006944
598,-2.01e-07,-4.192962557
599,-6.72e-07,-3.984906021
600,1.66e-07,-3.789930966
601,-1.03e-06,-4.068958378
602,5.85e-07,-3.742084326
603,-4.99e-07,-4.014260575
604,7.21e-07,-3.724610157
605,3.7e-07,-3.667350517
606,-3.28e-07,-4.007232903
607,-2.31e-07,-3.941340069
608,3.86e-07,-3.574293728
609,3.6e-07,-3.620230977
610,3.42e-07,-3.649159245
611,4.18e-07,-3.558698725
612,-1.4e-06,-3.861882206
613,-2.35e-07,-3.870780181
614,5.8e-07,-3.553635409
615,2.86e-07,-3.535017739
616,-7.44e-07,-3.784608931
617,5.77e-07,-3.51013508
618,7.29e-07,-3.347732429
619,-8.2e-07,-3.683802901
620,-7.72e-07,-3.641073515
621,-1.24e-07,-3.700544935
622,-5.69e-08,-3.615009382
623,-2.01e-07,-3.563525394
624,1.13e-07,-3.351042348
625,-7.21e-07,-3.645947795
626,1.69e-07,-3.237881778
627,-2.97e-07,-3.556536556
628,6.3e-07,-3.200337654
629,4.64e-07,-3.167244356
630,4.5e-07,-3.161583697
631,-1.53e-07,-3.516946648
632,-1.6e-08,-3.459466226
633,9.67e-07,-3.14849084
634,-1.73e-07,-3.454512447
635,1.1e-08,-3.1670089
636,-3.24e-07,-3.487039994
637,3.35e-07,-3.103061163
638,6.89e-07,-3.202002016
639,-7.34e-07,-3.383855574
640,7.31e-07,-3.138748833
641,5.49e-07,-3.16666757
642,-2.34e-07,-3.491219107
643,-4.14e-07,-3.43537862
644,-2.7e-07,-3.551817961
645,8.33e-07,-3.242158328
646,3.75e-07,-3.199298472
647,1.2e-07,-3.083421567
648,-1.27e-06,-3.429892834
649,7.3e-07,-3.102665567
650,-2.56e-07,-3.314711816
651,-5.91e-07,-3.424886733
652,3.73e-07,-3.053664209
653,3.12e-07,-2.960070369
654,3.86e-07,-2.958226936
655,-1.02e-06,-3.281153622
656,1.02e-07,-3.016399037
657,-3.63e-07,-3.261697197
658,-7.05e-07,-3.189398072
659,1.2e-06,-2.879646695
660,1.06e-08,-2.924419858
661,8.31e-07,-2.92807342
662,6.42e-07,-2.925322644
663,7.88e-07,-2.923201616
664,-3.68e-07,-3.057283056
665,-6.13e-08,-3.117563443
666,-9.48e-08,-3.096643612
667,-1.09e-06,-3.175484757
668,-6.9e-07,-3.153692638
669,-8e-07,-3.059834015
670,-2.74e-07,-3.099320125
671,1.47e-07,-2.715458769
672,1.26e-06,-2.770975017
673,4.29e-07,-2.791546159
674,-3.37e-07,-3.083537976
675,-2.85e-07,-3.125927353
676,-5.7e-07,-3.155077892
677,-1.43e-07,-3.090712579
678,-3.79e-07,-3.078631161
679,-1.12e-06,-3.086374598
680,1.54e-06,-2.883404592
681,6.18e-07,-2.803139895
682,-7.28e-07,-3.146805559
683,2.65e-08,-2.742810127
684,-7.88e-07,-3.115298161
685,-4.63e-07,-3.055838613
686,-1.66e-07,-3.123511003
687,1.26e-07,-2.829096533
688,1.97e-09,-2.862658355
689,-5.95e-07,-3.157172985
690,-2.15e-07,-3.174862479
691,8.250000000000001e-09,-2.883667415
692,6.04e-07,-2.906345556
693,-3.48e-07,-3.163019389
694,2.27e-07,-2.862089573
695,-9.52e-07,-3.261812509
696,-4.69e-08,-3.213895124
697,8.6e-07,-2.99478656
698,9.78e-07,-2.888650247
699,-1.35e-07,-3.230278442
700,2.4e-08,-2.902118244
701,-6.92e-07,-3.165641461
702,1.73e-07,-2.899827818
703,9.69e-08,-2.878565001
704,-2.88e-07,-3.130119605
705,2.14e-07,-2.881428653
706,-5.74e-07,-3.296294129
707,-8.13e-07,-4.266473916
708,5.14e-07,-4.957959017
709,-4e-07,-5.462965659
710,1.89e-07,-5.27229403
711,-5.14e-07,-5.495684751
712,5.77e-07,-5.240842319
713,-2.72e-07,-5.639194059
714,3.62e-07,-5.276869876
715,-1.26e-06,-5.581972902
716,4.59e-07,-5.199103984
717,-4.78e-07,-5.607137601
718,1.12e-07,-5.27869453
719,1.03e-06,-5.356904768
720,-3.12e-07,-5.63138403
721,-6.21e-08,-5.622284603
722,2.42e-07,-5.330569448
723,-1.25e-06,-5.607615933
724,5.81e-07,-5.288813189
725,5.9e-07,-5.339176713
726,-9.69e-07,-5.659490437
727,-5.86e-07,-5.64154764
728,-6.38e-07,-5.651489233
729,3.41e-07,-5.308674833
730,-9.87e-07,-5.663191597
731,4.49e-08,-5.311690498
732,-7.08e-07,-5.618694006
733,3.08e-07,-5.228699292
734,-3.14e-07,-5.625558224
735,-5.66e-07,-5.504963566
736,1.28e-06,-5.228597981
737,-1.02e-07,-5.59891999
738,-7.98e-07,-5.828205666
739,4.41e-07,-5.763021476
740,-3.59e-07,-6.073292847
741,7.54e-08,-5.697728324
742,-1.82e-07,-6.041161955
743,5.29e-07,-5.789014875
744,7.56e-07,-5.718914269
745,-7.18e-07,-5.973680444
746,8.68e-08,-5.636961129
747,-7.96e-07,-5.913594747
748,2.32e-07,-5.594691213
749,3.85e-08,-5.689274245
750,7.48e-07,-5.550934249
751,-8.53e-07,-5.721712146
752,-3.92e-07,-5.776192467
753,3.75e-07,-5.487596325
754,-5.79e-07,-5.649569364
755,2.46e-07,-5.433931363
756,8.23e-08,-5.346230515
757,5.36e-07,-5.359327231
758,7.66e-07,-5.358863358
759,-7.9e-07,-5.62628385
760,-2.26e-07,-5.642407689
761,-1.07e-07,-5.64604375
762,-2.42e-07,-5.656580068
763,-5.97e-07,-5.655294416
764,3.8e-07,-5.365000496
765,-3.31e-07,-5.652602243
766,-1.04e-07,-5.608259331
767,-5.88e-07,-5.617808161
768,-3.78e-07,-5.541846823
769,-5.59e-07,-5.550274583
770,-2.37e-08,-5.583824161
771,-1.82e-07,-5.595083163
772,-2.9e-07,-5.547377936
773,-8.97e-08,-5.525812584
774,5.99e-07,-5.257430821
775,-6.28e-07,-5.464534579
776,5.06e-07,-5.221691886
777,2.7e-07,-5.254352127
778,1.23e-07,-5.374647085
779,-7.65e-08,-5.497409443
780,-4.56e-07,-5.644449598
781,-2.85e-07,-5.550169688
782,7.44e-08,-5.30518141
783,1.07e-07,-5.35300636
784,2.26e-07,-5.368901082
785,6.34e-07,-5.36131865
786,-4.51e-07,-5.674763381
787,-8.17e-07,-5.635692008
788,-2.31e-07,-5.662829442
789,5.14e-07,-5.297850249
790,-6.55e-07,-5.608179316
791,-2.57e-07,-5.601540969
792,2.52e-07,-5.155807711
793,-4.51e-08,-5.453630449
794,-2.52e-07,-5.469069501
795,1.8e-07,-5.282443379
796,2.16e-07,-5.224993384
797,-3.73e-09,-5.502097554
798,8.32e-07,-5.155848648
799,-1.11e-06,-5.489630002
800,-5.89e-07,-5.415962012
801,1.15e-07,-5.198777639
802,1.49e-06,-5.177653965
803,1.15e-06,-5.254319003
804,3.31e-07,-5.217672344
805,-7.68e-07,-5.382567886
806,-4.81e-07,-5.381473621
807,-5.11e-07,-5.409204276
808,2.03e-07,-5.07647188
809,2.33e-07,-5.055295785
810,-6.93e-07,-5.358133163
811,-2.37e-07,-5.376808026
812,-2.32e-07,-5.29272835
813,7.37e-07,-5.043222021
814,-1.62e-07,-5.266068601
815,1.86e-07,-5.007822443
816,-6.41e-07,-5.356805695
817,-1.86e-07,-5.30215712
818,1.06e-07,-4.9997168
819,-7.73e-08,-5.195553771
820,6e-07,-4.957491434
821,-6.05e-07,-5.204283419
822,-3.51e-07,-5.26459638
823,-3.73e-08,-5.247949252
824,6.03e-07,-4.988714603
825,-2.91e-07,-5.188622692
826,-1.76e-07,-5.161495945
827,4.62e-07,-4.916943852
828,6.39e-07,-4.925673231
829,4.85e-08,-4.937029036
830,-2.36e-08,-5.25755399
831,-1.35e-06,-5.273961012
832,5.81e-07,-5.006980462
833,-1.11e-06,-5.240750243
834,9e-07,-4.916422197
835,7.4e-07,-4.876245559
836,2.8e-07,-4.815496078
837,2.38e-07,-4.923040782
838,-4.95e-07,-5.152543728
839,-5.1e-07,-5.157436884
840,7.24e-07,-4.778363284
841,-2.69e-07,-5.148008773
842,4.87e-07,-4.8286606
843,-5.67e-07,-5.139438522
844,1.16e-06,-4.782081289
845,5.32e-07,-4.861617512
