,Rotation,Base moment [kN.m],Axial_Disp. [mm]
578,-2.002e-05,24.3536,-0.107321
579,-2.228e-05,24.3407,-0.105502
580,-2.62e-05,24.3318,-0.105502
581,-3.039e-05,24.3311,-0.107321
582,-3.343e-05,24.3375,-0.10914
583,-3.478e-05,24.3466,-0.110959
584,-3.475e-05,24.3578,-0.110959
585,-3.406e-05,24.3681,-0.110959
586,-3.337e-05,24.3737,-0.112778
587,-3.291e-05,24.3804,-0.114597
588,-3.237e-05,24.3892,-0.116416
589,-3.172e-05,24.3955,-0.118235
590,-3.098e-05,24.4016,-0.120054
591,-2.98e-05,24.4093,-0.121873
592,-2.856e-05,24.4183,-0.123692
593,-2.889e-05,24.4298,-0.12733
594,-3.157e-05,24.4405,-0.129149
595,-3.478e-05,24.4472,-0.134606
596,-3.601e-05,24.4517,-0.141882
597,-3.539e-05,24.4546,-0.14552
598,-3.47e-05,24.453,-0.147339
599,-3.443e-05,24.4448,-0.149158
600,-3.43e-05,24.4368,-0.149158
601,-3.476e-05,24.4308,-0.150977
602,-3.598e-05,24.4235,-0.150977
603,-3.713e-05,24.4125,-0.149158
604,-3.803e-05,24.3959,-0.147339
605,-3.919e-05,24.3869,-0.14552
606,-4.047e-05,24.3899,-0.147339
607,-4.168e-05,24.3913,-0.147339
608,-4.283e-05,24.387,-0.149158
609,-4.295e-05,24.3785,-0.150977
610,-4.165e-05,24.3635,-0.152796
611,-4.05e-05,24.3416,-0.154615
612,-4.001e-05,24.3165,-0.154615
613,-3.904e-05,24.2929,-0.154615
614,-3.74e-05,24.277,-0.152796
615,-3.57e-05,24.2709,-0.152796
616,-3.476e-05,24.2732,-0.150977
617,-3.479e-05,24.2833,-0.152796
618,-3.466e-05,24.2945,-0.152796
619,-3.433e-05,24.3022,-0.152796
620,-3.48e-05,24.3056,-0.150977
621,-3.661e-05,24.3006,-0.149158
622,-3.975e-05,24.2951,-0.149158
623,-4.306e-05,24.3007,-0.149158
624,-4.531e-05,24.3143,-0.149158
625,-4.612e-05,24.3292,-0.149158
626,-4.63e-05,24.3376,-0.149158
627,-4.658e-05,24.3333,-0.149158
628,-4.646e-05,24.3254,-0.149158
629,-4.582e-05,24.3265,-0.150977
630,-4.52e-05,24.3362,-0.152796
631,-4.486e-05,24.3513,-0.152796
632,-4.517e-05,24.3726,-0.150977
633,-4.586e-05,24.394,-0.149158
634,-4.569e-05,24.4143,-0.147339
635,-4.48e-05,24.4382,-0.14552
636,-4.399e-05,24.4619,-0.147339
637,-4.333e-05,24.4854,-0.147339
638,-4.321e-05,24.512,-0.149158
639,-4.432e-05,24.5398,-0.149158
640,-4.606e-05,24.5674,-0.149158
641,-4.693e-05,24.5951,-0.150977
642,-4.676e-05,24.6257,-0.152796
643,-4.614e-05,24.659,-0.152796
644,-4.521e-05,24.6955,-0.154615
645,-4.392e-05,24.738,-0.152796
646,-4.234e-05,24.7817,-0.150977
647,-4.144e-05,24.8203,-0.149158
648,-4.221e-05,24.8527,-0.149158
649,-4.382e-05,24.879,-0.150977
650,-4.455e-05,24.9031,-0.150977
651,-4.393e-05,24.9293,-0.149158
652,-4.296e-05,24.9543,-0.149158
653,-4.227e-05,24.9774,-0.150977
654,-4.129e-05,25.0014,-0.152796
655,-3.995e-05,25.0238,-0.156434
656,-3.913e-05,25.0386,-0.156434
657,-3.902e-05,25.0477,-0.158253
658,-3.957e-05,25.0562,-0.156434
659,-4.102e-05,25.0631,-0.154615
660,-4.257e-05,25.0674,-0.152796
661,-4.287e-05,25.0669,-0.152796
662,-4.218e-05,25.0586,-0.150977
663,-4.176e-05,25.0492,-0.150977
664,-4.205e-05,25.0472,-0.147339
665,-4.306e-05,25.0518,-0.14552
666,-4.351e-05,25.0556,-0.14552
667,-4.18e-05,25.0526,-0.147339
668,-3.964e-05,25.0437,-0.150977
669,-3.938e-05,25.0318,-0.154615
670,-4.047e-05,25.0204,-0.156434
671,-4.18e-05,25.0062,-0.156434
672,-4.334e-05,24.9881,-0.156434
673,-4.448e-05,24.9705,-0.156434
674,-4.453e-05,24.9505,-0.156434
675,-4.397e-05,24.9272,-0.156434
676,-4.419e-05,24.9077,-0.158253
677,-4.598e-05,24.8938,-0.158253
678,-4.802e-05,24.8806,-0.158253
679,-4.905e-05,24.8708,-0.158253
680,-4.917e-05,24.8725,-0.158253
681,-4.855e-05,24.8806,-0.160072
