,Rotation,Base moment [kN.m],Axial_Disp. [mm]
93,-4.41e-06,24.2463,-0.001819
94,-5.73e-06,24.2236,-0.003638
95,-6.94e-06,24.2015,-0.001819
96,-7.19e-06,24.1807,-0.001819
97,-6.84e-06,24.1611,0.0
98,-6.42e-06,24.1438,0.0
99,-6.22e-06,24.1272,0.0
100,-6.27e-06,24.1101,0.0
101,-6.06e-06,24.0907,0.001819
102,-5.51e-06,24.0703,0.001819
103,-4.97e-06,24.0518,0.003638
104,-4.72e-06,24.0361,0.003638
105,-4.74e-06,24.0224,0.003638
106,-4.77e-06,24.0067,0.001819
107,-4.92e-06,23.9895,0.0
108,-5.09e-06,23.9773,-0.001819
109,-5.07e-06,23.9683,-0.003638
110,-5.15e-06,23.9565,-0.005457
111,-5.19e-06,23.9394,-0.007276
112,-4.96e-06,23.918,-0.009095
113,-4.8e-06,23.8969,-0.010914
114,-4.97e-06,23.8774,-0.012733
115,-5.19e-06,23.8594,-0.014552
116,-5.15e-06,23.8439,-0.016371
117,-5.03e-06,23.8313,-0.016371
118,-4.98e-06,23.8182,-0.014552
119,-4.96e-06,23.8,-0.014552
120,-5.38e-06,23.7786,-0.014552
121,-6.5e-06,23.7591,-0.014552
122,-8.04e-06,23.7424,-0.014552
123,-9.56e-06,23.7278,-0.014552
124,-1.051e-05,23.7159,-0.012733
125,-1.064e-05,23.7032,-0.012733
126,-1.034e-05,23.6865,-0.010914
127,-9.88e-06,23.6699,-0.010914
128,-9.31e-06,23.6571,-0.010914
129,-8.76e-06,23.6455,-0.010914
130,-8.16e-06,23.6334,-0.012733
131,-7.37e-06,23.6196,-0.012733
132,-6.87e-06,23.6022,-0.014552
133,-7.23e-06,23.5852,-0.016371
134,-8.1e-06,23.5719,-0.016371
135,-8.8e-06,23.5599,-0.01819
136,-9.27e-06,23.5487,-0.01819
137,-9.81e-06,23.5411,-0.01819
138,-1.04e-05,23.5363,-0.01819
139,-1.067e-05,23.5315,-0.01819
140,-1.078e-05,23.5249,-0.020009
141,-1.101e-05,23.5166,-0.021828
142,-1.142e-05,23.5067,-0.023647
143,-1.18e-05,23.4931,-0.023647
144,-1.179e-05,23.4758,-0.025466
145,-1.106e-05,23.4578,-0.025466
146,-9.73e-06,23.441,-0.027285
147,-8.69e-06,23.4274,-0.027285
148,-8.28e-06,23.418,-0.029104
149,-8.1e-06,23.4101,-0.029104
150,-7.84e-06,23.4003,-0.030923
151,-7.59e-06,23.3887,-0.029104
152,-7.75e-06,23.3742,-0.029104
153,-8.3e-06,23.3569,-0.027285
154,-8.8e-06,23.3415,-0.027285
155,-8.96e-06,23.3286,-0.027285
156,-8.98e-06,23.3137,-0.029104
157,-9.19e-06,23.2989,-0.029104
158,-9.36e-06,23.2889,-0.029104
159,-9.22e-06,23.2818,-0.029104
160,-8.93e-06,23.2738,-0.029104
161,-8.78e-06,23.2646,-0.029104
162,-8.75e-06,23.2532,-0.029104
163,-8.54e-06,23.2389,-0.029104
164,-8.22e-06,23.2262,-0.030923
165,-8.2e-06,23.2178,-0.030923
166,-8.83e-06,23.2114,-0.030923
167,-1.034e-05,23.2048,-0.030923
168,-1.237e-05,23.196,-0.032742
169,-1.422e-05,23.1865,-0.034561
170,-1.545e-05,23.1787,-0.03638
171,-1.585e-05,23.1716,-0.038199
172,-1.524e-05,23.1645,-0.040018
173,-1.383e-05,23.158,-0.040018
174,-1.238e-05,23.1511,-0.041837
175,-1.13e-05,23.1422,-0.041837
176,-1.059e-05,23.1306,-0.041837
177,-1.039e-05,23.1172,-0.041837
178,-1.064e-05,23.1042,-0.040018
179,-1.096e-05,23.0936,-0.040018
180,-1.115e-05,23.0845,-0.041837
181,-1.096e-05,23.0759,-0.041837
182,-1.038e-05,23.0696,-0.041837
183,-1.024e-05,23.0652,-0.043656
184,-1.09e-05,23.061,-0.043656
185,-1.196e-05,23.0555,-0.045475
186,-1.335e-05,23.0472,-0.047294
187,-1.476e-05,23.0399,-0.049113
188,-1.546e-05,23.0339,-0.050932
189,-1.539e-05,23.0271,-0.052751
190,-1.544e-05,23.021,-0.05457
191,-1.582e-05,23.0146,-0.05457
192,-1.597e-05,23.0063,-0.05457
193,-1.566e-05,22.9975,-0.05457
194,-1.497e-05,22.9881,-0.05457
195,-1.432e-05,22.9791,-0.05457
196,-1.393e-05,22.9732,-0.056389
197,-1.375e-05,22.9708,-0.056389
198,-1.373e-05,22.9684,-0.056389
199,-1.403e-05,22.963,-0.056389
200,-1.46e-05,22.9563,-0.056389
201,-1.527e-05,22.9506,-0.058208
202,-1.591e-05,22.9446,-0.058208
203,-1.621e-05,22.9391,-0.058208
204,-1.634e-05,22.9353,-0.058208
205,-1.657e-05,22.9315,-0.058208
206,-1.673e-05,22.9271,-0.058208
207,-1.693e-05,22.9226,-0.058208
208,-1.692e-05,22.9198,-0.060027
209,-1.62e-05,22.9176,-0.061846
210,-1.52e-05,22.9125,-0.063665
211,-1.452e-05,22.9081,-0.065484
212,-1.385e-05,22.9059,-0.067303
213,-1.296e-05,22.8998,-0.069122
214,-1.26e-05,22.889,-0.069122
215,-1.338e-05,22.8757,-0.069122
216,-1.437e-05,22.86,-0.069122
217,-1.444e-05,22.8443,-0.069122
218,-1.379e-05,22.8329,-0.070941
219,-1.302e-05,22.826,-0.070941
220,-1.263e-05,22.8204,-0.070941
221,-1.285e-05,22.8171,-0.070941
222,-1.316e-05,22.8157,-0.070941
223,-1.281e-05,22.814,-0.07276
224,-1.2e-05,22.8146,-0.07276
225,-1.153e-05,22.8176,-0.074579
226,-1.131e-05,22.8193,-0.074579
227,-1.135e-05,22.8166,-0.074579
228,-1.201e-05,22.808,-0.074579
229,-1.334e-05,22.7982,-0.074579
230,-1.495e-05,22.7925,-0.076398
231,-1.639e-05,22.7878,-0.078217
232,-1.72e-05,22.7803,-0.080036
233,-1.719e-05,22.7716,-0.081855
234,-1.665e-05,22.7639,-0.083674
235,-1.607e-05,22.7571,-0.083674
236,-1.521e-05,22.7495,-0.085493
237,-1.381e-05,22.7396,-0.085493
238,-1.256e-05,22.7308,-0.087312
239,-1.158e-05,22.726,-0.087312
240,-1.079e-05,22.7213,-0.087312
241,-1.042e-05,22.7104,-0.087312
242,-1.074e-05,22.6975,-0.087312
243,-1.176e-05,22.6912,-0.089131
244,-1.265e-05,22.6881,-0.089131
245,-1.306e-05,22.6829,-0.09095
246,-1.35e-05,22.6756,-0.094588
247,-1.409e-05,22.6661,-0.094588
248,-1.45e-05,22.6553,-0.094588
249,-1.427e-05,22.6463,-0.094588
250,-1.35e-05,22.6418,-0.094588
251,-1.3e-05,22.6424,-0.096407
252,-1.363e-05,22.6439,-0.096407
253,-1.524e-05,22.6431,-0.098226
254,-1.648e-05,22.6418,-0.098226
255,-1.703e-05,22.6404,-0.098226
256,-1.734e-05,22.6394,-0.100045
257,-1.765e-05,22.6375,-0.100045
258,-1.813e-05,22.6344,-0.101864
259,-1.818e-05,22.6296,-0.103683
260,-1.768e-05,22.6216,-0.105502
261,-1.714e-05,22.6121,-0.107321
262,-1.662e-05,22.6019,-0.107321
263,-1.654e-05,22.5903,-0.10914
264,-1.714e-05,22.5798,-0.10914
265,-1.77e-05,22.5729,-0.110959
266,-1.766e-05,22.5694,-0.114597
267,-1.693e-05,22.568,-0.116416
268,-1.573e-05,22.5676,-0.118235
269,-1.455e-05,22.5683,-0.120054
270,-1.364e-05,22.5674,-0.121873
271,-1.296e-05,22.5609,-0.123692
272,-1.242e-05,22.5493,-0.123692
273,-1.192e-05,22.5375,-0.125511
274,-1.169e-05,22.5309,-0.125511
275,-1.2e-05,22.5273,-0.12733
276,-1.272e-05,22.5225,-0.12733
277,-1.357e-05,22.5163,-0.129149
278,-1.429e-05,22.5084,-0.130968
279,-1.505e-05,22.5001,-0.130968
280,-1.594e-05,22.4961,-0.130968
281,-1.663e-05,22.4976,-0.132787
282,-1.678e-05,22.5016,-0.134606
283,-1.641e-05,22.5081,-0.136425
284,-1.609e-05,22.518,-0.138244
285,-1.604e-05,22.5257,-0.138244
286,-1.612e-05,22.5275,-0.140063
287,-1.654e-05,22.5261,-0.140063
288,-1.673e-05,22.5232,-0.140063
289,-1.62e-05,22.5174,-0.141882
290,-1.56e-05,22.5088,-0.141882
291,-1.553e-05,22.497,-0.143701
292,-1.578e-05,22.4809,-0.143701
293,-1.596e-05,22.4631,-0.143701
294,-1.615e-05,22.4459,-0.14552
295,-1.662e-05,22.4295,-0.147339
296,-1.736e-05,22.4168,-0.147339
297,-1.786e-05,22.4093,-0.147339
298,-1.782e-05,22.4055,-0.149158
299,-1.758e-05,22.4051,-0.149158
300,-1.771e-05,22.4046,-0.150977
301,-1.85e-05,22.4008,-0.150977
302,-1.954e-05,22.3963,-0.150977
303,-2.019e-05,22.3938,-0.150977
304,-2.041e-05,22.3928,-0.154615
305,-2.066e-05,22.3924,-0.156434
306,-2.112e-05,22.3924,-0.158253
307,-2.162e-05,22.3915,-0.161891
308,-2.201e-05,22.3883,-0.165529
309,-2.205e-05,22.3828,-0.167348
310,-2.157e-05,22.3767,-0.170986
311,-2.062e-05,22.3728,-0.172805
312,-1.931e-05,22.3729,-0.174624
313,-1.779e-05,22.3735,-0.176443
314,-1.64e-05,22.3724,-0.178262
315,-1.544e-05,22.3704,-0.178262
316,-1.504e-05,22.3672,-0.178262
317,-1.495e-05,22.3635,-0.178262
318,-1.491e-05,22.3591,-0.178262
319,-1.499e-05,22.3517,-0.180081
320,-1.501e-05,22.3424,-0.1819
321,-1.48e-05,22.3356,-0.183719
322,-1.484e-05,22.3326,-0.185538
323,-1.537e-05,22.3325,-0.185538
324,-1.583e-05,22.3337,-0.187357
325,-1.614e-05,22.3349,-0.187357
326,-1.646e-05,22.3354,-0.187357
327,-1.642e-05,22.3335,-0.187357
328,-1.612e-05,22.3277,-0.189176
329,-1.566e-05,22.3205,-0.189176
330,-1.5e-05,22.3171,-0.189176
331,-1.432e-05,22.3174,-0.189176
332,-1.361e-05,22.3158,-0.190995
333,-1.353e-05,22.3092,-0.190995
334,-1.443e-05,22.3013,-0.189176
335,-1.559e-05,22.2962,-0.190995
336,-1.663e-05,22.2926,-0.192814
337,-1.753e-05,22.2873,-0.194633
338,-1.817e-05,22.2814,-0.196452
339,-1.834e-05,22.2778,-0.198271
340,-1.804e-05,22.2773,-0.20009
341,-1.761e-05,22.2796,-0.20009
342,-1.707e-05,22.2856,-0.201909
343,-1.669e-05,22.2943,-0.201909
344,-1.65e-05,22.3017,-0.203728
345,-1.606e-05,22.3033,-0.203728
346,-1.54e-05,22.2996,-0.203728
347,-1.492e-05,22.291,-0.203728
348,-1.469e-05,22.2773,-0.205547
349,-1.434e-05,22.264,-0.205547
350,-1.394e-05,22.2534,-0.205547
351,-1.404e-05,22.2446,-0.205547
352,-1.449e-05,22.2405,-0.205547
353,-1.483e-05,22.2412,-0.207366
354,-1.535e-05,22.242,-0.207366
355,-1.618e-05,22.2412,-0.207366
356,-1.69e-05,22.2377,-0.209185
357,-1.759e-05,22.2297,-0.209185
358,-1.814e-05,22.2196,-0.209185
359,-1.823e-05,22.2114,-0.209185
360,-1.818e-05,22.2045,-0.209185
361,-1.818e-05,22.1991,-0.209185
362,-1.785e-05,22.1978,-0.211004
363,-1.713e-05,22.1992,-0.211004
364,-1.638e-05,22.1996,-0.212823
365,-1.562e-05,22.1967,-0.214642
366,-1.446e-05,22.1925,-0.214642
367,-1.286e-05,22.1891,-0.216461
368,-1.177e-05,22.1873,-0.216461
369,-1.165e-05,22.1863,-0.216461
370,-1.198e-05,22.1825,-0.216461
371,-1.215e-05,22.1749,-0.21828
372,-1.188e-05,22.1684,-0.21828
373,-1.177e-05,22.1676,-0.220099
374,-1.222e-05,22.1694,-0.220099
375,-1.279e-05,22.17,-0.220099
376,-1.326e-05,22.1705,-0.220099
377,-1.384e-05,22.173,-0.220099
378,-1.472e-05,22.1738,-0.21828
379,-1.595e-05,22.1704,-0.21828
380,-1.708e-05,22.1675,-0.21828
381,-1.783e-05,22.1668,-0.220099
382,-1.832e-05,22.1661,-0.220099
383,-1.866e-05,22.1652,-0.220099
384,-1.903e-05,22.1653,-0.220099
385,-1.937e-05,22.1642,-0.221918
386,-1.95e-05,22.1599,-0.221918
387,-1.953e-05,22.1557,-0.223737
388,-1.946e-05,22.1525,-0.225556
389,-1.924e-05,22.1492,-0.225556
390,-1.886e-05,22.1457,-0.227375
391,-1.837e-05,22.1428,-0.227375
392,-1.774e-05,22.1436,-0.229194
393,-1.682e-05,22.1486,-0.229194
394,-1.58e-05,22.1532,-0.229194
395,-1.508e-05,22.1547,-0.231013
396,-1.473e-05,22.1534,-0.231013
397,-1.447e-05,22.1496,-0.232832
398,-1.426e-05,22.1426,-0.234651
399,-1.421e-05,22.1302,-0.234651
400,-1.451e-05,22.1142,-0.23647
401,-1.525e-05,22.0999,-0.23647
402,-1.607e-05,22.0883,-0.238289
403,-1.663e-05,22.079,-0.238289
404,-1.702e-05,22.0721,-0.238289
405,-1.744e-05,22.0671,-0.238289
406,-1.799e-05,22.0637,-0.238289
407,-1.861e-05,22.0605,-0.238289
408,-1.898e-05,22.0579,-0.23647
409,-1.9e-05,22.0594,-0.23647
410,-1.906e-05,22.0621,-0.23647
411,-1.939e-05,22.0616,-0.23647
412,-1.959e-05,22.0583,-0.23647
413,-1.929e-05,22.0579,-0.23647
414,-1.872e-05,22.0658,-0.23647
415,-1.814e-05,22.0762,-0.23647
416,-1.77e-05,22.0833,-0.238289
417,-1.748e-05,22.0882,-0.241927
418,-1.744e-05,22.0901,-0.243746
419,-1.75e-05,22.0885,-0.245565
420,-1.773e-05,22.0834,-0.245565
421,-1.808e-05,22.0749,-0.247384
422,-1.843e-05,22.0657,-0.247384
423,-1.889e-05,22.0586,-0.247384
424,-1.938e-05,22.053,-0.249203
425,-1.973e-05,22.0466,-0.249203
426,-2.023e-05,22.0405,-0.249203
427,-2.091e-05,22.0372,-0.251022
428,-2.153e-05,22.035,-0.251022
429,-2.21e-05,22.0325,-0.252841
430,-2.256e-05,22.0327,-0.252841
431,-2.27e-05,22.0334,-0.252841
432,-2.261e-05,22.0306,-0.252841
433,-2.22e-05,22.0263,-0.252841
434,-2.129e-05,22.0219,-0.252841
435,-2.025e-05,22.0167,-0.252841
436,-1.918e-05,22.0122,-0.252841
437,-1.79e-05,22.0093,-0.251022
438,-1.662e-05,22.0057,-0.251022
439,-1.553e-05,22.0,-0.249203
440,-1.476e-05,21.9947,-0.249203
441,-1.438e-05,21.9921,-0.247384
442,-1.45e-05,21.9908,-0.247384
443,-1.518e-05,21.9896,-0.247384
444,-1.627e-05,21.9886,-0.247384
445,-1.77e-05,21.9875,-0.247384
446,-1.882e-05,21.9867,-0.247384
447,-1.905e-05,21.9888,-0.249203
448,-1.902e-05,21.9928,-0.249203
449,-1.905e-05,21.9963,-0.249203
450,-1.888e-05,21.9964,-0.251022
451,-1.898e-05,21.9904,-0.25466
452,-1.921e-05,21.9815,-0.256479
453,-1.878e-05,21.9732,-0.258298
454,-1.791e-05,21.9626,-0.261936
455,-1.696e-05,21.9503,-0.261936
456,-1.618e-05,21.9395,-0.263755
457,-1.565e-05,21.931,-0.261936
458,-1.534e-05,21.9246,-0.260117
459,-1.534e-05,21.919,-0.258298
460,-1.547e-05,21.9148,-0.258298
461,-1.559e-05,21.9158,-0.258298
462,-1.591e-05,21.9206,-0.258298
463,-1.657e-05,21.9232,-0.258298
464,-1.731e-05,21.922,-0.260117
465,-1.772e-05,21.92,-0.261936
466,-1.787e-05,21.9195,-0.263755
467,-1.841e-05,21.9191,-0.265574
468,-1.951e-05,21.9179,-0.267393
469,-2.064e-05,21.9175,-0.269212
470,-2.16e-05,21.9163,-0.271031
471,-2.238e-05,21.9125,-0.271031
472,-2.289e-05,21.9098,-0.271031
473,-2.345e-05,21.909,-0.271031
474,-2.429e-05,21.9057,-0.271031
475,-2.513e-05,21.8992,-0.271031
476,-2.573e-05,21.8905,-0.271031
477,-2.616e-05,21.8798,-0.27285
478,-2.646e-05,21.8697,-0.27285
479,-2.686e-05,21.8608,-0.274669
480,-2.755e-05,21.8528,-0.276488
481,-2.806e-05,21.8469,-0.276488
482,-2.791e-05,21.843,-0.276488
483,-2.708e-05,21.8402,-0.276488
484,-2.583e-05,21.8377,-0.276488
485,-2.436e-05,21.8372,-0.276488
486,-2.281e-05,21.8396,-0.276488
487,-2.137e-05,21.8409,-0.276488
488,-2.041e-05,21.8417,-0.276488
489,-2.038e-05,21.8428,-0.278307
490,-2.105e-05,21.8414,-0.278307
491,-2.188e-05,21.8388,-0.280126
492,-2.253e-05,21.8372,-0.281945
493,-2.253e-05,21.8374,-0.283764
494,-2.209e-05,21.8382,-0.285583
495,-2.186e-05,21.8376,-0.287402
496,-2.152e-05,21.8349,-0.289221
497,-2.113e-05,21.829,-0.29104
498,-2.141e-05,21.8207,-0.29104
499,-2.225e-05,21.8122,-0.29104
500,-2.295e-05,21.8044,-0.292859
501,-2.308e-05,21.7974,-0.292859
502,-2.288e-05,21.7889,-0.292859
503,-2.276e-05,21.778,-0.294678
504,-2.292e-05,21.7704,-0.294678
505,-2.342e-05,21.7702,-0.298316
506,-2.402e-05,21.7733,-0.298316
507,-2.44e-05,21.774,-0.300135
508,-2.452e-05,21.7736,-0.301954
509,-2.477e-05,21.7733,-0.301954
510,-2.528e-05,21.771,-0.303773
511,-2.593e-05,21.7653,-0.303773
512,-2.609e-05,21.7589,-0.305592
513,-2.542e-05,21.7555,-0.307411
514,-2.433e-05,21.7544,-0.30923
515,-2.326e-05,21.7531,-0.311049
516,-2.235e-05,21.7506,-0.312868
517,-2.148e-05,21.7452,-0.314687
518,-2.056e-05,21.7392,-0.314687
519,-1.968e-05,21.7345,-0.316506
520,-1.925e-05,21.727,-0.316506
521,-1.947e-05,21.7154,-0.318325
522,-2.007e-05,21.7017,-0.320144
523,-2.114e-05,21.6873,-0.321963
524,-2.269e-05,21.6732,-0.323782
525,-2.395e-05,21.6603,-0.325601
526,-2.433e-05,21.6507,-0.32742
527,-2.418e-05,21.6446,-0.32742
528,-2.423e-05,21.6409,-0.329239
529,-2.457e-05,21.6391,-0.331058
530,-2.482e-05,21.64,-0.331058
531,-2.49e-05,21.6433,-0.332877
532,-2.472e-05,21.6473,-0.332877
533,-2.426e-05,21.6511,-0.334696
534,-2.385e-05,21.6537,-0.336515
535,-2.365e-05,21.6534,-0.338334
536,-2.329e-05,21.6502,-0.340153
537,-2.276e-05,21.6464,-0.341972
538,-2.199e-05,21.6409,-0.341972
539,-2.089e-05,21.6333,-0.341972
540,-2.022e-05,21.6281,-0.343791
541,-2.049e-05,21.6273,-0.343791
542,-2.079e-05,21.6287,-0.34561
543,-2.047e-05,21.6289,-0.347429
544,-2.027e-05,21.6257,-0.347429
545,-2.087e-05,21.6208,-0.349248
546,-2.206e-05,21.6163,-0.349248
547,-2.32e-05,21.614,-0.351067
548,-2.379e-05,21.6129,-0.352886
549,-2.359e-05,21.6112,-0.352886
550,-2.296e-05,21.608,-0.352886
551,-2.24e-05,21.6022,-0.352886
552,-2.182e-05,21.5953,-0.354705
553,-2.096e-05,21.5895,-0.356524
554,-2.005e-05,21.5832,-0.356524
555,-1.96e-05,21.5753,-0.358343
556,-1.986e-05,21.5647,-0.358343
557,-2.065e-05,21.5518,-0.360162
558,-2.154e-05,21.5384,-0.361981
559,-2.255e-05,21.5249,-0.365619
560,-2.396e-05,21.5123,-0.367438
561,-2.559e-05,21.5015,-0.369257
562,-2.687e-05,21.4921,-0.372895
563,-2.745e-05,21.4846,-0.374714
564,-2.728e-05,21.4828,-0.376533
565,-2.631e-05,21.4861,-0.378352
566,-2.449e-05,21.4912,-0.380171
567,-2.219e-05,21.4948,-0.38199
568,-2.028e-05,21.4922,-0.383809
569,-1.926e-05,21.484,-0.385628
570,-1.91e-05,21.4776,-0.385628
571,-1.975e-05,21.4755,-0.387447
572,-2.087e-05,21.4755,-0.387447
573,-2.167e-05,21.4783,-0.387447
574,-2.164e-05,21.4813,-0.389266
575,-2.079e-05,21.482,-0.389266
576,-2.006e-05,21.4813,-0.391085
577,-2.024e-05,21.4796,-0.391085
578,-2.091e-05,21.4766,-0.392904
579,-2.14e-05,21.4704,-0.392904
580,-2.14e-05,21.4603,-0.394723
581,-2.122e-05,21.4489,-0.394723
582,-2.117e-05,21.4391,-0.394723
583,-2.115e-05,21.4304,-0.394723
584,-2.131e-05,21.4232,-0.394723
585,-2.165e-05,21.4188,-0.394723
586,-2.159e-05,21.4167,-0.394723
587,-2.113e-05,21.4156,-0.396542
588,-2.054e-05,21.4155,-0.396542
589,-1.992e-05,21.4167,-0.396542
590,-1.974e-05,21.4143,-0.398361
591,-2.029e-05,21.4062,-0.398361
592,-2.129e-05,21.3961,-0.396542
593,-2.228e-05,21.3892,-0.396542
594,-2.281e-05,21.3872,-0.394723
595,-2.306e-05,21.3846,-0.394723
596,-2.333e-05,21.3772,-0.394723
597,-2.338e-05,21.3662,-0.396542
598,-2.344e-05,21.3538,-0.396542
599,-2.373e-05,21.343,-0.398361
600,-2.382e-05,21.3339,-0.40018
601,-2.35e-05,21.326,-0.401999
602,-2.316e-05,21.3217,-0.403818
603,-2.32e-05,21.3201,-0.405637
604,-2.371e-05,21.3165,-0.405637
605,-2.43e-05,21.3091,-0.405637
606,-2.438e-05,21.3031,-0.405637
607,-2.393e-05,21.3008,-0.403818
608,-2.335e-05,21.3009,-0.403818
609,-2.278e-05,21.3051,-0.401999
610,-2.257e-05,21.3118,-0.401999
611,-2.272e-05,21.3188,-0.401999
612,-2.312e-05,21.3246,-0.403818
613,-2.39e-05,21.327,-0.405637
614,-2.463e-05,21.3267,-0.407456
615,-2.496e-05,21.3259,-0.407456
616,-2.494e-05,21.3253,-0.409275
617,-2.466e-05,21.3238,-0.409275
618,-2.433e-05,21.3204,-0.409275
619,-2.39e-05,21.3153,-0.409275
620,-2.346e-05,21.3102,-0.411094
621,-2.338e-05,21.3074,-0.409275
622,-2.335e-05,21.3074,-0.409275
623,-2.308e-05,21.3067,-0.407456
624,-2.277e-05,21.3016,-0.407456
625,-2.276e-05,21.2929,-0.407456
626,-2.323e-05,21.2838,-0.409275
627,-2.397e-05,21.2771,-0.409275
628,-2.47e-05,21.2731,-0.411094
629,-2.539e-05,21.2698,-0.414732
630,-2.621e-05,21.2649,-0.416551
631,-2.689e-05,21.2571,-0.41837
632,-2.738e-05,21.2494,-0.41837
633,-2.788e-05,21.2427,-0.41837
634,-2.784e-05,21.2364,-0.420189
635,-2.714e-05,21.2335,-0.420189
636,-2.648e-05,21.2343,-0.420189
637,-2.622e-05,21.2323,-0.420189
638,-2.634e-05,21.2254,-0.41837
639,-2.682e-05,21.2188,-0.41837
640,-2.738e-05,21.2147,-0.41837
641,-2.761e-05,21.2105,-0.41837
642,-2.718e-05,21.2053,-0.420189
643,-2.579e-05,21.2015,-0.422008
644,-2.405e-05,21.1982,-0.423827
645,-2.284e-05,21.193,-0.423827
646,-2.227e-05,21.185,-0.425646
647,-2.21e-05,21.1754,-0.425646
648,-2.21e-05,21.1659,-0.425646
649,-2.203e-05,21.1579,-0.425646
650,-2.175e-05,21.1544,-0.425646
651,-2.131e-05,21.1527,-0.425646
652,-2.086e-05,21.147,-0.425646
653,-2.057e-05,21.1387,-0.427465
654,-2.036e-05,21.1295,-0.427465
655,-2.012e-05,21.1195,-0.427465
656,-2.026e-05,21.1112,-0.427465
657,-2.085e-05,21.1061,-0.429284
658,-2.127e-05,21.1051,-0.429284
659,-2.116e-05,21.1066,-0.431103
660,-2.087e-05,21.1082,-0.431103
661,-2.079e-05,21.1075,-0.432922
662,-2.097e-05,21.1037,-0.432922
663,-2.111e-05,21.1,-0.434741
664,-2.11e-05,21.0985,-0.43656
665,-2.146e-05,21.0981,-0.43656
666,-2.242e-05,21.0975,-0.438379
667,-2.362e-05,21.096,-0.438379
668,-2.461e-05,21.0943,-0.440198
669,-2.516e-05,21.0936,-0.440198
670,-2.557e-05,21.093,-0.442017
671,-2.609e-05,21.0944,-0.443836
672,-2.637e-05,21.0996,-0.443836
673,-2.63e-05,21.1046,-0.443836
