,Rotation,Base moment [kN.m],Axial_Disp. [mm]
376,-3.56e-06,23.2857,-0.116416
377,-3.9e-06,23.2887,-0.118235
378,-4.19e-06,23.2811,-0.120054
379,-4.23e-06,23.2653,-0.121873
380,-3.66e-06,23.2506,-0.121873
381,-3.09e-06,23.2432,-0.121873
382,-3.08e-06,23.2454,-0.120054
383,-3.15e-06,23.2518,-0.118235
384,-2.47e-06,23.2532,-0.118235
385,-6.8e-07,23.2451,-0.116416
386,1.22e-06,23.23,-0.116416
387,2.11e-06,23.2161,-0.116416
388,1.91e-06,23.2082,-0.116416
389,1.09e-06,23.2021,-0.120054
390,8e-08,23.1858,-0.120054
391,-2.9e-07,23.1563,-0.121873
392,-1.6e-07,23.1279,-0.121873
393,-2e-07,23.1102,-0.121873
394,4.4e-07,23.0982,-0.121873
395,1.68e-06,23.0855,-0.120054
396,1.81e-06,23.0714,-0.118235
397,1.08e-06,23.0589,-0.118235
398,8.2e-07,23.0477,-0.116416
399,6.2e-07,23.036,-0.114597
400,-1.5e-07,23.0216,-0.112778
401,-1.67e-06,22.9991,-0.114597
402,-3.34e-06,22.973,-0.118235
403,-3.73e-06,22.9493,-0.118235
404,-2.93e-06,22.9264,-0.118235
405,-1.87e-06,22.9055,-0.120054
406,-1.2e-06,22.8901,-0.121873
407,-1.22e-06,22.8813,-0.125511
408,-1.11e-06,22.8772,-0.125511
409,-4.4e-07,22.8724,-0.125511
410,-3e-07,22.8651,-0.123692
411,-1.68e-06,22.8522,-0.120054
412,-4.09e-06,22.8267,-0.120054
413,-6.01e-06,22.7932,-0.120054
414,-7.04e-06,22.7592,-0.120054
415,-7.87e-06,22.728,-0.120054
416,-8.39e-06,22.7036,-0.120054
417,-8.21e-06,22.6805,-0.120054
418,-7.07e-06,22.6538,-0.120054
419,-4.65e-06,22.6284,-0.120054
420,-2.14e-06,22.6055,-0.120054
421,-6.8e-07,22.5846,-0.120054
422,-1e-07,22.5655,-0.118235
423,-5.5e-07,22.5456,-0.116416
424,-1.43e-06,22.5237,-0.116416
425,-1.26e-06,22.4983,-0.116416
426,1.5e-07,22.4662,-0.116416
427,2.2e-06,22.4312,-0.118235
428,4.36e-06,22.3995,-0.118235
429,6.04e-06,22.3718,-0.116416
430,6.35e-06,22.3492,-0.114597
431,5.61e-06,22.3302,-0.116416
432,5.39e-06,22.304,-0.116416
433,5.12e-06,22.2667,-0.116416
434,3.73e-06,22.2292,-0.114597
435,2.22e-06,22.1978,-0.114597
436,1.63e-06,22.1691,-0.114597
437,1.56e-06,22.1379,-0.116416
438,6.9e-07,22.1077,-0.118235
439,-1.28e-06,22.0863,-0.118235
440,-3.13e-06,22.0673,-0.116416
441,-4.31e-06,22.0394,-0.116416
442,-5.2e-06,22.0078,-0.116416
443,-5.82e-06,21.9841,-0.116416
444,-5.35e-06,21.9713,-0.116416
445,-3.7e-06,21.9596,-0.118235
446,-1.82e-06,21.9384,-0.118235
447,1.4e-07,21.9158,-0.118235
448,2.04e-06,21.9031,-0.118235
449,2.91e-06,21.8975,-0.118235
450,2.23e-06,21.8902,-0.118235
451,9.6e-07,21.8765,-0.118235
452,-1.8e-07,21.859,-0.118235
453,-1.51e-06,21.8428,-0.120054
454,-2.94e-06,21.8278,-0.121873
455,-4.25e-06,21.8151,-0.120054
456,-4.95e-06,21.8075,-0.120054
457,-4.06e-06,21.7998,-0.118235
458,-2.23e-06,21.7894,-0.118235
459,-6.2e-07,21.78,-0.118235
460,1.2e-06,21.7729,-0.118235
461,3.07e-06,21.7703,-0.118235
462,4.22e-06,21.7674,-0.118235
463,4.14e-06,21.7547,-0.118235
464,2.99e-06,21.7369,-0.118235
465,2.01e-06,21.7199,-0.118235
466,1.52e-06,21.7057,-0.118235
467,5.9e-07,21.6992,-0.118235
468,-9.7e-07,21.7,-0.118235
469,-2.65e-06,21.7039,-0.118235
470,-3.98e-06,21.7051,-0.118235
471,-4.24e-06,21.7035,-0.120054
472,-3.51e-06,21.7043,-0.121873
473,-2.61e-06,21.7098,-0.121873
474,-1.64e-06,21.722,-0.121873
475,-2.3e-07,21.7363,-0.120054
476,1.09e-06,21.7494,-0.120054
477,1.05e-06,21.7645,-0.120054
478,-4e-08,21.7759,-0.120054
479,-7.7e-07,21.7795,-0.120054
480,-8.9e-07,21.7853,-0.120054
481,-9.5e-07,21.7999,-0.120054
482,-9.9e-07,21.8159,-0.120054
483,-9.1e-07,21.8235,-0.120054
484,-8.6e-07,21.8193,-0.120054
485,-1.03e-06,21.809,-0.120054
486,-1.73e-06,21.8011,-0.118235
487,-2.62e-06,21.7976,-0.116416
488,-3.04e-06,21.7996,-0.118235
489,-3.33e-06,21.8077,-0.120054
490,-3.54e-06,21.8154,-0.120054
491,-3.17e-06,21.8188,-0.118235
492,-3.08e-06,21.8196,-0.116416
493,-3.42e-06,21.82,-0.114597
494,-3.33e-06,21.8196,-0.112778
495,-3.25e-06,21.8231,-0.112778
496,-3.12e-06,21.8359,-0.114597
497,-2.18e-06,21.8519,-0.116416
498,-8.6e-07,21.8623,-0.120054
499,-1e-08,21.8602,-0.121873
500,1.6e-07,21.8468,-0.123692
501,1.3e-07,21.8368,-0.123692
502,1.9e-07,21.8353,-0.123692
503,8e-08,21.8361,-0.123692
504,-1.9e-07,21.842,-0.123692
505,-4.4e-07,21.8545,-0.121873
506,-7.5e-07,21.8694,-0.120054
507,-6.5e-07,21.8799,-0.118235
508,5.9e-07,21.8831,-0.118235
509,1.97e-06,21.8817,-0.116416
510,2.28e-06,21.8836,-0.114597
511,1.94e-06,21.8951,-0.114597
512,1.7e-06,21.9071,-0.116416
513,1.29e-06,21.9123,-0.118235
514,6.7e-07,21.9128,-0.118235
515,-2.4e-07,21.9129,-0.118235
516,-1.76e-06,21.9182,-0.118235
517,-3.2e-06,21.9287,-0.118235
518,-4.17e-06,21.9413,-0.116416
519,-4.6e-06,21.9543,-0.116416
520,-4.75e-06,21.9657,-0.116416
521,-5.08e-06,21.975,-0.120054
522,-4.58e-06,21.9849,-0.121873
523,-2.82e-06,22.0003,-0.123692
524,-1.29e-06,22.0187,-0.123692
525,-8.3e-07,22.0319,-0.121873
526,-1.04e-06,22.0315,-0.120054
527,-1.74e-06,22.0179,-0.118235
528,-2.42e-06,22.0073,-0.118235
529,-2.62e-06,22.0076,-0.118235
530,-2.31e-06,22.0114,-0.118235
531,-1.02e-06,22.0165,-0.118235
532,4.1e-07,22.0251,-0.120054
533,1.7e-07,22.038,-0.120054
534,-1.17e-06,22.0537,-0.121873
535,-2.98e-06,22.0684,-0.121873
536,-5.63e-06,22.0839,-0.121873
537,-7.85e-06,22.101,-0.120054
538,-9.13e-06,22.1191,-0.120054
539,-9.67e-06,22.1427,-0.121873
540,-8.92e-06,22.1674,-0.123692
541,-7.43e-06,22.1875,-0.123692
542,-6.11e-06,22.2079,-0.121873
543,-5e-06,22.2277,-0.120054
544,-3.47e-06,22.243,-0.120054
545,-1.32e-06,22.2547,-0.120054
546,8.5e-07,22.259,-0.120054
547,2.6e-06,22.2516,-0.120054
548,3.19e-06,22.2399,-0.120054
549,2.25e-06,22.2362,-0.121873
550,8e-08,22.2421,-0.121873
551,-2.35e-06,22.2521,-0.121873
552,-4.11e-06,22.2673,-0.123692
553,-5.25e-06,22.2896,-0.123692
554,-6.11e-06,22.312,-0.123692
555,-6.03e-06,22.3315,-0.121873
556,-4.48e-06,22.352,-0.123692
557,-2.76e-06,22.3685,-0.121873
558,-2.39e-06,22.3764,-0.121873
559,-3.33e-06,22.379,-0.120054
560,-4.31e-06,22.3826,-0.120054
561,-4.17e-06,22.3913,-0.120054
562,-3.29e-06,22.4043,-0.120054
563,-2.75e-06,22.4168,-0.121873
564,-2.18e-06,22.423,-0.121873
565,-7.1e-07,22.4249,-0.121873
566,8.6e-07,22.4283,-0.121873
567,1.26e-06,22.4339,-0.120054
568,9.1e-07,22.4376,-0.120054
569,6.5e-07,22.4429,-0.118235
570,-5e-08,22.4528,-0.118235
571,-1.29e-06,22.4667,-0.120054
572,-1.96e-06,22.4888,-0.120054
573,-1.94e-06,22.5108,-0.121873
574,-1.79e-06,22.5207,-0.123692
575,-1.42e-06,22.5221,-0.12733
576,-1.31e-06,22.5235,-0.129149
577,-1.99e-06,22.5298,-0.129149
578,-2.72e-06,22.5425,-0.130968
579,-2.72e-06,22.5582,-0.129149
580,-1.99e-06,22.5706,-0.12733
581,-1.51e-06,22.5816,-0.123692
582,-1.68e-06,22.5992,-0.121873
583,-1.77e-06,22.6147,-0.120054
584,-2.21e-06,22.6183,-0.120054
585,-3.31e-06,22.6193,-0.118235
586,-4.54e-06,22.622,-0.116416
587,-5.59e-06,22.6215,-0.116416
588,-5.49e-06,22.6225,-0.114597
589,-4.24e-06,22.6282,-0.112778
590,-3.07e-06,22.6345,-0.110959
591,-2.17e-06,22.646,-0.110959
592,-7.6e-07,22.6641,-0.112778
593,1.01e-06,22.6813,-0.116416
594,1.7e-06,22.6938,-0.120054
595,1.24e-06,22.701,-0.121873
596,-1.1e-07,22.7062,-0.123692
597,-1.84e-06,22.7125,-0.123692
598,-2.93e-06,22.7189,-0.121873
599,-3.55e-06,22.7241,-0.118235
600,-3.67e-06,22.7304,-0.114597
601,-2.65e-06,22.7396,-0.110959
602,-1.03e-06,22.7497,-0.110959
603,-1.6e-07,22.763,-0.112778
604,3e-08,22.7776,-0.114597
605,7e-08,22.7883,-0.118235
606,-3e-07,22.7943,-0.120054
607,-1.28e-06,22.7978,-0.120054
608,-2.25e-06,22.8062,-0.120054
609,-2.64e-06,22.8234,-0.118235
610,-2.29e-06,22.8436,-0.118235
611,-1.03e-06,22.8581,-0.118235
612,4.3e-07,22.8662,-0.118235
613,8.1e-07,22.8687,-0.116416
614,0.0,22.8611,-0.114597
615,-1.82e-06,22.8499,-0.114597
616,-4.16e-06,22.8484,-0.116416
