,Rotation,Base moment [kN.m],Axial_Disp. [mm]
295,-5.76e-06,22.3766,-0.138244
296,-5.89e-06,22.3855,-0.138244
297,-5.4e-06,22.397,-0.138244
298,-5.19e-06,22.4092,-0.138244
299,-5.53e-06,22.4225,-0.140063
300,-6.65e-06,22.4433,-0.140063
301,-7.87e-06,22.4704,-0.141882
302,-8.38e-06,22.4937,-0.143701
303,-8.53e-06,22.5141,-0.143701
304,-9.01e-06,22.541,-0.14552
305,-1.01e-05,22.578,-0.14552
306,-1.093e-05,22.6218,-0.143701
307,-1.015e-05,22.6628,-0.141882
308,-8.38e-06,22.6913,-0.141882
309,-6.59e-06,22.7085,-0.141882
310,-4.62e-06,22.7233,-0.141882
311,-3.22e-06,22.7437,-0.141882
312,-2.83e-06,22.7687,-0.143701
313,-3.04e-06,22.7876,-0.143701
314,-3.2e-06,22.7987,-0.14552
315,-3.44e-06,22.8077,-0.147339
316,-4.49e-06,22.8126,-0.147339
317,-5.99e-06,22.8099,-0.147339
318,-7.05e-06,22.8023,-0.147339
319,-6.95e-06,22.7921,-0.147339
320,-5.54e-06,22.7795,-0.147339
321,-4.08e-06,22.7709,-0.147339
322,-3.67e-06,22.7696,-0.147339
323,-3.78e-06,22.7722,-0.14552
324,-3.33e-06,22.779,-0.14552
325,-2.46e-06,22.7929,-0.14552
326,-2.65e-06,22.8103,-0.147339
327,-3.68e-06,22.8279,-0.147339
328,-4.7e-06,22.847,-0.149158
329,-5.83e-06,22.8708,-0.150977
330,-6.46e-06,22.9009,-0.150977
331,-6.52e-06,22.9317,-0.150977
332,-6.92e-06,22.9591,-0.150977
333,-7.46e-06,22.9859,-0.149158
334,-6.92e-06,23.021,-0.150977
335,-5.31e-06,23.0694,-0.152796
336,-3.86e-06,23.1225,-0.154615
337,-3.29e-06,23.1745,-0.156434
338,-3.52e-06,23.2262,-0.158253
339,-4.58e-06,23.2751,-0.161891
340,-5.92e-06,23.3211,-0.16371
341,-6.77e-06,23.3653,-0.16371
342,-7.31e-06,23.4042,-0.161891
343,-7.44e-06,23.4378,-0.160072
344,-7.43e-06,23.4662,-0.158253
345,-7.65e-06,23.4873,-0.158253
346,-7.17e-06,23.5036,-0.160072
347,-5.38e-06,23.5122,-0.161891
348,-3.4e-06,23.5131,-0.161891
349,-2.67e-06,23.5091,-0.161891
350,-2.98e-06,23.4994,-0.16371
351,-3.57e-06,23.4893,-0.16371
352,-4e-06,23.4796,-0.165529
353,-3.49e-06,23.4654,-0.165529
354,-2.86e-06,23.4445,-0.16371
355,-3.38e-06,23.418,-0.16371
356,-3.99e-06,23.3869,-0.165529
357,-4.01e-06,23.3544,-0.165529
358,-4.26e-06,23.3275,-0.165529
359,-4.73e-06,23.3071,-0.165529
360,-4.52e-06,23.2874,-0.167348
361,-4.14e-06,23.2671,-0.165529
362,-4.16e-06,23.2518,-0.165529
363,-3.98e-06,23.2433,-0.161891
364,-3.93e-06,23.2366,-0.161891
365,-4.13e-06,23.2267,-0.161891
366,-4.25e-06,23.2162,-0.16371
367,-4.2e-06,23.2095,-0.167348
368,-3.96e-06,23.2107,-0.169167
369,-3.91e-06,23.2233,-0.170986
370,-4.02e-06,23.2405,-0.174624
371,-4.23e-06,23.2541,-0.176443
372,-4.58e-06,23.2601,-0.176443
373,-4.97e-06,23.2585,-0.176443
374,-5.56e-06,23.2537,-0.174624
375,-5.78e-06,23.252,-0.176443
376,-5.1e-06,23.2556,-0.180081
377,-4.08e-06,23.2565,-0.180081
378,-3.07e-06,23.2524,-0.180081
379,-2.29e-06,23.25,-0.178262
380,-2.21e-06,23.2549,-0.176443
381,-2.51e-06,23.2661,-0.176443
382,-2.72e-06,23.2767,-0.178262
383,-3.67e-06,23.2808,-0.180081
384,-5.71e-06,23.2785,-0.180081
385,-7.21e-06,23.2758,-0.180081
386,-6.72e-06,23.2729,-0.1819
387,-5.12e-06,23.2653,-0.1819
388,-3.41e-06,23.2491,-0.1819
389,-1.61e-06,23.2223,-0.180081
390,-5.3e-07,23.1928,-0.180081
391,-1.7e-07,23.1755,-0.180081
392,4.7e-07,23.1735,-0.1819
393,1.06e-06,23.1746,-0.185538
394,9e-07,23.1726,-0.187357
395,1.9e-07,23.1683,-0.187357
396,-4.5e-07,23.1538,-0.189176
397,-4.6e-07,23.131,-0.189176
398,5.6e-07,23.1099,-0.189176
399,2.04e-06,23.0892,-0.187357
400,2.47e-06,23.0732,-0.187357
401,1.69e-06,23.0634,-0.185538
402,7.5e-07,23.0522,-0.185538
403,-3.9e-07,23.0394,-0.183719
404,-1.76e-06,23.0263,-0.183719
405,-2.83e-06,23.0067,-0.183719
406,-3.81e-06,22.9741,-0.187357
407,-4.32e-06,22.934,-0.189176
408,-4.12e-06,22.8915,-0.192814
409,-4.02e-06,22.8423,-0.196452
410,-3.63e-06,22.7908,-0.198271
411,-3.37e-06,22.7444,-0.20009
412,-4.21e-06,22.7048,-0.20009
413,-4.47e-06,22.6721,-0.20009
414,-3.31e-06,22.6361,-0.20009
415,-2.03e-06,22.5899,-0.20009
416,-1.54e-06,22.536,-0.20009
417,-2.16e-06,22.4756,-0.201909
418,-3.04e-06,22.416,-0.203728
419,-3.62e-06,22.362,-0.205547
420,-4.02e-06,22.3126,-0.205547
421,-3.86e-06,22.2713,-0.205547
422,-2.55e-06,22.2443,-0.203728
423,-2.9e-07,22.2276,-0.203728
424,1.27e-06,22.2079,-0.203728
425,1.54e-06,22.1857,-0.205547
426,6.9e-07,22.1725,-0.207366
427,-1.37e-06,22.1731,-0.209185
428,-3.14e-06,22.1865,-0.209185
429,-3.48e-06,22.2051,-0.209185
430,-3.15e-06,22.2165,-0.209185
431,-2.9e-06,22.2148,-0.207366
432,-2.88e-06,22.2058,-0.207366
433,-2.96e-06,22.1982,-0.209185
434,-3.24e-06,22.1968,-0.209185
435,-3.76e-06,22.2054,-0.211004
436,-4.24e-06,22.2206,-0.211004
437,-4.41e-06,22.2358,-0.212823
438,-4.34e-06,22.2528,-0.212823
439,-4.09e-06,22.2698,-0.214642
440,-3.46e-06,22.2779,-0.216461
441,-2.97e-06,22.2792,-0.216461
442,-2.94e-06,22.2861,-0.216461
443,-2.33e-06,22.3033,-0.214642
444,-1.11e-06,22.3238,-0.212823
445,8e-08,22.3427,-0.212823
446,1.21e-06,22.3588,-0.214642
447,2.4e-06,22.3679,-0.216461
448,3.47e-06,22.3689,-0.21828
449,3.56e-06,22.3711,-0.220099
450,2.25e-06,22.3832,-0.220099
451,-1.2e-07,22.3996,-0.220099
