,Time[sec],Top_Inplane_Disp[mm]
625,125.1220703,12.20743731
626,125.3222656,12.23173272
627,125.5224609,12.24843878
628,125.7226563,12.27021962
629,125.9228516,12.2850202
630,126.1230469,12.31076196
631,126.3232422,12.32909691
632,126.5234375,12.34856062
633,126.7236328,12.37137895
634,126.9238281,12.39032485
635,127.1240234,12.40955573
636,127.3242188,12.43105903
637,127.5244141,12.4514401
638,127.7246094,12.46963441
639,127.9248047,12.49021851
640,128.125,12.50852179
641,128.3251953,12.53255177
642,128.5253906,12.54767738
643,128.7255859,12.56816182
644,128.9257813,12.59131823
645,129.1259766,12.61044573
646,129.3261719,12.62965146
647,129.5263672,12.65106257
648,129.7265625,12.67078985
649,129.9267578,12.68983912
650,130.1269531,12.71003205
651,130.3271484,12.73132861
652,130.5273438,12.75337115
653,130.7275391,12.76987977
654,130.9277344,12.79248204
655,131.1279297,12.81015761
656,131.328125,12.834155
657,131.5283203,12.85342686
658,131.7285156,12.87239324
659,131.9287109,12.89490238
660,132.1289063,12.90490478
661,132.3291016,12.93620188
662,132.5292969,12.95208465
663,132.7294922,12.9750045
664,132.9296875,12.9907392
665,133.1298828,13.01081572
666,133.3300781,13.0300289
667,133.5302734,13.0525399
668,133.7304688,13.06886971
669,133.9306641,13.09112832
670,134.1308594,13.10970169
671,134.3310547,13.12979963
672,134.53125,13.1491432
673,134.7314453,13.16772588
674,134.9316406,13.18856049
675,135.1318359,13.21177743
676,135.3320313,13.23130634
677,135.5322266,13.2550234
678,135.7324219,13.26929312
679,135.9326172,13.29293568
680,136.1328125,13.31202872
681,136.3330078,13.33113387
682,136.5332031,13.35357223
683,136.7333984,13.37125618
684,136.9335938,13.3916745
685,137.1337891,13.41065113
686,137.3339844,13.43243942
687,137.5341797,13.45228031
688,137.734375,13.46720289
689,137.9345703,13.48997373
690,138.1347656,13.51144817
691,138.3349609,13.52977753
692,138.5351563,13.54980189
693,138.7353516,13.57071195
694,138.9355469,13.59417103
695,139.1357422,13.61342333
696,139.3359375,13.63337319
697,139.5361328,13.65251653
698,139.7363281,13.6714261
699,139.9365234,13.69008236
700,140.1367188,13.70919961
701,140.3369141,13.72502558
702,140.5371094,13.74958549
703,140.7373047,13.77487276
704,140.9375,13.79120722
705,141.1376953,13.81319482
706,141.3378906,13.83437775
707,141.5380859,13.85216508
708,141.7382813,13.87639623
709,141.9384766,13.89541756
710,142.1386719,13.90894223
711,142.3388672,13.93029653
712,142.5390625,13.95227015
713,142.7392578,13.97081465
714,142.9394531,13.98923714
715,143.1396484,14.00978956
716,143.3398438,14.0284868
717,143.5400391,14.05433752
718,143.7402344,14.07279074
719,143.9404297,14.0905045
720,144.140625,14.10917472
721,144.3408203,14.12968151
722,144.5410156,14.14779108
723,144.7412109,14.16853443
724,144.9414063,14.19129875
725,145.1416016,14.20686115
726,145.3417969,14.22897168
727,145.5419922,14.2517481
728,145.7421875,14.27548379
729,145.9423828,14.28980008
730,146.1425781,14.30969033
731,146.3427734,14.32777103
732,146.5429688,14.35012743
733,146.7431641,14.37266264
734,146.9433594,14.38618172
735,147.1435547,14.41234536
736,147.34375,14.43113107
737,147.5439453,14.44852725
738,147.7441406,14.47154395
739,147.9443359,14.4918384
740,148.1445313,14.51575663
741,148.3447266,14.53674678
742,148.5449219,14.55240604
743,148.7451172,14.5724453
744,148.9453125,14.59330507
745,149.1455078,14.61062208
746,149.3457031,14.63365834
747,149.5458984,14.6470163
748,149.7460938,14.64563049
749,149.9462891,14.63126019
750,150.1464844,14.60617222
751,150.3466797,14.58077133
752,150.546875,14.56005033
753,150.7470703,14.53863829
754,150.9472656,14.5187946
755,151.1474609,14.49928246
756,151.3476563,14.47845437
757,151.5478516,14.4538302
758,151.7480469,14.4385742
759,151.9482422,14.41721432
760,152.1484375,14.39024135
761,152.3486328,14.37482331
762,152.5488281,14.34817072
763,152.7490234,14.33297526
764,152.9492188,14.31307569
765,153.1494141,14.28699028
766,153.3496094,14.26951122
767,153.5498047,14.25067801
768,153.75,14.22507595
769,153.9501953,14.20421898
770,154.1503906,14.18574527
771,154.3505859,14.16571718
772,154.5507813,14.14282806
773,154.7509766,14.12494574
774,154.9511719,14.10452649
775,155.1513672,14.08254728
776,155.3515625,14.06056061
777,155.5517578,14.04279005
778,155.7519531,14.01666272
779,155.9521484,14.00208939
780,156.1523438,13.9818741
781,156.3525391,13.96253053
782,156.5527344,13.93763255
783,156.7529297,13.91797699
784,156.953125,13.90093751
785,157.1533203,13.8751762
786,157.3535156,13.86040729
787,157.5537109,13.83789536
788,157.7539063,13.81630357
789,157.9541016,13.79706711
790,158.1542969,13.77945766
791,158.3544922,13.75533268
792,158.5546875,13.73683196
793,158.7548828,13.71652074
794,158.9550781,13.70383706
795,159.1552734,13.67581822
796,159.3554688,13.66204396
797,159.5556641,13.63623142
798,159.7558594,13.62056844
799,159.9560547,13.59693892
800,160.15625,13.58239073
801,160.3564453,13.55792768
802,160.5566406,13.54078948
803,160.7568359,13.51512037
804,160.9570313,13.50085065
805,161.1572266,13.4746572
806,161.3574219,13.45768105
807,161.5576172,13.43769766
808,161.7578125,13.41333427
809,161.9580078,13.39664962
810,162.1582031,13.37051205
811,162.3583984,13.35226558
812,162.5585938,13.33264913
813,162.7587891,13.31247203
814,162.9589844,13.28804716
815,163.1591797,13.26981094
816,163.359375,13.25622573
817,163.5595703,13.23083229
818,163.7597656,13.21043912
819,163.9599609,13.19196168
820,164.1601563,13.17137666
821,164.3603516,13.15240934
822,164.5605469,13.13427277
823,164.7607422,13.11047748
824,164.9609375,13.0866142
825,165.1611328,13.07301782
826,165.3613281,13.05300929
827,165.5615234,13.03058024
828,165.7617188,13.01392261
829,165.9619141,12.99627498
830,166.1621094,12.97242101
831,166.3623047,12.94836868
832,166.5625,12.93053571
833,166.7626953,12.90786825
834,166.9628906,12.89264765
835,167.1630859,12.87227403
836,167.3632813,12.84684613
837,167.5634766,12.82938942
838,167.7636719,12.80760299
839,167.9638672,12.79131602
840,168.1640625,12.76472025
841,168.3642578,12.75307685
842,168.5644531,12.73089088
843,168.7646484,12.70764787
844,168.9648438,12.68931385
845,169.1650391,12.67072652
846,169.3652344,12.64732517
847,169.5654297,12.62803655
848,169.765625,12.61025388
849,169.9658203,12.58549187
850,170.1660156,12.56776694
851,170.3662109,12.54681591
852,170.5664063,12.52529863
853,170.7666016,12.50630431
854,170.9667969,12.48805597
855,171.1669922,12.46479619
856,171.3671875,12.44553458
857,171.5673828,12.42665481
858,171.7675781,12.40940299
859,171.9677734,12.38547731
860,172.1679688,12.36940082
861,172.3681641,12.34488469
862,172.5683594,12.32613716
863,172.7685547,12.30361685
864,172.96875,12.28444837
865,173.1689453,12.26652414
866,173.3691406,12.24497799
867,173.5693359,12.22704351
868,173.7695313,12.20598631
869,173.9697266,12.1845752
870,174.1699219,12.16828823
871,174.3701172,12.15061639
872,174.5703125,12.12479267
873,174.7705078,12.10938394
874,174.9707031,12.08530739
875,175.1708984,12.06383575
876,175.3710938,12.04587612
877,175.5712891,12.02611532
878,175.7714844,12.0048821
879,175.9716797,11.98827848
880,176.171875,11.96695305
881,176.3720703,11.94748003
882,176.5722656,11.92310732
883,176.7724609,11.90674864
884,176.9726563,11.88733988
885,177.1728516,11.8669793
886,177.3730469,11.84748299
887,177.5732422,11.83049474
888,177.7734375,11.80588547
889,177.9736328,11.78469043
890,178.1738281,11.76653057
891,178.3740234,11.74656302
892,178.5742188,11.72335818
893,178.7744141,11.70668378
894,178.9746094,11.68606151
895,179.1748047,11.66612934
896,179.375,11.64001785
897,179.5751953,11.62141841
898,179.7753906,11.60972565
899,179.9755859,11.58448774
900,180.1757813,11.56514697
901,180.3759766,11.54032256
902,180.5761719,11.52831968
903,180.7763672,11.50606852
904,180.9765625,11.48520689
905,181.1767578,11.46821026
906,181.3769531,11.44714281
907,181.5771484,11.42437942
908,181.7773438,11.40708663
909,181.9775391,11.38647273
910,182.1777344,11.36793196
911,182.3779297,11.34053152
912,182.578125,11.32708695
913,182.7783203,11.30487304
914,182.9785156,11.28103025
915,183.1787109,11.26739476
916,183.3789063,11.24586165
917,183.5791016,11.22037414
918,183.7792969,11.20383479
919,183.9794922,11.18313801
920,184.1796875,11.16808224
921,184.3798828,11.14684902
922,184.5800781,11.12673152
923,184.7802734,11.1073032
924,184.9804688,11.08080707
925,185.1806641,11.06380206
926,185.3808594,11.04291249
927,185.5810547,11.02289837
928,185.78125,11.0063618
929,185.9814453,10.98632161
930,186.1816406,10.96531283
931,186.3818359,10.94453596
932,186.5820313,10.92280168
933,186.7822266,10.89938544
934,186.9824219,10.88220067
935,187.1826172,10.8631663
936,187.3828125,10.84312983
937,187.5830078,10.8264517
938,187.7832031,10.8037563
939,187.9833984,10.78178361
940,188.1835938,10.76332387
941,188.3837891,10.74178983
942,188.5839844,10.7278293
943,188.7841797,10.7081281
944,188.984375,10.68369485
945,189.1845703,10.6655946
946,189.3847656,10.64623427
947,189.5849609,10.62208787
948,189.7851563,10.60652826
949,189.9853516,10.58403216
950,190.1855469,10.56386903
951,190.3857422,10.54581162
952,190.5859375,10.52280609
953,190.7861328,10.50523203
954,190.9863281,10.48249938
955,191.1865234,10.46340168
956,191.3867188,10.44599619
957,191.5869141,10.42519137
958,191.7871094,10.4067931
959,191.9873047,10.38788352
960,192.1875,10.36504842
961,192.3876953,10.34577284
962,192.5878906,10.32442506
963,192.7880859,10.311177
964,192.9882813,10.28684992
965,193.1884766,10.26284043
966,193.3886719,10.24372038
967,193.5888672,10.22212766
968,193.7890625,10.20177454
969,193.9892578,10.17876156
970,194.1894531,10.16365364
971,194.3896484,10.14394406
972,194.5898438,10.12176648
973,194.7900391,10.10272652
