,Time[sec],Top_Inplane_Disp[mm],Top_Inplane_Rotation[%rad]
171,17.03320313,0.00044159,1.27e-05
172,17.1328125,0.001290294,-8.06e-06
173,17.23242188,-0.003215168,1.23e-05
174,17.33203125,0.000135462,1.3e-05
175,17.43164063,-9.5e-05,1.23e-05
176,17.53125,-0.00531356,1.32e-05
177,17.63085938,3.38e-05,2.98e-06
178,17.73046875,-0.00237447,1.31e-05
179,17.83007813,0.001788342,-1.31e-05
180,17.9296875,-0.000929717,-2.04e-05
181,18.02929688,-0.002367619,9.13e-06
182,18.12890625,0.003410083,-7.39e-06
183,18.22851563,-0.001041032,1.22e-05
184,18.328125,0.004393441,1.2e-05
185,18.42773438,-0.002355459,2.28e-06
186,18.52734375,-0.003660892,-1.31e-05
187,18.62695313,-0.001667706,2.37e-05
188,18.7265625,0.00023095,1.61e-05
189,18.82617188,0.001983536,-8.58e-06
190,18.92578125,0.002342175,3.85e-06
191,19.02539063,0.003090645,8.23e-06
192,19.125,-0.003899243,9.24e-06
193,19.22460938,0.001629984,-6.68e-06
194,19.32421875,0.002496735,1.39e-05
195,19.42382813,0.003035807,1.23e-05
196,19.5234375,0.002815446,1.94e-06
197,19.62304688,-0.00047685,1.24e-05
198,19.72265625,-0.000371396,8.41e-06
199,19.82226563,0.0002672,9.48e-06
200,19.921875,-0.00412544,-1.31e-05
201,20.02148438,0.002785289,2.44e-07
202,20.12109375,0.002459826,1.94e-06
203,20.22070313,0.002327954,1.24e-05
204,20.3203125,0.004389022,-8.42e-06
205,20.41992188,-0.000806171,1.16e-05
206,20.51953125,0.004639814,8.84e-06
207,20.61914063,-0.001919361,1.22e-05
208,20.71875,0.001298777,1.53e-05
209,20.81835938,-0.001533081,-2.19e-05
210,20.91796875,-0.002415041,-2.11e-05
211,21.01757813,-0.001344106,8.39e-06
212,21.1171875,-0.000646698,2.69e-06
213,21.21679688,-7.26e-05,1.18e-05
214,21.31640625,-0.000992829,1.11e-05
215,21.41601563,-0.000819616,1.12e-05
216,21.515625,0.001414834,-2.15e-05
217,21.61523438,0.001241533,-1.03e-05
218,21.71484375,0.003708758,1.31e-05
219,21.81445313,-6.44e-05,-1.85e-05
220,21.9140625,-0.000443879,1.19e-05
221,22.01367188,0.001409942,1.16e-05
222,22.11328125,-0.000271512,8.94e-06
223,22.21289063,0.00247715,1.17e-05
224,22.3125,-0.002638673,2.07e-06
225,22.41210938,0.00243287,-1.76e-05
226,22.51171875,-0.000684185,1.21e-05
227,22.61132813,-0.001946523,-1.91e-05
228,22.7109375,-0.000538797,9.24e-06
229,22.81054688,0.001375306,8.75e-06
230,22.91015625,0.003011707,3.35e-05
231,23.00976563,-1.16e-05,1.12e-05
232,23.109375,0.000921898,-2.59e-05
233,23.20898438,-0.002908815,-1.76e-05
234,23.30859375,0.001416483,-5.17e-06
235,23.40820313,-0.005090238,-5.07e-05
236,23.5078125,0.00090736,1.36e-05
237,23.60742188,0.000498321,1.16e-08
238,23.70703125,0.002311238,-2.13e-05
239,23.80664063,0.001561604,2.04e-05
240,23.90625,0.000447034,8.01e-06
241,24.00585938,0.00261759,-1.01e-05
242,24.10546875,-0.003204754,-1.98e-05
243,24.20507813,-1.62e-05,-5.76e-06
244,24.3046875,-0.000896854,-3.42e-05
245,24.40429688,0.001225463,1.15e-05
246,24.50390625,0.0024755,-5.4e-05
247,24.60351563,0.0020253,-1.11e-06
248,24.703125,-0.001537544,2.49e-05
249,24.80273438,-0.000179229,-3.32e-05
250,24.90234375,-0.001499174,4.14e-05
251,25.00195313,-0.000863116,-8.46e-06
252,25.1015625,0.001020894,3.69e-05
253,25.20117188,0.002876399,4.05e-05
254,25.30078125,-0.001790387,1.02e-05
255,25.40039063,0.000629609,-2.03e-05
256,25.5,-0.004887361,6.67e-06
257,25.59960938,-0.000568522,1.9e-05
258,25.69921875,-0.002262597,-2.02e-05
259,25.79882813,0.004524614,-3.58e-05
260,25.8984375,-0.003583538,1.14e-05
261,25.99804688,-0.002450604,1.11e-05
262,26.09765625,0.002954335,2.7e-06
263,26.19726563,0.002899557,-2.2e-05
264,26.296875,0.001378169,1.18e-05
265,26.39648438,0.001343839,-2.28e-05
266,26.49609375,-0.005244065,7.8e-07
267,26.59570313,0.003321185,-2.31e-05
268,26.6953125,0.000526981,1.06e-05
269,26.79492188,-0.001032244,1.13e-05
270,26.89453125,-0.001327258,7.24e-06
271,26.99414063,0.001110227,-3.6e-05
272,27.09375,-0.000954102,1.69e-05
273,27.19335938,-0.003013127,-5.63e-06
274,27.29296875,-0.000560437,-4.67e-05
275,27.39257813,0.001197513,2.73e-05
276,27.4921875,-0.001506945,-2.05e-05
277,27.59179688,0.001898824,1.19e-05
278,27.69140625,-9.89e-05,1.26e-05
279,27.79101563,0.000257758,-2.25e-05
280,27.890625,0.00560366,-3.84e-05
281,27.99023438,0.004392279,1.02e-05
282,28.08984375,0.000689603,1.06e-05
283,28.18945313,0.000734191,-2.1e-05
284,28.2890625,0.004417604,-1.18e-05
285,28.38867188,0.001102391,-1.29e-05
286,28.48828125,0.001578858,7.61e-06
287,28.58789063,0.000924484,7.65e-06
288,28.6875,0.004047447,-2.17e-05
289,28.78710938,-0.001798014,-1.85e-05
290,28.88671875,-0.004848712,-9.22e-06
291,28.98632813,0.000299905,7.85e-06
292,29.0859375,-0.000150864,-2.28e-05
293,29.18554688,0.000215753,-1.1e-05
294,29.28515625,-0.000888282,-2.32e-05
295,29.38476563,-0.003261212,7.49e-06
296,29.484375,-0.002333661,1.12e-05
297,29.58398438,0.000383861,1.09e-05
298,29.68359375,-0.0026098,-2.29e-05
299,29.78320313,0.00412673,-2.33e-05
300,29.8828125,-0.00045093,-2.15e-05
301,29.98242188,8.59e-05,1.15e-05
302,30.08203125,0.000791121,-1.27e-05
303,30.18164063,0.00146232,-2.76e-05
304,30.28125,-3.81e-05,1.02e-05
305,30.38085938,0.000231654,9.85e-06
306,30.48046875,0.001898936,6.85e-06
307,30.58007813,-0.003649611,-2.24e-05
308,30.6796875,0.001479958,1.51e-06
309,30.77929688,-0.003656689,-2.27e-05
310,30.87890625,-0.000265714,-1.9e-05
311,30.97851563,0.000457348,1.08e-05
312,31.078125,-0.0007159,1.4e-06
313,31.17773438,-0.003511204,1.08e-05
314,31.27734375,-0.002966405,2.97e-06
315,31.37695313,-0.002704829,3.61e-05
316,31.4765625,-0.001153213,1.07e-05
317,31.57617188,0.00086016,-2.26e-05
318,31.67578125,-0.006402839,-1.92e-06
319,31.77539063,0.001964655,-2.27e-05
320,31.875,0.002223436,-1.49e-06
321,31.97460938,-0.004355993,-1.04e-05
322,32.07421875,0.003273674,1.54e-06
323,32.17382813,0.001979181,1.74e-05
324,32.2734375,0.000673703,-3.15e-05
325,32.37304688,-0.001241166,-1.78e-05
326,32.47265625,0.003781668,-4.64e-05
327,32.57226563,-0.000564595,-1.7e-05
328,32.671875,-0.001517609,1.11e-05
329,32.77148438,-0.00138142,-1.21e-05
330,32.87109375,-0.003511568,-1.35e-05
331,32.97070313,-0.001345138,-3.32e-05
332,33.0703125,-0.002259343,9.84e-06
333,33.16992188,-0.000644296,1.23e-05
334,33.26953125,-0.001466893,-2.68e-05
335,33.36914063,-2.93e-05,-2.08e-05
336,33.46875,-0.002903409,-2.18e-05
337,33.56835938,-0.000896747,7.37e-06
338,33.66796875,0.003085963,-1.23e-05
339,33.76757813,-0.00230448,1e-05
340,33.8671875,-0.000331664,9.93e-06
341,33.96679688,-0.000163602,9.62e-06
342,34.06640625,0.000143483,-1.38e-05
343,34.16601563,-0.002415636,-1.3e-05
344,34.265625,-0.00218039,-1.44e-05
345,34.36523438,-0.003221623,-1.32e-05
346,34.46484375,-0.001434773,-3.11e-06
347,34.56445313,0.00187281,9.12e-06
348,34.6640625,-0.000779661,-2.03e-05
349,34.76367188,-0.002963732,7.35e-06
350,34.86328125,0.001774755,-2.28e-05
351,34.96289063,-0.004967643,-5.31e-06
352,35.0625,0.001864655,1.34e-06
353,35.16210938,-0.004374021,1.3e-06
354,35.26171875,0.002083692,7.37e-06
355,35.36132813,0.000767815,-1.19e-06
356,35.4609375,-0.000581863,-1.08e-05
357,35.56054688,-0.001320919,5.01e-07
358,35.66015625,-0.000509481,1.11e-05
359,35.75976563,-0.002159479,-2.39e-06
360,35.859375,0.000301289,-2.01e-05
361,35.95898438,0.000287583,9.29e-06
362,36.05859375,0.003035408,7.16e-06
363,36.15820313,0.001526515,1.08e-05
364,36.2578125,-0.000481961,6.37e-06
365,36.35742188,0.002070792,-2.91e-07
366,36.45703125,-0.003344901,-2.32e-05
367,36.55664063,-0.00126249,-8.25e-06
368,36.65625,-0.000296053,-1.22e-05
369,36.75585938,-0.002628027,1.02e-05
370,36.85546875,-0.000703301,-8.72e-06
371,36.95507813,0.000300786,9.8e-06
372,37.0546875,0.003232622,-2.35e-05
373,37.15429688,0.000641006,-1.08e-05
374,37.25390625,-0.000461318,-1.12e-05
375,37.35351563,-0.001758286,6.43e-06
376,37.453125,-0.001300853,-4.46e-05
377,37.55273438,-0.002458668,-3.44e-05
378,37.65234375,-0.002024714,2.37e-05
379,37.75195313,0.000994776,1.77e-05
380,37.8515625,0.002057305,2.44e-06
381,37.95117188,-0.001218498,1.88e-05
382,38.05078125,-0.000220692,2.01e-06
383,38.15039063,-0.000292274,-5.81e-06
384,38.25,-0.002033381,-2.75e-05
385,38.34960938,0.001049085,4.95e-06
386,38.44921875,0.005321401,-2.35e-06
387,38.54882813,-0.000408195,7.73e-06
388,38.6484375,-0.004158369,-1.28e-05
389,38.74804688,0.000547411,1.09e-05
390,38.84765625,0.001372174,9.31e-08
391,38.94726563,-0.000496503,-2.31e-05
392,39.046875,0.002934202,6.39e-06
393,39.14648438,-0.00075029,9.51e-06
394,39.24609375,-4.98e-05,9.77e-06
395,39.34570313,0.002942817,8.65e-06
396,39.4453125,0.000334898,9.37e-06
397,39.54492188,-0.003461693,-1.39e-05
398,39.64453125,0.001190934,-3.09e-06
399,39.74414063,-0.001757011,-5.12e-05
400,39.84375,-0.000153697,4.69e-06
401,39.94335938,0.000290146,1.95e-05
402,40.04296875,0.000952894,-1.51e-06
403,40.14257813,0.001760228,1.86e-05
404,40.2421875,0.000657994,3.85e-06
405,40.34179688,0.000745717,2.81e-05
406,40.44140625,-0.000751273,-2.44e-05
407,40.54101563,-0.003966516,-2.09e-05
408,40.640625,0.002113173,-2.36e-05
409,40.74023438,0.00205202,-1.91e-05
410,40.83984375,-0.000159748,-3.07e-05
411,40.93945313,0.002836091,-2.7e-06
412,41.0390625,0.003337714,8.67e-06
413,41.13867188,-0.000780902,-1.14e-05
414,41.23828125,0.002096707,8.3e-06
415,41.33789063,0.000304525,9.52e-06
416,41.4375,0.001425438,-1.42e-05
417,41.53710938,0.000256464,-2.11e-05
418,41.63671875,-0.000114353,-2.4e-05
419,41.73632813,-0.001400819,9.93e-06
420,41.8359375,-0.002587398,-2.68e-07
421,41.93554688,-0.002614445,-2.68e-07
422,42.03515625,-0.000818225,-1.12e-05
423,42.13476563,0.004731487,1.34e-05
424,42.234375,-0.000661189,3.48e-05
425,42.33398438,-0.00066585,-3.31e-05
426,42.43359375,0.001493676,-5.27e-05
427,42.53320313,-0.001397357,1.56e-05
428,42.6328125,0.002128517,-2.72e-06
429,42.73242188,-0.001897979,5.56e-06
430,42.83203125,0.002625348,-3.17e-05
431,42.93164063,0.002123969,-2.4e-05
432,43.03125,0.001596863,4.67e-06
433,43.13085938,-0.001373051,-2.08e-05
434,43.23046875,-0.00188822,-1.37e-05
435,43.33007813,9.77e-06,9.28e-06
436,43.4296875,-0.000320911,9.77e-06
437,43.52929688,0.00096838,7.92e-07
438,43.62890625,-0.000836497,-1.33e-05
439,43.72851563,0.00212041,-2.48e-05
440,43.828125,-0.001586444,-4.38e-06
441,43.92773438,0.002640383,-2.35e-05
442,44.02734375,-0.000193827,-3.99e-05
443,44.12695313,-0.002724968,1.1e-05
444,44.2265625,-0.001882342,1.84e-05
445,44.32617188,-0.000915138,-1.59e-05
446,44.42578125,-0.000325083,1.21e-05
447,44.52539063,0.000872386,-2.11e-05
448,44.625,0.001333163,9.26e-06
449,44.72460938,-0.002736231,-2.36e-05
450,44.82421875,-0.001545567,-1.98e-06
451,44.92382813,-0.00448896,-4.82e-06
452,45.0234375,0.003147725,-2.4e-05
453,45.12304688,0.000358612,-1.99e-05
454,45.22265625,-0.002141044,1.53e-05
455,45.32226563,0.003591113,9.16e-06
456,45.421875,0.003718919,8.7e-06
457,45.52148438,0.002644155,-5.46e-06
458,45.62109375,-0.002340626,-2.23e-05
459,45.72070313,0.004560771,4.87e-06
460,45.8203125,-0.001582009,-1.33e-05
461,45.91992188,0.000544788,-2.25e-05
462,46.01953125,-0.003340173,-3.1e-06
463,46.11914063,-0.002360706,-1.55e-05
464,46.21875,0.003536573,-3.34e-05
465,46.31835938,-0.000694568,1.38e-05
466,46.41796875,-0.000603371,-3.29e-06
467,46.51757813,-0.006190927,4.12e-05
468,46.6171875,0.001412194,8.84e-06
469,46.71679688,-0.000888156,-1.34e-05
470,46.81640625,0.001204806,-2.76e-06
471,46.91601563,-0.000485652,-4.33e-05
472,47.015625,0.000532493,-2.14e-05
473,47.11523438,-0.00094886,-4.38e-06
474,47.21484375,-0.005405633,-2.3e-05
475,47.31445313,-0.000451068,-2.46e-05
476,47.4140625,0.003119036,-9.85e-06
477,47.51367188,-0.002369594,-2.49e-05
478,47.61328125,0.000500928,9.2e-06
479,47.71289063,-0.002149761,7.5e-06
480,47.8125,0.000612138,9.12e-06
481,47.91210938,0.000318836,9.06e-06
482,48.01171875,-0.003388601,6.74e-06
483,48.11132813,-0.001160263,-1.62e-05
484,48.2109375,-0.001245137,-2.7e-05
485,48.31054688,0.00188462,-3.36e-05
486,48.41015625,-0.001452883,-6.33e-06
487,48.50976563,-0.001070927,1.01e-05
488,48.609375,0.001608112,-1.64e-05
489,48.70898438,2.24e-05,9.52e-06
490,48.80859375,-0.004025285,3.5e-06
491,48.90820313,0.000873105,8.6e-06
492,49.0078125,0.00056572,8.18e-06
493,49.10742188,0.001105133,-2.18e-05
494,49.20703125,-0.001770043,7.63e-06
495,49.30664063,0.001307048,-2.46e-05
496,49.40625,-0.000608042,-2.48e-05
497,49.50585938,0.001018869,-1.3e-06
498,49.60546875,-0.000680919,8.5e-06
499,49.70507813,0.002241054,5.56e-06
500,49.8046875,-7.38e-05,-3.17e-05
501,49.90429688,-0.002611568,4.71e-06
502,50.00390625,-0.000141907,-3.38e-06
503,50.10351563,-0.002307045,-2.5e-05
504,50.203125,0.001791036,9.87e-06
505,50.30273438,-0.001060634,-3.37e-05
506,50.40234375,0.002848806,3.93e-06
507,50.50195313,-0.004711203,7.85e-06
508,50.6015625,0.001181269,-8.42e-06
509,50.70117188,0.000284518,-1.24e-05
510,50.80078125,0.002601352,-2.16e-05
511,50.90039063,-0.001660599,-5.25e-05
512,51.0,-0.001337977,-3.71e-05
513,51.09960938,-0.000277089,-4.71e-06
514,51.19921875,0.001592474,-2.33e-05
515,51.29882813,0.003068867,-2.32e-06
516,51.3984375,0.000841464,8.84e-06
517,51.49804688,6.92e-05,7.5e-06
518,51.59765625,0.003709604,8.45e-06
519,51.69726563,0.001676357,8.34e-06
520,51.796875,0.002594321,8.99e-06
521,51.89648438,0.000661969,8.85e-06
522,51.99609375,-0.0040614,-1.68e-05
523,52.09570313,-0.000521666,-1.96e-05
524,52.1953125,-0.001874364,-1.99e-05
525,52.29492188,0.000237122,2.72e-06
526,52.39453125,-0.000485872,-2.46e-05
527,52.49414063,0.002819778,-2.27e-06
528,52.59375,0.000106385,5.95e-06
529,52.69335938,0.000433043,8.57e-06
530,52.79296875,-0.002886729,8.41e-06
531,52.89257813,0.005445421,8.59e-06
532,52.9921875,-0.005491986,-2.45e-05
533,53.09179688,-0.003051239,-2.43e-05
534,53.19140625,0.00171021,-1.72e-05
535,53.29101563,0.000932199,-4.55e-06
536,53.390625,0.001341332,-5.06e-06
537,53.49023438,-0.001966868,-2.45e-05
538,53.58984375,-0.00399186,-2.42e-05
539,53.68945313,-0.001000054,9.02e-06
540,53.7890625,0.002289378,9.74e-06
541,53.88867188,-0.002148491,-1.08e-05
542,53.98828125,-0.002776788,7.83e-06
543,54.08789063,0.001242877,7.35e-06
544,54.1875,-0.002699989,1.99e-05
545,54.28710938,0.001483467,7.95e-06
546,54.38671875,0.002521946,4.39e-06
547,54.48632813,-0.002158105,9.13e-06
548,54.5859375,0.000158211,-2.58e-05
549,54.68554688,-0.000632153,-2.43e-05
550,54.78515625,-0.00314313,-2.45e-05
551,54.88476563,0.000579448,-4.28e-06
552,54.984375,0.001648233,-1.28e-06
553,55.08398438,-0.00331003,-1.62e-06
554,55.18359375,-0.003806668,8.95e-06
555,55.28320313,0.001182691,-2.25e-05
556,55.3828125,-0.003361258,2.83e-05
557,55.48242188,-0.000600435,4.95e-06
558,55.58203125,-0.003789524,-1.24e-05
559,55.68164063,0.0029283,7.85e-06
560,55.78125,0.001916214,-2.58e-05
561,55.88085938,0.006122488,-1.02e-06
562,55.98046875,0.001619764,3.31e-06
563,56.08007813,0.004449315,-1.57e-06
564,56.1796875,-0.000287563,-5.91e-06
565,56.27929688,0.001941342,6.8e-06
566,56.37890625,-0.001401626,7.46e-06
567,56.47851563,-0.000591501,7.51e-06
568,56.578125,6.36e-05,-2.33e-05
569,56.67773438,0.001682353,6.24e-06
570,56.77734375,-0.000158376,7.82e-06
571,56.87695313,0.000134484,-5.39e-06
572,56.9765625,-0.001029989,1.68e-05
573,57.07617188,0.001164251,-3.89e-06
574,57.17578125,0.00231576,-3.17e-05
575,57.27539063,0.000920545,-3.03e-05
576,57.375,0.001906087,-1.09e-05
577,57.47460938,0.000971398,-4.18e-06
578,57.57421875,0.000681971,6.98e-06
579,57.67382813,0.001595378,8.37e-06
580,57.7734375,0.000520563,-1.26e-05
581,57.87304688,0.000108825,5.79e-06
582,57.97265625,0.001516109,8.27e-06
583,58.07226563,-0.000697967,7.11e-06
584,58.171875,-0.002787176,-1.54e-06
585,58.27148438,0.002395294,-1.67e-05
586,58.37109375,0.001983672,-2.54e-05
587,58.47070313,0.00143714,-1.73e-05
588,58.5703125,0.001330713,-4.35e-05
589,58.66992188,0.000492089,1.15e-05
590,58.76953125,0.000916372,5.02e-05
591,58.86914063,-0.003552018,-3.97e-06
592,58.96875,-0.000117332,-4.19e-06
593,59.06835938,0.001735827,-2.24e-05
594,59.16796875,-0.001391077,-1.49e-06
595,59.26757813,-0.000338624,-1.62e-05
596,59.3671875,0.000875512,8.18e-06
597,59.46679688,-0.000910423,7.08e-06
598,59.56640625,-0.000784014,7.38e-06
599,59.66601563,-0.002620972,8.34e-06
600,59.765625,0.000646588,7.67e-06
601,59.86523438,-0.004032936,7.05e-06
602,59.96484375,0.002280826,6.76e-06
603,60.06445313,-0.001945101,-2.59e-05
604,60.1640625,0.002808871,7.09e-06
605,60.26367188,0.001440616,7.26e-06
606,60.36328125,-0.001280416,3.14e-07
607,60.46289063,-0.000899208,-3.45e-05
608,60.5625,0.001505479,-2.59e-05
609,60.66210938,0.001402261,4.27e-06
610,60.76171875,0.001335046,8.39e-06
611,60.86132813,0.001630969,7.59e-06
612,60.9609375,-0.005461815,7.25e-06
613,61.06054688,-0.000917402,8.01e-06
614,61.16015625,0.002259817,7.65e-06
615,61.25976563,0.001116414,6.5e-06
616,61.359375,-0.002901837,6.59e-06
617,61.45898438,0.002247864,-2.57e-05
618,61.55859375,0.002841198,-1.82e-06
619,61.65820313,-0.003195643,-2.48e-05
620,61.7578125,-0.003009413,-7.9e-06
621,61.85742188,-0.000482734,-1.81e-05
622,61.95703125,-0.000221794,-4.64e-06
623,62.05664063,-0.000785122,-5.94e-07
624,62.15625,0.000442373,-1.88e-05
625,62.25585938,-0.002808993,-3.51e-05
626,62.35546875,0.000660166,-2.54e-05
627,62.45507813,-0.001159629,-2.87e-05
628,62.5546875,0.002455575,5.24e-06
629,62.65429688,0.001809268,7.08e-06
630,62.75390625,0.001753677,8.16e-06
631,62.85351563,-0.000598108,7.18e-06
632,62.953125,-6.22e-05,4.32e-06
633,63.05273438,0.003768154,8.09e-06
634,63.15234375,-0.000674015,6.54e-06
635,63.25195313,4.28e-05,7.81e-06
636,63.3515625,-0.001262131,6.3e-06
637,63.45117188,0.001305635,6.38e-06
638,63.55078125,0.002686517,7.74e-06
