u1,u2,p1,p2
0.016276710966935774,0.9856388668080701,250000.00000000006,433012.7018922193
0.03255342193387155,1.9712777336161402,500000.0000000001,866025.4037844386
0.04883013290080732,2.9569166004242105,750000.0000000002,1299038.105676658
0.0651068438677431,3.9425554672322805,1000000.0000000002,1732050.8075688772
0.08138355483467888,4.9281943340403505,1250000.0000000002,2165063.5094610965
0.09766026580161466,5.913833200848421,1500000.0000000005,2598076.211353316
0.11393697676855044,6.899472067656491,1750000.0000000005,3031088.913245535
0.13021368773548622,7.885110934464562,2000000.0000000005,3464101.6151377545
0.146490398702422,8.870749801272632,2250000.0000000005,3897114.317029974
0.16276710966935778,9.856388668080703,2500000.0000000005,4330127.018922193
0.17904382063629357,10.842027534888773,2750000.0000000005,4763139.720814412
0.19532053160322935,11.827666401696844,3000000.000000001,5196152.422706632
0.21159724257016513,12.813305268504914,3250000.000000001,5629165.124598851
0.2278739535371009,13.798944135312984,3500000.000000001,6062177.82649107
0.2441506645040367,14.784583002121055,3750000.000000001,6495190.528383289
0.26042737547097244,15.770221868929125,4000000.000000001,6928203.230275509
0.2767040864379082,16.755860735737194,4250000.000000001,7361215.932167728
0.292980797404844,17.741499602545264,4500000.000000001,7794228.634059948
0.3092575083717798,18.727138469353335,4750000.000000001,8227241.335952167
0.32553421933871557,19.712777336161405,5000000.000000001,8660254.037844386
