u1,u2,p1,p2
0.2212230498887565,9.81018034801079,2500000.0000000005,4330127.018922193
0.5563251052806418,19.530536660131485,5000000.000000001,8660254.037844386
1.0009388907194814,29.164790097914185,7500000.000000002,12990381.05676658
1.5509200547836461,38.71645559870132,10000000.000000002,17320508.075688772
2.2023245070879707,48.18886127676579,12500000.000000002,21650635.094610967
2.9513899567479758,57.585164229925375,15000000.000000004,25980762.11353316
3.7945223471925758,66.90836275339868,17500000.000000004,30310889.132455356
4.728286640935716,76.16130564853303,20000000.000000004,34641016.151377544
5.7494006708164545,85.3466996161032,22500000.000000004,38971143.17029974
6.854730560834731,94.46711569955684,25000000.000000004,43301270.18922193
8.041286409430345,103.52499551376954,27500000.000000007,47631397.20814413
9.306217344966687,112.5226576861893,30000000.000000007,51961524.22706632
10.646805541194105,121.46230464632583,32500000.000000007,56291651.24598851
12.06045919969096,130.3460296820389,35000000.00000001,60621778.26491071
13.544704800710798,139.17582405537294,37500000.00000001,64951905.28383289
15.09717907472472,147.95358392988973,40000000.00000001,69282032.30275509
16.715621167915337,156.6811168850853,42500000.00000001,73612159.3216773
18.397865399102812,165.36014785658847,45000000.00000001,77942286.34059948
20.141834872661143,173.99232442011032,47500000.00000001,82272413.35952167
21.945536060659744,182.57922141405433,50000000.00000001,86602540.37844387
