u1,u2,p1,p2
1.6276710966935686,98.56388668080702,25000000.000000007,43301270.18922193
3.255342193387137,197.12777336161403,50000000.000000015,86602540.37844387
4.883013290080706,295.69166004242106,75000000.00000003,129903810.56766579
6.510684386774274,394.25554672322806,100000000.00000003,173205080.75688773
8.138355483467842,492.81943340403507,125000000.00000003,216506350.94610968
9.76602658016141,591.3833200848421,150000000.00000006,259807621.13533157
11.393697676854979,689.9472067656492,175000000.00000006,303108891.3245535
13.021368773548547,788.5110934464562,200000000.00000006,346410161.51377547
14.649039870242115,887.0749801272633,225000000.00000006,389711431.7029974
16.276710966935685,985.6388668080704,250000000.00000006,433012701.89221936
17.904382063629253,1084.2027534888773,275000000.00000006,476313972.0814412
19.53205316032282,1182.7666401696843,300000000.0000001,519615242.27066314
21.15972425701639,1281.3305268504912,325000000.0000001,562916512.4598851
22.787395353709957,1379.8944135312981,350000000.0000001,606217782.649107
24.415066450403526,1478.458300212105,375000000.0000001,649519052.838329
26.042737547097094,1577.022186892912,400000000.0000001,692820323.0275509
27.670408643790662,1675.586073573719,425000000.0000001,736121593.2167728
29.29807974048423,1774.149960254526,450000000.0000001,779422863.4059948
30.925750837177798,1872.7138469353329,475000000.0000001,822724133.5952166
32.55342193387137,1971.2777336161398,500000000.0000001,866025403.7844387
