u1,u2,p1,p2
1.0005506421666759,29.165019691461463,7500000.000000002,12990381.056766579
2.9514860978039,57.585117230459936,15000000.000000004,25980762.113533158
5.749191640325901,85.34682274097547,22500000.000000007,38971143.17029973
9.305967538900275,112.52274333850258,30000000.000000007,51961524.227066316
13.544939534476772,139.17567639261932,37500000.00000001,64951905.28383289
18.39806807904567,165.3600311735845,45000000.000000015,77942286.34059946
23.807104614577135,191.12230773673875,52500000.000000015,90932667.39736605
29.72050047858687,216.50315643451873,60000000.000000015,103923048.45413263
36.0922471162554,241.53833422020017,67500000.00000001,116913429.51089922
42.881531348972814,266.2592363249739,75000000.00000001,129903810.56766579
50.052274298844885,290.69348951041394,82500000.00000001,142894191.62443238
57.57343166035508,314.86472574783363,90000000.00000003,155884572.68119892
65.4147119064284,338.7954780332595,97500000.00000003,168874953.73796552
73.5504621420554,362.5051558349661,105000000.00000003,181865334.7947321
81.95793523292755,386.010314714826,112500000.00000003,194855715.85149866
90.61599131324445,409.3266243802209,120000000.00000003,207846096.90826526
99.50482757215167,432.4686985677284,127500000.00000003,220836477.9650318
108.60892136157558,455.4475092001309,135000000.00000003,233826859.02179843
117.91051415816989,478.2762349624481,142500000.00000003,246817240.07856497
127.39727718140686,500.9634339421126,150000000.00000003,259807621.13533157
