u1,u2,p1,p2
0.0,0.0,0.0,0.0
0.25472836950797784,15.433936729520573,3914681.7482899167,6780427.683500694
13.055682660972767,25.41678215546978,4012811.1935936986,6950392.868485395
13.694211032120014,64.10507784599739,4209070.084201262,7290323.238454797
