,Rotation,Base moment [kN.m],Axial_Disp. [mm]
0,-3.767e-08,109.5692394,0.0
1,1.55261e-06,61.0828071,-0.00084535
2,-8.48316e-08,109.5712999,-0.001367414
3,5.92253e-07,64.26228651,-0.003500376
4,-1.13869e-06,109.7720348,-0.005353766
5,-1.95893e-07,109.6807397,-0.007353781
6,-8.46894e-07,109.6378562,-0.009798794
7,-4.36542e-07,109.7127667,-0.011625933
8,-5.323e-08,109.7707458,-0.012713892
9,-1.06212e-07,109.6984523,-0.014911988
10,8.02932e-07,76.75487037,-0.01687411
11,-7.02684e-07,109.8148877,-0.018845371
12,-5.5817e-07,109.6367804,-0.020557141
13,8.43765e-07,81.80596583,-0.022814726
14,3.69328e-07,83.61976902,-0.024979003
15,5.59073e-08,85.32025554,-0.026665628
16,-4.30034e-07,109.6688233,-0.028394919
17,1.26321e-06,88.34437862,-0.030845695
18,-5.80195e-07,109.9125273,-0.032655429
19,-2.88895e-07,109.7751591,-0.034402532
20,-2.80828e-07,109.7096387,-0.036495563
21,1.3526e-07,94.88390143,-0.038049126
22,6.01233e-07,96.52642782,-0.040484476
23,-1.89262e-07,109.7225347,-0.042379659
24,-1.47399e-06,109.6956707,-0.044060114
25,-5.33301e-09,109.6945343,-0.046273752
26,-3.96846e-07,109.7522008,-0.047664915
27,4.02219e-07,103.9976735,-0.050786708
28,1.11729e-06,105.5529898,-0.052141899
29,-5.86527e-07,109.7109829,-0.053853611
30,-5.73286e-07,109.664779,-0.055795826
31,3.62817e-07,109.2243769,-0.058111618
32,9.23301e-07,109.2333167,-0.059363374
33,1.4268e-07,109.215606,-0.061843661
34,1.6883e-07,109.0494729,-0.06384775
35,1.44881e-07,109.0396073,-0.065845088
36,-8.50918e-08,109.492006,-0.067488872
37,-8.48151e-07,109.5474853,-0.06984541
38,1.44057e-06,109.2423837,-0.071546179
39,1.3936e-07,109.1437878,-0.073847361
40,-2.59236e-07,109.6126603,-0.075844757
41,-2.78711e-07,109.6363535,-0.077806646
42,-1.19342e-07,109.6218853,-0.079844438
43,8.81344e-07,108.9928632,-0.081846491
44,2.4974e-07,108.9848244,-0.083861814
45,1.54403e-07,109.1236555,-0.085845939
46,7.05502e-07,108.9575641,-0.087406661
47,1.07693e-06,108.8968155,-0.089837587
48,-2.65474e-07,109.3718085,-0.091859372
49,-3.97557e-07,109.2527787,-0.093809154
50,-3.91237e-07,109.2492263,-0.095719995
51,-4.09775e-08,109.3852823,-0.097845739
52,2.65724e-07,108.7008181,-0.099716883
53,1.30105e-07,108.7114547,-0.101478654
54,-1.027e-07,109.3054382,-0.103349972
55,-5.30866e-07,109.1798943,-0.105680956
56,-9.78896e-07,109.0709029,-0.107246276
57,3.93447e-07,108.5049734,-0.109346409
58,1.09057e-07,108.5831645,-0.111802772
59,-3.02728e-07,108.9648847,-0.113420072
60,-5.0879e-08,109.0249548,-0.115535164
61,4.3238e-07,108.3884562,-0.117178424
62,2.16791e-06,108.3943125,-0.119845441
63,-6.22785e-07,108.9573787,-0.121493184
64,8.11712e-07,108.228587,-0.123721897
65,4.64002e-07,108.2449859,-0.126343279
66,1.23479e-07,108.1880346,-0.127595733
67,-1.48126e-07,108.9085803,-0.129912281
68,7.61376e-07,108.0807168,-0.131907174
69,3.40939e-07,108.0853479,-0.134239788
70,-1.86768e-07,108.6621922,-0.136613555
71,1.19563e-07,108.0535213,-0.138627016
72,-1.8145e-07,108.6091224,-0.141423778
73,6.79045e-07,107.8763282,-0.143508601
74,-8.26204e-07,108.6277985,-0.146540813
75,1.05205e-06,108.0125492,-0.149846135
76,-1.69594e-07,108.5229762,-0.152854773
77,1.3007e-06,107.8657382,-0.15553378
78,-1.80757e-07,108.4442325,-0.158991374
79,-5.94058e-07,108.210704,-0.16196986
80,1.15128e-06,107.7360296,-0.165301026
81,-5.73194e-07,108.3627024,-0.168846978
82,2.12242e-07,107.7392928,-0.171848515
83,1.99544e-07,107.7427062,-0.174982415
84,-6.36107e-07,108.1999148,-0.178344664
85,7.77254e-07,107.67878,-0.181283802
86,3.17704e-07,107.445263,-0.184651464
87,-4.36126e-07,108.1421536,-0.186997058
88,1.66231e-07,107.5311487,-0.188858889
89,-8.88008e-07,108.1310969,-0.191836501
90,2.6032e-07,107.4902699,-0.193849206
91,5.17403e-07,107.4051883,-0.196158304
92,1.9896e-07,107.376471,-0.198843481
93,-8.32765e-07,108.0841193,-0.200817711
94,-9.48471e-08,107.9330553,-0.203156786
95,4.65768e-07,107.2418319,-0.205529155
96,2.94549e-07,107.2171103,-0.206908095
97,7.64434e-07,107.2715236,-0.20917767
98,9.32704e-07,107.1972052,-0.211861159
99,-6.7043e-07,107.8629014,-0.213844352
100,-2.70272e-07,107.9205217,-0.216004322
101,-2.94454e-07,107.7141163,-0.218179135
102,2.74266e-07,106.9364583,-0.220844173
103,-2.79749e-07,107.7883086,-0.222834409
104,4.78336e-07,107.0186256,-0.224676041
105,-1.91153e-07,107.6471741,-0.227035314
106,-7.29413e-07,107.5489535,-0.228581601
107,1.11289e-06,106.8331282,-0.230901176
108,2.81706e-07,106.8884876,-0.232848572
109,7.05602e-07,106.7795004,-0.234854873
110,-2.40692e-07,107.4990917,-0.237671193
111,-1.08455e-07,107.5236579,-0.239411078
112,-4.92617e-07,107.4154706,-0.241849106
113,-1.09884e-06,107.3962771,-0.243845803
114,6.04358e-07,106.6247307,-0.245851523
115,3.00231e-07,106.585899,-0.24784531
116,7.12656e-07,106.5246742,-0.24983933
117,-1.03899e-06,107.344318,-0.252016063
118,5.65859e-07,106.5010675,-0.253900129
119,-1.01614e-06,107.3345238,-0.255863066
120,-5.11906e-07,107.1802972,-0.257712149
121,2.50201e-07,106.3478352,-0.259978871
122,6.04624e-07,106.3424002,-0.26235322
123,3.99369e-07,106.3228917,-0.264354923
124,1.07512e-06,106.2544995,-0.266743475
125,2.12675e-07,106.1961451,-0.267992087
126,6.9223e-07,106.2100872,-0.270793505
127,4.39103e-07,106.1301985,-0.272741192
128,1.82559e-07,106.1801513,-0.274715072
129,3.59086e-07,106.1745581,-0.276417879
130,2.45746e-07,106.0738929,-0.279202941
131,4.09545e-07,106.1791497,-0.280555745
132,-1.56091e-08,107.0706371,-0.283504312
133,7.25465e-07,106.0124337,-0.285801536
134,-3.10624e-07,107.0281007,-0.287466333
135,-3.51637e-07,106.9326922,-0.28941402
136,-8.10905e-07,106.7103502,-0.291553035
137,-4.71114e-07,106.7023177,-0.293503515
138,6.5614e-07,105.9261606,-0.295853068
139,1.17676e-06,105.8051025,-0.297844294
140,1.71455e-07,105.749865,-0.299848791
141,6.0038e-07,105.8505706,-0.301857071
142,3.93886e-07,105.819566,-0.304300629
143,1.44309e-07,105.7015866,-0.305851805
144,-5.17075e-08,106.6166298,-0.30786451
145,-8.32925e-07,106.5655305,-0.30985265
146,2.06449e-07,105.5165595,-0.312150107
147,-4.81875e-08,106.5923602,-0.314642326
148,-7.45084e-08,106.6503179,-0.316412537
149,-1.15571e-06,106.4941402,-0.318676583
150,-3.02709e-07,106.4852974,-0.320353196
151,-4.03e-07,106.5415222,-0.322359556
152,1.32005e-06,105.5384126,-0.324885419
153,3.57255e-07,105.3985109,-0.327365997
154,-2.76516e-07,106.4577557,-0.329039642
155,-1.19285e-06,106.4088654,-0.33131527
156,-4.73746e-07,106.3465301,-0.33278903
157,-5.03145e-07,106.4083367,-0.334865472
158,6.79436e-07,105.2667829,-0.337182311
159,5.06923e-07,105.4502381,-0.339659862
160,1.40972e-07,105.4684364,-0.341854058
161,6.19715e-07,105.4581913,-0.343729218
162,-5.77582e-07,106.2691049,-0.34554553
163,-1.03647e-07,106.3539725,-0.347854279
164,1.11322e-06,105.2868673,-0.34985505
165,-1.13616e-08,106.3477677,-0.351535971
166,-5.02842e-08,106.2355719,-0.353683543
167,4.05487e-07,105.157935,-0.356341538
168,4.14561e-08,105.2270661,-0.357856916
169,-1.25525e-07,106.3202355,-0.360350066
170,-5.61099e-07,106.2285979,-0.36279246
171,1.13245e-07,105.1599372,-0.364844396
172,3.30893e-07,105.1634586,-0.366533815
173,-8.24522e-07,106.1910312,-0.368853565
174,3.4739e-08,105.0671512,-0.370846072
175,-2.43708e-08,106.1645757,-0.372852781
176,-1.36265e-06,106.1599512,-0.374849595
177,8.66615e-09,105.1712688,-0.376982905
178,-6.08927e-07,106.1452068,-0.378849858
179,4.58616e-07,105.0167551,-0.3812348
180,-2.38424e-07,106.0912534,-0.383343955
181,-6.0717e-07,106.1899709,-0.385788386
182,8.74508e-07,104.9952538,-0.387547829
183,-2.6697e-07,106.0721376,-0.389843888
184,1.12669e-06,104.9689792,-0.391844835
185,-6.04052e-07,105.9690727,-0.39422483
186,-9.38827e-07,106.0122368,-0.396346382
187,-4.27679e-07,106.07025,-0.39801246
188,5.92265e-08,104.8965977,-0.399902172
189,5.08673e-07,104.7220869,-0.402161793
190,6.00645e-07,104.8638772,-0.404969847
191,7.92589e-07,104.7752359,-0.406896346
192,-9.99951e-07,105.9282216,-0.408813241
193,4.18005e-07,104.8321699,-0.41054847
194,6.40282e-07,104.7907281,-0.41288283
195,7.78525e-07,104.7772031,-0.414848852
196,7.22014e-07,104.6945877,-0.416990661
197,-1.22287e-07,106.0142117,-0.418871583
198,-9.52436e-08,105.8900985,-0.420897559
199,6.85228e-08,104.5624265,-0.422874291
200,-1.05796e-06,105.8446685,-0.4252168
201,7.14281e-07,104.7472542,-0.427049759
202,6.30816e-07,104.5616742,-0.429697393
203,5.96998e-07,104.5135907,-0.43184479
204,1.12555e-06,104.5843426,-0.433537934
205,-2.06741e-07,105.7127691,-0.435853319
206,1.18987e-06,104.5782485,-0.437900599
207,-4.92216e-07,105.9882879,-0.43985626
208,3.33068e-07,104.5179539,-0.441892247
209,-3.93155e-07,105.7464273,-0.444349076
210,-6.19332e-07,105.8678376,-0.446352584
211,-3.44693e-07,105.7385395,-0.448798586
212,-1.65844e-07,105.7926938,-0.450703141
213,-1.86184e-08,105.8183471,-0.45284041
214,-2.54609e-07,105.7609911,-0.454858236
215,-2.10189e-07,105.7123142,-0.456860929
216,3.62831e-07,104.5806341,-0.45934174
217,3.18388e-07,104.3482388,-0.46116818
218,9.51102e-07,104.4463915,-0.463222095
219,-1.65154e-08,105.6339553,-0.465400226
220,-1.13832e-07,105.6802613,-0.467844715
221,3.61576e-07,104.2473235,-0.469851366
222,-6.96285e-08,105.7169638,-0.471899693
223,6.35259e-07,104.4797131,-0.473852211
224,-6.76681e-07,105.5184189,-0.475994369
225,6.23904e-07,104.3185953,-0.478290196
226,-1.75458e-07,105.5822392,-0.480841787
227,-4.99181e-07,105.5847975,-0.483287673
228,-1.38173e-07,105.5640791,-0.484804565
229,3.52694e-07,104.1522648,-0.48679841
230,7.72345e-07,104.3375172,-0.489178055
231,-2.98711e-09,105.5141362,-0.490862469
232,2.36418e-07,104.0901491,-0.493428728
233,-7.45959e-07,105.499073,-0.495289394
234,3.63254e-07,104.0423674,-0.497727946
235,-1.30538e-06,105.3990272,-0.499890128
236,2.3269e-07,104.0569662,-0.501893053
237,1.27793e-07,103.9393821,-0.504050811
238,5.92711e-07,104.0066602,-0.506336975
239,4.0047e-07,104.0350936,-0.508078199
240,1.14641e-07,103.9373478,-0.510789047
241,6.71275e-07,103.8450185,-0.51251828
242,-8.21852e-07,105.2821507,-0.514317944
243,-4.15542e-09,105.3926775,-0.51633612
244,-2.29996e-07,105.2278764,-0.518548244
245,3.14267e-07,103.7945595,-0.52085967
246,6.34836e-07,103.712614,-0.522859686
247,5.19383e-07,103.8184513,-0.525669951
248,-3.943e-07,105.2797894,-0.527428056
249,-4.59628e-08,105.1341948,-0.529547513
250,-3.8446e-07,105.0401632,-0.531883969
251,-2.21344e-07,105.1847762,-0.53453428
252,2.61806e-07,103.603832,-0.536480627
253,7.37646e-07,103.5655585,-0.538290071
254,-4.5914e-07,105.1130958,-0.540839217
255,1.61462e-07,103.5568928,-0.542667287
256,-1.25335e-06,105.0078867,-0.545051473
257,-1.45796e-07,105.0303241,-0.547605974
258,-5.80238e-07,104.9737448,-0.550311699
259,1.16033e-06,103.4894767,-0.552040117
260,-9.1899e-07,105.1158528,-0.554840954
261,-6.28451e-07,105.0126443,-0.557851221
262,7.57632e-07,103.4862706,-0.559976732
263,7.43584e-07,103.5887879,-0.562346482
264,3.53428e-07,103.5458447,-0.56484394
265,3.44624e-07,103.5786606,-0.567452807
266,-1.34483e-06,105.1684126,-0.569685188
267,8.5171e-07,103.7092833,-0.572362274
268,1.35143e-07,103.5951897,-0.574850186
269,-2.64716e-07,105.2134235,-0.576859049
270,-3.40372e-07,105.2562725,-0.579147658
271,2.84715e-07,103.6607057,-0.581768283
272,-2.44677e-07,105.2359328,-0.583959918
273,-7.72709e-07,105.2734358,-0.586212089
274,-1.43723e-07,105.2788242,-0.588732481
275,3.07099e-07,103.5485064,-0.59109024
276,-3.86452e-07,105.2463347,-0.59236557
277,4.86949e-07,103.8198857,-0.594946498
278,-2.53628e-08,105.2808355,-0.597163511
279,6.61015e-08,103.8526012,-0.599353632
280,1.43705e-06,103.7894811,-0.602008135
281,1.12639e-06,103.8169894,-0.603849359
282,1.76847e-07,103.7387505,-0.605850073
283,1.88281e-07,103.74572,-0.608344155
284,1.13288e-06,103.8977321,-0.610772229
285,2.82706e-07,103.8158273,-0.612503092
286,4.04894e-07,103.6490548,-0.614897872
287,2.37082e-07,103.7503012,-0.616898003
288,1.03796e-06,103.7932623,-0.619345054
289,-4.61096e-07,105.5147936,-0.621313287
290,-1.24344e-06,105.3705413,-0.623549626
291,7.69099e-08,103.7690471,-0.625900517
292,-3.86888e-08,105.4036375,-0.628342328
293,5.53292e-08,103.6291542,-0.630168535
294,-2.27798e-07,105.3438825,-0.632336887
295,-8.3633e-07,105.3788459,-0.634791155
296,-5.98462e-07,105.4603696,-0.636846933
297,9.84402e-08,103.7066146,-0.638863363
298,-6.69277e-07,105.4786806,-0.641351857
299,1.05829e-06,103.6325717,-0.643350591
300,-1.1564e-07,105.3110191,-0.645355729
301,2.202e-08,103.643313,-0.647843059
302,2.02881e-07,103.4992239,-0.649487774
303,3.75008e-07,103.6389282,-0.65152935
304,-9.7614e-09,105.2704583,-0.653838564
305,5.94071e-08,103.6189199,-0.655865588
306,4.86978e-07,103.6048303,-0.657896802
307,-9.35934e-07,105.4328561,-0.660342921
308,3.79532e-07,103.7483993,-0.661996251
309,-9.37749e-07,105.3573976,-0.664339459
310,-6.81417e-08,105.3520515,-0.666393142
311,1.17286e-07,103.4910675,-0.668851833
312,-1.83591e-07,105.2204117,-0.670703885
313,-9.0044e-07,105.1967537,-0.67284453
314,-7.60728e-07,105.3242369,-0.674959912
315,-6.93647e-07,105.1877013,-0.677216973
316,-2.95739e-07,105.3900478,-0.678843877
317,2.20586e-07,103.5083803,-0.681341568
318,-1.64199e-06,105.0224655,-0.683040998
319,5.03831e-07,103.4204119,-0.685349631
320,5.70195e-07,103.5026936,-0.687658612
321,-1.11708e-06,105.2920072,-0.690164452
322,8.39526e-07,103.2832072,-0.692344212
323,5.07556e-07,103.2853951,-0.693977403
324,1.7277e-07,103.2522384,-0.6971205
325,-3.18294e-07,105.2067772,-0.698422489
326,9.698e-07,103.2462816,-0.70072565
327,-1.44789e-07,105.136603,-0.703342434
328,-3.89187e-07,105.0404718,-0.705847109
329,-3.54262e-07,105.1434942,-0.707507308
330,-9.00533e-07,104.9343708,-0.709478918
331,-3.44957e-07,105.0118085,-0.711197907
332,-5.79403e-07,104.9255709,-0.713849149
333,-1.65228e-07,105.0155259,-0.7158402
334,-3.76181e-07,104.9544667,-0.71829377
335,-7.51681e-09,104.867432,-0.720307522
336,-7.44572e-07,104.8607053,-0.722340948
337,-2.29969e-07,104.9108565,-0.724792772
338,7.91388e-07,103.0207842,-0.72650268
339,-5.90978e-07,105.0350364,-0.728852407
340,-8.50545e-08,104.9916917,-0.730849628
341,-4.19553e-08,104.855676,-0.732848479
342,3.67957e-08,102.9083456,-0.735202164
343,-6.19484e-07,104.8908504,-0.73719892
344,-5.59156e-07,104.9047025,-0.739217328
345,-8.26178e-07,104.8516514,-0.74148929
346,-3.67944e-07,104.8242761,-0.743377081
347,4.80278e-07,102.8865223,-0.74584299
348,-1.99942e-07,104.833975,-0.74738852
349,-7.60042e-07,104.7513124,-0.74979692
350,4.55132e-07,102.9670126,-0.751356652
351,-1.27394e-06,104.9517842,-0.753613829
352,4.78186e-07,102.8265647,-0.756326073
353,-1.12171e-06,104.8077554,-0.757974631
354,5.34358e-07,102.8593442,-0.760264753
355,1.96904e-07,102.8400968,-0.762695039
356,-1.49217e-07,104.8812895,-0.764400989
357,-3.38746e-07,104.8516463,-0.766974583
358,-1.30655e-07,104.9641726,-0.76972699
359,-5.53793e-07,104.7014352,-0.771654129
360,7.72648e-08,102.6955993,-0.773386506
361,7.375e-08,102.6997587,-0.775836699
362,7.78423e-07,102.7475675,-0.777813082
363,3.91471e-07,102.75273,-0.77984581
364,-1.23598e-07,104.5732172,-0.781894836
365,5.3105e-07,102.7293562,-0.783988915
366,-8.57792e-07,104.6015686,-0.786343764
367,-3.23763e-07,104.5387374,-0.788241916
368,-7.59221e-08,104.613578,-0.790502119
369,-6.73951e-07,104.534569,-0.792842067
370,-1.8036e-07,104.5051649,-0.794555701
371,7.7136e-08,102.4428971,-0.796840584
372,8.28998e-07,102.4173316,-0.798969239
373,1.64385e-07,102.474422,-0.801154703
374,-1.18304e-07,104.4625084,-0.803164963
375,-4.50908e-07,104.5311032,-0.804904092
376,-3.33601e-07,104.4391981,-0.807663135
377,-6.3052e-07,104.4280458,-0.80981612
378,-5.19233e-07,104.4128697,-0.812172249
379,2.55108e-07,102.3246396,-0.813974009
380,5.27591e-07,102.4143009,-0.816635031
381,-3.12481e-07,104.408173,-0.817968452
382,-5.65959e-08,104.3454563,-0.819986279
383,-7.49529e-08,104.4024646,-0.82296849
384,-5.21456e-07,104.4469011,-0.8247394
385,2.69035e-07,102.2150045,-0.826922769
386,1.36466e-06,102.2267563,-0.829032098
387,-1.04681e-07,104.3190679,-0.830950856
388,-1.0664e-06,104.2833106,-0.833501865
389,1.40382e-07,102.1924019,-0.835836574
390,3.51891e-07,102.2290969,-0.837686181
391,-1.27327e-07,104.2122295,-0.839349057
392,7.52469e-07,102.0945013,-0.841806585
393,-1.9241e-07,104.343024,-0.84384036
394,-1.27609e-08,104.127217,-0.845842122
395,7.54678e-07,102.032326,-0.847837946
396,8.58838e-08,101.9539203,-0.849848206
397,-8.87743e-07,104.0061873,-0.852208526
398,3.05412e-07,101.9499723,-0.85404393
399,-4.50581e-07,104.2257432,-0.856810773
400,-3.94152e-08,104.171917,-0.858789484
401,7.44073e-08,101.9484991,-0.861354463
402,2.44367e-07,102.0412495,-0.86295238
403,4.51406e-07,101.9461743,-0.865367998
404,1.68741e-07,101.9713008,-0.867646246
405,1.91237e-07,101.9293055,-0.869241252
406,-1.92662e-07,104.1716386,-0.872330333
407,-1.0172e-06,104.0414307,-0.874291931
408,5.41918e-07,101.8644672,-0.876345614
409,5.26236e-07,101.9058822,-0.878301624
410,-4.09671e-08,104.0600414,-0.880238658
411,7.27309e-07,101.7113292,-0.882655557
412,8.55949e-07,101.7068545,-0.884848239
413,-2.0026e-07,103.9938232,-0.887152215
414,5.37696e-07,101.7500074,-0.888848968
